lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.198964
# Diagonal elements of inverse mass matrix:
# 0.071488, 0.0141097, 0.0955534, 0.0294836, 0.00692912, 0.0179084, 0.0339746, 0.011289, 0.0329946, 0.0445023, 0.878209, 0.00959064, 1.31286, 0.489549, 0.166844, 0.0875661, 0.189503, 0.0730274, 0.0442748, 0.303282, 0.0596782, 0.280254, 0.388734, 0.532638, 0.185985, 0.170549, 0.33006, 0.0700804, 0.0881446, 0.0517018, 0.161724, 0.238797, 0.274742, 0.0273361, 0.169027, 0.265579, 0.0686061, 0.160033, 0.405922, 0.102988, 0.108983, 1.72367, 0.0607155
-4171.07,0.974409,0.198964,4,15,0,4195.46,77.0442,30.7378,203.383,52.9787,66.3237,44.4571,23.0118,51.4233,21.987,190.475,277.156,35.5227,140.903,-1.06532,-1.22975,-1.20351,-0.927026,-1.78781,-1.62608,-0.954413,-1.439,-1.40425,-0.179489,-0.0818453,-1.19698,-1.2483,0.0658934,0.285616,0.260477,0.248364,0.166211,0.112855,0.085519,0.264554,0.142542,0.0164456,0.0352718,0.281613,0.0325731,-0.953803,0.408205,-1.6007,1.43466,0.344619,0.292366,0.300139,0.395729,0.167326,0.196699,0.385038,0.237165,0.24555,0.835697,0.921415,0.302104,0.286993,-35.4275,-39.4234,-31.3366,-47.2625,-39.4189,-39.3544,-39.0096,-48.1163,-39.0591,-34.6636,-49.1437,-39.2652,-39.1012,-34.8859,-40.603,-47.9479,-42.9891,-34.0051,-39.2657,-44.2092,-35.1723,-42.6362,-43.5072,-39.6971,-39.7869,-30.711,-30.3939,-37.6817,-42.5344,-32.7446,-32.0457,-37.9115,-37.6557,-32.8626,-39.5591,-31.4524,-28.1914,-48.856,-37.7645,-43.41,-42.4123,-42.4164,-35.4785,-38.4559,-34.8145,-33.5387,-28.3101,-39.2684,-36.2438,-36.0752,-45.5567,-46.2197,-34.3857,-35.4873,-32.4094,-34.7992,-39.841,-42.7876,-45.0635,-42.7442,-41.9363,-46.7547,-51.7146,-27.27,-31.8309,-42.2185,-39.5177,-30.662,-34.2663,-37.4463,-33.0403,-30.4392,-39.0204,-35.7387,-45.324,-29.9605,-33.3642,-42.351,-40.308,-32.9005,-41.1198,-38.6952,-41.3277,-26.1497,-41.7375,-51.2007,-41.9013,-38.4664,-38.9299,-37.1077,-39.7146,-44.9194,-43.7484,-38.046,-40.5164,-36.5682,-35.7792,-35.1367,-38.1185,-32.7158,-38.0868,-32.1186,-30.7097,-35.0697,-30.3685,-39.5321,-38.7892,-33.2125,-40.6448,-42.4451
-4176.08,0.61084,0.198964,5,31,0,4191.86,95.1756,37.1455,216.958,57.2882,70.5921,78.1844,33.92,48.2649,10.971,171.149,298.425,30.1635,227.201,-0.865987,-0.780208,-1.26552,-1.34982,-1.54462,-1.11994,-0.267191,-1.27463,-0.108334,0.00818787,0.127733,-1.17977,-1.65591,0.0875365,0.134316,0.106288,0.164886,0.154609,0.0163233,0.0597856,0.398643,0.356234,0.103285,0.0305945,0.238562,0.0237461,-0.638062,0.718451,-1.60928,1.45607,0.420636,0.458311,0.282093,0.259288,0.213393,0.3263,0.765527,0.279534,0.897328,1.00822,1.13625,0.307349,0.190919,-33.6358,-37.8374,-33.0287,-46.5751,-40.4498,-39.4186,-39.8952,-49.2389,-39.4566,-37.0304,-48.4544,-38.8024,-37.8498,-36.5463,-41.247,-47.3889,-43.9446,-34.1172,-41.6873,-43.1859,-34.4834,-40.9816,-44.1338,-40.3314,-40.4829,-32.7531,-33.2764,-38.0795,-42.5251,-31.8413,-31.6961,-38.0755,-36.4226,-32.7417,-38.1371,-32.4251,-26.6054,-47.4969,-38.4836,-42.6147,-42.3206,-41.4014,-35.2302,-36.1506,-34.4868,-33.3297,-30.9962,-39.2994,-36.1432,-36.4724,-46.7544,-46.2486,-34.1392,-36.0986,-32.0229,-34.1793,-39.8894,-43.1579,-42.3279,-43.0969,-40.0238,-45.5534,-51.4899,-28.6855,-32.6143,-42.8112,-39.7905,-31.8422,-34.4205,-34.9826,-33.707,-30.3972,-37.7459,-34.1364,-45.0568,-32.0396,-34.6279,-41.7604,-41.1945,-33.2594,-42.9274,-37.4438,-41.545,-27.7237,-42.2759,-54.8643,-43.1393,-37.0357,-38.458,-36.9968,-40.1,-44.3874,-43.1425,-38.0964,-40.851,-35.8253,-34.1034,-35.36,-36.9903,-32.524,-37.2391,-32.0678,-30.6034,-35.6793,-29.2777,-37.6086,-37.9694,-33.9369,-39.5912,-42.4587
-4171.65,0.909496,0.198964,4,15,0,4210.85,89.9154,38.0139,210.602,55.0764,70.796,75.7613,36.2598,51.9575,10.7642,165.312,298.84,28.6046,212.511,-0.934003,-0.718062,-1.28221,-1.07958,-1.57928,-1.1735,-0.23435,-1.51946,-0.525877,0.0155291,0.0476232,-1.00018,-1.49462,0.0858484,0.158911,0.0922598,0.1594,0.148523,0.022491,0.0404286,0.361335,0.435238,0.0816438,0.028367,0.258443,0.0242707,-0.583314,0.625998,-1.40041,1.62202,0.392978,0.487697,0.277425,0.339739,0.206123,0.309284,0.791085,0.21883,0.591037,1.01565,1.04878,0.367813,0.224333,-33.934,-38.3459,-32.2649,-45.9371,-40.0978,-40.158,-39.0154,-47.6232,-39.4296,-37.7171,-48.6263,-38.5326,-38.0333,-36.6793,-42.1061,-47.8749,-43.9651,-34.59,-41.8306,-43.4702,-34.7383,-41.0151,-44.6128,-40.7908,-40.8914,-32.5235,-33.4148,-37.9984,-42.0292,-32.2963,-31.4382,-37.7972,-36.9848,-32.4051,-38.1926,-32.3323,-26.494,-47.6789,-36.7673,-42.3691,-43.4244,-41.4074,-35.1605,-36.6571,-35.0275,-33.8195,-30.2481,-39.2882,-36.698,-36.1726,-46.3981,-46.0356,-34.2438,-35.4953,-32.4059,-34.1669,-39.9354,-42.4428,-43.0004,-43.3003,-40.3064,-47.3924,-51.2105,-28.1756,-32.4687,-41.7546,-40.2607,-31.5953,-34.1876,-34.9353,-33.4487,-30.1628,-37.0611,-34.446,-45.4899,-30.7275,-32.8574,-42.2523,-40.3817,-33.2908,-43.6481,-37.4649,-41.3347,-27.4957,-42.5075,-54.359,-42.9143,-36.6693,-38.5057,-37.7593,-39.8726,-44.5849,-43.1658,-38.218,-40.5874,-35.5934,-34.3862,-35.4805,-36.7715,-32.36,-37.1739,-31.7133,-30.5265,-34.3585,-29.4464,-37.5005,-38.2376,-33.7518,-39.215,-42.3722
-4161.34,0.966615,0.198964,4,15,0,4184.79,80.9207,33.3385,215.619,53.5929,67.2011,73.1425,30.0561,52.5516,17.1844,197.146,298.005,33.6831,160.99,-0.993184,-1.06159,-1.14642,-1.37453,-1.42738,-1.41051,-0.34831,-1.4236,-0.840347,-0.305413,0.252847,-1.26006,-1.38865,0.0856884,0.264339,0.158418,0.186248,0.165971,0.0704354,0.134998,0.387458,0.292609,0.0324295,0.0324728,0.133437,0.0283062,-1.25248,0.604748,-1.83646,0.986931,0.370396,0.345907,0.317772,0.252958,0.239937,0.244018,0.70588,0.240846,0.431561,0.736819,1.28769,0.283637,0.249411,-33.2832,-37.7744,-32.5587,-48.1169,-39.7294,-40.1646,-40.1732,-48.5785,-38.1728,-35.4966,-48.1718,-36.8177,-38.325,-35.3746,-41.6434,-48.2409,-43.2812,-33.8632,-40.1663,-43.556,-33.9332,-40.5471,-44.3665,-39.8545,-39.3446,-32.1346,-32.3805,-37.6715,-41.3117,-31.4777,-31.2228,-37.3163,-38.2022,-31.8895,-38.2634,-31.3684,-28.9292,-48.8703,-37.4432,-43.199,-43.1455,-41.0394,-35.7965,-38.8428,-35.1347,-32.904,-29.7162,-39.2355,-37.301,-36.0832,-45.8661,-45.3421,-33.6213,-34.7001,-31.7602,-34.3299,-39.4302,-43.0243,-43.6385,-42.3499,-40.5565,-46.5993,-52.4014,-27.7915,-31.9593,-42.6746,-40.0664,-31.2848,-33.5845,-36.5122,-33.5978,-29.6804,-37.8405,-34.2184,-46.9012,-30.0172,-33.2008,-43.3144,-41.4449,-32.2779,-43.4917,-37.5668,-40.9597,-27.5396,-43.7767,-53.4446,-42.7476,-38.2649,-38.8014,-38.0972,-39.7805,-44.5027,-42.9995,-37.7903,-41.2746,-35.7014,-34.6232,-36.1593,-36.6683,-32.3583,-37.6325,-31.2328,-29.9771,-34.5398,-29.4346,-37.6787,-38.4249,-33.3339,-39.1886,-42.5377
-4171.81,0.85159,0.198964,4,15,0,4191.6,56.8988,31.5026,222.726,57.569,72.2918,56.8724,26.5759,55.5426,19.6402,169.304,299.796,34.1581,202.74,-1.25974,-0.928653,-1.18769,-1.2079,-1.59513,-1.49592,-0.741295,-1.04924,-1.0145,-0.219383,-0.151304,-0.799112,-1.75148,0.177071,0.192155,0.135614,0.130014,0.169011,0.067642,0.108818,0.396682,0.164906,0.0322511,0.0326569,0.254002,0.0455669,-1.00811,0.400183,-1.9219,0.948448,0.283727,0.395085,0.304926,0.298826,0.202882,0.224043,0.476496,0.350204,0.362583,0.803014,0.859586,0.449728,0.173517,-33.6417,-38.7183,-31.2826,-45.4161,-39.3423,-40.4437,-38.3617,-47.7461,-39.7809,-36.0758,-47.7614,-38.3616,-37.3448,-35.9668,-42.8635,-47.3487,-43.2013,-34.1559,-41.4141,-42.8184,-34.5908,-41.2561,-44.3502,-39.1811,-40.1467,-32.0308,-32.2668,-37.9327,-41.9354,-32.5823,-31.8736,-38.3705,-36.2046,-32.7172,-38.4755,-32.291,-27.4634,-48.5195,-37.546,-43.0673,-40.89,-42.3024,-35.7874,-36.2286,-34.4008,-33.9745,-29.3261,-39.3853,-35.908,-36.664,-46.2437,-46.4193,-34.6024,-35.3142,-32.1102,-34.5151,-40.6747,-41.5989,-44.3998,-44.014,-40.5169,-46.7307,-50.9193,-28.1493,-32.7542,-43.5824,-39.9256,-30.6083,-34.3553,-35.6888,-34.8269,-30.1534,-38.2913,-35.1569,-43.3787,-30.6696,-33.8532,-42.3152,-39.9272,-33.6121,-43.8667,-38.3935,-42.4084,-28.2039,-41.8794,-52.9221,-42.8442,-37.0225,-38.6102,-37.9195,-40.3117,-45.1217,-44.1523,-38.158,-41.1886,-35.5317,-36.0927,-36.7907,-37.1685,-32.2089,-37.7143,-32.0105,-30.1901,-36.3753,-29.6799,-38.2451,-38.3584,-33.1014,-39.8288,-42.7964
-4162.68,0.973289,0.198964,5,31,0,4183.49,110.613,32.9347,186.426,56.2858,61.1833,59.6213,26.3765,47.2972,12.9511,183.732,274.304,30.2775,165.435,0.0297973,-0.821317,-1.19829,-0.497498,-1.53355,-1.38533,-0.527091,-1.37295,-0.801834,-0.280767,0.204747,-1.22922,-0.894758,0.0708318,0.262539,0.138791,0.212132,0.127677,0.04654,0.102086,0.364982,0.32506,0.0349104,0.0375186,0.240619,0.0546733,-0.707906,0.578145,-1.80774,0.946185,1.03025,0.439852,0.301708,0.60805,0.215768,0.25024,0.59032,0.253359,0.448506,0.755204,1.22721,0.292522,0.408706,-34.0302,-38.7036,-32.7568,-45.2509,-39.1886,-39.2289,-39.3776,-49.2763,-39.3827,-36.4095,-48.9329,-39.3662,-38.0352,-35.8398,-40.4517,-48.3847,-44.2289,-33.8023,-41.3953,-41.525,-35.0336,-41.5113,-43.4555,-40.3362,-39.481,-32.0488,-32.1011,-38.0527,-42.4276,-31.7717,-31.8567,-37.3573,-38.2927,-32.3128,-38.1788,-31.4312,-27.3035,-48.4937,-36.8256,-42.1415,-43.4395,-41.9767,-35.6588,-38.4041,-35.371,-33.5398,-28.9263,-39.7129,-37.3523,-36.4817,-46.057,-45.5447,-34.4621,-34.8572,-32.5545,-34.6881,-39.7382,-42.6029,-43.1132,-42.0684,-40.8918,-45.9032,-52.4717,-27.7996,-31.8815,-42.7717,-39.5907,-31.0478,-33.7703,-35.3748,-33.2684,-29.7808,-37.3589,-34.5127,-45.1802,-29.629,-33.6337,-42.4708,-41.5217,-32.7948,-41.8181,-38.1147,-41.6126,-27.0201,-42.5415,-53.1626,-42.9933,-37.3085,-39.0314,-37.9346,-40.5396,-44.6553,-43.3705,-38.0548,-40.87,-36.0728,-34.6992,-35.4399,-37.5887,-32.7207,-38.0511,-31.4437,-30.6356,-34.8124,-29.2896,-38.4541,-38.818,-33.6705,-39.9602,-42.9439
-4167.18,0.971353,0.198964,4,15,0,4186.17,122.393,34.8553,201.958,55.4496,65.6293,58.51,24.8811,47.3236,12.1896,163.787,293.303,27.5557,203.824,0.09346,-0.707549,-1.20226,-0.752032,-1.55275,-1.49039,-0.937026,-1.34666,-0.673184,-0.0778551,0.171526,-0.868185,-1.19396,0.0824246,0.191748,0.139685,0.225732,0.150776,0.0312803,0.095769,0.40881,0.432208,0.0573221,0.0225719,0.227795,0.0633616,-0.510686,0.630555,-1.3414,1.0321,1.09797,0.492851,0.300514,0.471408,0.211664,0.225285,0.391791,0.260109,0.510082,0.925098,1.18712,0.419713,0.30302,-34.2824,-38.6401,-32.1793,-45.9856,-40.2101,-40.4954,-38.5921,-49.5325,-39.206,-36.898,-48.9191,-37.1152,-37.898,-36.5856,-41.544,-48.1846,-44.2064,-34.3853,-40.5362,-43.4886,-34.3329,-40.9682,-44.5913,-40.9168,-40.5813,-31.6194,-32.4759,-38.155,-42.1055,-32.2316,-31.6662,-37.7026,-37.2275,-32.4126,-38.0815,-32.1659,-26.8948,-46.4244,-36.7068,-41.8842,-41.9955,-41.2734,-35.0193,-36.9595,-35.4363,-33.6247,-29.9998,-39.4374,-36.6915,-36.263,-46.1959,-46.2173,-34.4418,-35.2585,-32.6391,-34.4309,-39.6784,-41.8673,-42.2886,-43.0453,-40.7642,-45.8364,-51.2519,-28.2063,-32.5288,-42.8836,-40.1684,-31.0827,-34.1635,-34.3661,-33.2586,-30.1764,-37.6899,-34.8887,-45.0144,-29.9437,-33.2722,-42.1554,-41.0155,-33.2711,-43.7971,-38.197,-41.1225,-27.0781,-41.3762,-53.5081,-42.964,-37.4898,-38.9807,-37.8254,-40.8808,-44.5191,-43.6158,-38.403,-40.3596,-35.8055,-34.8854,-35.9014,-36.9989,-32.6009,-37.5747,-31.7974,-30.8169,-35.3569,-29.5407,-37.7084,-38.7004,-34.1766,-39.2835,-42.5514
-4164.13,0.990294,0.198964,5,31,0,4185.89,115.107,35.2757,197.798,56.4564,70.5439,58.8847,26.5997,47.1818,12.7068,169.227,293.515,28.4974,159.029,0.158985,-0.646987,-1.1281,-0.810983,-1.48543,-1.5374,-0.766575,-1.39135,-0.496855,0.148513,0.0366901,-1.02206,-1.30096,0.0861462,0.172865,0.139455,0.237916,0.181501,0.0283789,0.079574,0.401553,0.383799,0.0635772,0.0238224,0.245291,0.038048,-0.466752,0.618375,-1.54488,1.12695,1.17232,0.523621,0.323647,0.444421,0.226405,0.214939,0.464601,0.24874,0.608441,1.16011,1.03737,0.359852,0.272269,-33.9561,-39.4695,-31.7384,-45.6644,-39.7479,-40.106,-38.1451,-49.6762,-39.7045,-36.9557,-48.7518,-38.1225,-37.9361,-36.0947,-41.3186,-47.8818,-43.9532,-34.1229,-40.8888,-42.148,-34.6689,-40.8759,-44.137,-40.4915,-40.4315,-31.6568,-32.2525,-38.3176,-42.0705,-32.1901,-31.6806,-37.7874,-37.0039,-32.5337,-37.5976,-32.1652,-26.9187,-47.1216,-36.9689,-41.538,-42.48,-41.788,-35.0808,-36.536,-35.4167,-33.6135,-29.9378,-39.4058,-36.5739,-36.7344,-46.5285,-46.1842,-34.596,-35.3304,-32.559,-34.4061,-39.5353,-41.8167,-42.0833,-43.8628,-40.8381,-47.1723,-51.6368,-28.042,-32.3266,-43.4552,-39.9632,-30.9013,-33.9323,-34.215,-33.1118,-30.2061,-37.5603,-34.5552,-45.0039,-30.3627,-33.3319,-42.1117,-40.6422,-33.1482,-43.4542,-38.0366,-40.9565,-27.2641,-41.4799,-53.2775,-42.7067,-35.5449,-39.019,-37.6036,-40.6675,-45.1326,-44.5248,-38.3191,-40.4012,-35.8232,-34.6,-35.5051,-37.072,-32.4687,-37.6408,-31.6746,-30.5504,-35.159,-29.4117,-37.7589,-38.9272,-34.2206,-39.3721,-43.0212
-4165.47,0.854064,0.198964,5,31,0,4184.79,116.349,31.8848,201.977,47.7818,62.2793,63.9713,22.0872,53.5881,19.2002,169.674,254.534,30.9132,293.961,-0.108034,-1.06012,-1.01948,-1.29963,-1.84495,-1.36227,-0.819826,-1.39875,-0.935838,-0.107114,-0.177378,-1.20372,-1.38322,0.0642312,0.204123,0.262084,0.153088,0.17821,0.0825506,0.158906,0.229758,0.23434,0.0310609,0.036788,0.146841,0.0285501,-1.22105,0.629443,-1.69801,0.947156,0.897597,0.346413,0.360781,0.272632,0.158033,0.25608,0.440508,0.246906,0.392257,0.898423,0.837463,0.300075,0.25077,-33.6943,-37.1077,-31.5524,-47.9864,-41.1408,-38.2948,-38.099,-46.5103,-38.3501,-35.5594,-48.2369,-36.3951,-38.5449,-35.6849,-40.2027,-47.7351,-43.2321,-34.1919,-39.7882,-44.1765,-33.6847,-41.9559,-43.6539,-40.0554,-39.8949,-32.5573,-32.0279,-38.2903,-42.0657,-32.4561,-32.0435,-38.9499,-37.7039,-32.6454,-38.474,-31.9868,-28.3341,-48.0591,-36.3843,-42.1512,-42.5527,-41.4197,-35.185,-37.8751,-35.3286,-33.7158,-30.0492,-39.2169,-37.0515,-36.3535,-45.0362,-46.5542,-34.5132,-34.618,-32.5285,-34.7715,-40.3991,-41.6722,-44.1101,-43.6317,-41.0673,-47.6146,-50.4669,-27.5477,-32.3133,-41.3756,-39.7542,-31.5191,-34.3589,-38.2662,-33.6655,-30.882,-37.8666,-35.1798,-44.8563,-29.9708,-32.8278,-42.6927,-39.9599,-33.3138,-41.2519,-38.6979,-41.8432,-27.3079,-42.8878,-50.3996,-42.3483,-39.3781,-38.8824,-36.9,-40.0307,-45.1265,-43.8392,-38.3409,-41.4682,-36.7766,-34.7749,-35.0286,-37.9391,-32.9278,-38.2123,-32.1452,-31.0762,-34.3323,-29.9429,-39.2008,-39.1587,-33.4229,-40.4284,-42.2806
-4173.51,0.954953,0.198964,4,15,0,4190.25,61.9334,31.1043,194.961,55.3122,62.9907,66.8399,21.9754,51.5902,21.2235,194.894,252.524,27.1036,299.86,-1.29444,-1.06944,-1.27391,-1.07806,-1.6014,-1.24416,-0.994329,-1.36792,-1.08408,0.164558,-0.24772,-1.06062,-0.981274,0.0645506,0.246281,0.155211,0.214236,0.140749,0.0539748,0.0479967,0.294032,0.0731609,0.0580814,0.0409701,0.272633,0.0423254,-0.75485,0.526394,-1.98844,0.725219,0.274051,0.343201,0.279735,0.340256,0.201614,0.288183,0.369972,0.254635,0.338213,1.17887,0.780579,0.34624,0.374833,-33.7344,-37.3427,-32.1738,-46.2711,-39.5946,-38.6864,-39.017,-48.2995,-38.538,-36.0187,-48.5707,-38.3714,-38.3111,-35.925,-39.703,-48.8862,-43.539,-34.7757,-40.5274,-43.4743,-34.5597,-41.2877,-43.3652,-39.7713,-39.1798,-32.3827,-32.7274,-37.9624,-42.1758,-33.1294,-32.0642,-37.8084,-37.9803,-32.8711,-39.2269,-31.4282,-27.5404,-49.085,-36.7347,-42.0386,-43.8657,-41.6441,-35.5524,-38.2347,-35.0635,-33.4481,-28.8764,-39.6488,-37.2311,-35.8462,-45.6803,-45.9358,-34.4406,-34.4467,-32.2313,-35.0337,-39.8853,-42.9803,-43.5498,-42.6965,-40.7868,-46.1534,-51.227,-27.726,-32.1451,-41.4874,-39.7724,-30.8654,-34.2901,-37.0021,-33.0747,-30.0312,-37.4393,-35.6783,-46.2358,-30.4122,-33.7991,-41.9762,-41.8312,-32.5889,-41.5387,-38.3866,-41.6447,-26.7589,-42.6289,-52.2605,-43.0929,-38.8457,-39.2253,-37.9752,-40.6437,-44.6885,-43.3413,-38.5094,-40.785,-36.1909,-35.0752,-35.4061,-37.945,-32.8599,-38.0633,-31.7213,-30.2537,-34.2219,-29.6184,-39.0009,-38.6554,-33.4241,-40.3679,-42.5315
-4178.47,0.812543,0.198964,4,15,0,4199.16,90.4178,28.8828,212.73,54.1038,67.1932,69.3329,23.5486,51.9932,15.7362,160.714,245.288,29.0855,299.867,-0.663261,-1.06846,-0.99992,-0.638126,-1.53653,-1.41486,-1.10187,-1.32477,-1.17937,-0.276541,-0.361481,-1.21095,-0.97632,0.092471,0.181668,0.188424,0.185993,0.239846,0.0485039,0.0526465,0.317245,0.207487,0.0391127,0.0409384,0.227546,0.0768349,-1.18873,1.2952,-1.99474,0.905062,0.515169,0.343538,0.367909,0.528281,0.215127,0.242959,0.33225,0.265863,0.307473,0.758403,0.696644,0.297915,0.376695,-35.2363,-37.3554,-31.2723,-45.2354,-40.3759,-39.4545,-37.3747,-47.6319,-38.8705,-35.7301,-48.5166,-38.1805,-37.8815,-36.6439,-41.237,-47.9681,-43.5045,-34.0244,-40.4091,-42.295,-34.613,-41.8187,-44.0303,-40.2616,-40.3684,-32.0332,-32.428,-38.1598,-42.2574,-32.9509,-32.1251,-38.1062,-37.6388,-32.4208,-38.5517,-31.689,-27.566,-48.6873,-35.5632,-41.9811,-43.6008,-41.4847,-35.0757,-37.2573,-35.4768,-33.846,-29.8292,-39.1746,-36.749,-36.9644,-45.3929,-46.3699,-34.569,-34.8001,-32.7264,-34.7608,-40.1507,-41.5723,-43.6428,-44.55,-41.048,-47.999,-50.6893,-27.796,-31.8565,-43.1373,-39.6323,-30.4822,-33.9325,-35.8232,-33.7219,-30.2932,-37.7554,-35.1024,-44.543,-29.8053,-33.7878,-41.8616,-39.7761,-33.2663,-42.1091,-38.2596,-41.463,-27.6792,-42.2532,-51.2799,-42.7751,-40.1254,-38.8651,-37.4495,-41.2456,-45.9007,-45.4047,-38.2496,-41.233,-36.3277,-34.5587,-35.6287,-37.5391,-32.6828,-37.7773,-31.7512,-30.1912,-34.7057,-30.1373,-38.4324,-39.2747,-33.1048,-39.899,-42.691
-4172.05,0.987599,0.198964,4,15,0,4192.72,97.3211,31.614,196.869,78.08,69.7624,50.1101,26.8678,48.6706,19.0507,178.316,286.825,34.2302,298.23,-0.813141,-1.07109,-1.16618,-0.671825,-1.69621,-1.56476,-0.252797,-1.51608,-0.723797,0.0630705,0.562186,-1.16711,-1.38058,0.0570301,0.174691,0.169364,0.192152,0.140122,0.108494,0.153855,0.344416,0.209584,0.0768395,0.032292,0.177044,0.0144778,-0.806005,0.42222,-1.62471,0.853656,0.443463,0.342637,0.311556,0.510776,0.183377,0.209139,0.776625,0.21957,0.484908,1.0651,1.7545,0.311266,0.251433,-32.9928,-39.8651,-32.524,-44.6321,-39.1232,-39.097,-37.624,-49.8767,-39.0711,-36.3299,-48.1472,-38.6287,-38.2237,-36.6093,-40.2393,-48.342,-43.2057,-34.672,-41.0968,-43.0903,-34.4685,-40.9155,-43.6698,-39.7876,-39.5872,-32.1441,-32.4471,-38.2361,-41.9321,-32.2317,-31.656,-38.5283,-36.926,-32.6607,-38.4617,-32.1018,-28.7796,-47.6421,-37.5145,-42.1317,-42.1122,-41.5925,-35.4102,-36.7526,-34.8473,-33.2159,-29.8384,-39.0476,-36.4559,-36.6741,-45.4075,-45.9798,-34.0831,-34.6034,-32.7482,-34.6759,-39.3288,-42.5947,-41.3294,-43.105,-41.0294,-47.462,-50.2945,-27.7838,-32.1201,-41.6862,-40.4382,-31.6699,-34.3948,-37.6091,-32.3722,-30.9259,-38.1235,-35.1781,-46.771,-30.0565,-33.4845,-43.2124,-41.3023,-32.2902,-42.3601,-38.1416,-40.9969,-26.3988,-42.4066,-51.9606,-42.327,-37.4571,-39.4553,-37.3199,-39.9173,-44.6515,-43.4895,-38.3299,-40.6424,-36.2089,-34.9521,-35.7958,-37.1979,-32.7884,-37.971,-32.0391,-30.9631,-34.9,-30.0858,-38.3413,-38.9118,-33.5568,-39.9422,-42.205
