lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.198964
# Diagonal elements of inverse mass matrix:
# 0.071488, 0.0141097, 0.0955534, 0.0294836, 0.00692912, 0.0179084, 0.0339746, 0.011289, 0.0329946, 0.0445023, 0.878209, 0.00959064, 1.31286, 0.489549, 0.166844, 0.0875661, 0.189503, 0.0730274, 0.0442748, 0.303282, 0.0596782, 0.280254, 0.388734, 0.532638, 0.185985, 0.170549, 0.33006, 0.0700804, 0.0881446, 0.0517018, 0.161724, 0.238797, 0.274742, 0.0273361, 0.169027, 0.265579, 0.0686061, 0.160033, 0.405922, 0.102988, 0.108983, 1.72367, 0.0607155
-4177.7,0.935189,0.198964,5,31,0,4198.67,103.214,25.091,190.272,57.8588,59.1116,59.8765,20.278,51.8136,12.9018,164.597,291.822,28.6332,216.559,0.200117,-1.29565,-1.2004,-1.1315,-1.86619,-1.52856,-1.2012,-1.35473,-1.01681,-0.0481135,0.671517,-1.07293,-1.5701,0.060906,0.120975,0.160376,0.260153,0.134143,0.0621299,0.0493624,0.296014,0.076265,0.0327813,0.0256922,0.269168,0.0218602,-1.11529,0.797534,-1.77813,0.986084,1.22155,0.27372,0.301073,0.322548,0.154712,0.216847,0.300833,0.258018,0.361746,0.953026,1.9572,0.342006,0.208024,-33.8875,-39.1652,-31.4838,-45.8491,-40.0989,-39.8508,-38.8275,-49.633,-40.1151,-36.1704,-48.4256,-38.8995,-38.3653,-36.0404,-40.9403,-48.8898,-44.0285,-34.6817,-41.0323,-41.4823,-34.9865,-41.8583,-44.4792,-39.7704,-39.9476,-32.7347,-33.1897,-38.6678,-42.2936,-32.2314,-31.7786,-38.4662,-37.1426,-32.9367,-38.3842,-31.5743,-27.969,-48.1109,-37.7928,-42.9851,-42.906,-42.0481,-35.3545,-36.1889,-35.406,-32.9733,-29.3821,-39.8127,-37.424,-36.9248,-46.4222,-46.4194,-34.2412,-34.9829,-32.2644,-34.7868,-39.1669,-41.1074,-43.0737,-42.9227,-40.7431,-46.5149,-50.9357,-27.2924,-32.4843,-41.707,-40.1959,-31.0777,-34.1146,-37.206,-32.1112,-30.6715,-37.5859,-35.2083,-47.0585,-29.2468,-33.1537,-42.0468,-41.177,-32.3871,-42.4618,-38.9039,-40.5632,-25.891,-41.2715,-50.8488,-42.3355,-35.4499,-39.6023,-37.6089,-40.164,-44.4281,-43.4628,-38.5134,-40.0011,-36.0641,-35.7555,-36.438,-37.6571,-32.4168,-37.9027,-32.0162,-31.2898,-34.393,-29.8763,-38.8768,-38.5914,-33.1719,-39.883,-43.1555
-4178.97,0.88048,0.198964,5,31,0,4206.84,77.1417,28.698,211.105,64.5523,67.7434,54.7922,27.6718,47.273,27.1772,158.131,241.917,28.9189,178.144,-1.17996,-1.31949,-1.07939,-1.12345,-1.56283,-1.47533,-0.0294634,-1.35792,-0.605186,-0.135326,-0.131353,-1.12666,-1.23096,0.0168031,0.0318077,0.196761,0.169531,0.210726,0.0521483,0.134775,0.398329,0.196915,0.0473085,0.0286112,0.168561,0.0242793,-1.02604,0.381655,-1.40053,1.55135,0.30729,0.267271,0.339803,0.325155,0.209542,0.228703,0.970966,0.257196,0.545973,0.873431,0.876908,0.324114,0.292011,-32.4617,-38.5508,-31.546,-47.7602,-40.1659,-40.2679,-38.6555,-48.3866,-38.4933,-35.3,-49.2059,-36.4434,-39.2969,-35.8647,-40.9057,-48.6191,-43.0544,-34.8515,-39.3693,-44.7681,-34.2559,-40.2047,-44.4951,-40.2061,-39.6219,-31.8533,-32.0951,-38.0435,-41.2638,-33.1016,-31.7591,-38.742,-36.5402,-32.6267,-39.5465,-32.2885,-27.5481,-46.2856,-38.0478,-44.8171,-41.4114,-40.9931,-35.0963,-35.9823,-35.3202,-33.362,-30.4308,-39.0712,-35.8796,-36.7199,-45.4535,-46.5618,-34.0104,-35.4145,-32.8866,-34.9971,-40.0802,-42.4623,-42.6925,-44.1893,-41.3977,-46.2486,-50.7667,-28.2658,-31.936,-43.2661,-41.2584,-31.984,-34.8616,-35.6938,-32.6926,-31.6242,-38.4281,-35.8694,-46.0428,-30.3277,-33.7446,-43.0303,-40.1143,-32.9251,-44.3252,-38.7015,-40.7029,-26.3968,-41.7386,-50.6853,-41.5355,-38.6533,-39.51,-37.1048,-40.3519,-44.6624,-44.3043,-38.9597,-40.9218,-36.372,-35.0079,-37.1092,-36.9821,-33.1997,-37.984,-32.8041,-31.0681,-35.4527,-31.0818,-37.9158,-38.8744,-33.8959,-39.6328,-42.9882
-4173.25,1,0.198964,5,31,0,4196.56,99.7152,32.7322,209.809,46.4185,64.7373,67.4245,29.5415,52.7302,15.9708,209.756,294.989,30.9297,156.945,-0.110355,-0.761267,-1.11794,-1.21168,-1.73054,-1.54972,-0.472954,-1.31366,-0.250286,0.539176,0.533899,-1.29554,-1.73687,0.0851881,0.378213,0.171796,0.229282,0.172261,0.043322,0.0978638,0.30399,0.430639,0.033408,0.0357568,0.24573,0.103771,-0.736835,0.671682,-1.52486,0.895749,0.895516,0.467074,0.326953,0.297696,0.177188,0.212308,0.623159,0.268833,0.778578,1.71459,1.70557,0.273751,0.176071,-33.4896,-38.2397,-31.9224,-46.6902,-39.4153,-39.358,-38.6998,-48.1966,-39.0384,-36.7797,-47.8945,-38.6637,-37.1638,-36.037,-40.2382,-47.1795,-43.5497,-33.863,-40.5763,-43.3904,-34.7473,-41.9641,-43.4755,-40.135,-39.1851,-32.07,-32.2105,-37.9433,-42.2914,-31.7655,-32.0532,-37.91,-38.2193,-32.4298,-37.9084,-30.7565,-27.0214,-49.0991,-37.1893,-41.6557,-42.718,-41.4051,-35.5569,-39.2865,-35.671,-33.0874,-29.3286,-39.4328,-37.1333,-35.8368,-45.4983,-45.7566,-34.4604,-35.0591,-31.7801,-34.6445,-40.0092,-42.953,-44.4946,-43.3823,-41.1126,-47.3193,-53.0795,-27.5863,-31.6568,-43.3207,-39.3117,-30.5988,-33.6397,-36.0665,-33.4924,-29.5596,-37.5082,-34.2791,-45.3772,-29.6821,-33.5189,-42.7645,-40.901,-32.4613,-41.9042,-38.1418,-42.1607,-27.9198,-42.9351,-53.1391,-42.5913,-39.7848,-38.9303,-37.077,-40.7007,-45.3765,-43.8607,-37.9669,-41.1756,-35.9617,-34.7601,-35.2691,-37.7462,-32.5977,-38.0498,-31.0072,-30.392,-34.4454,-28.9545,-38.8233,-39.2456,-33.1409,-40.3383,-42.7451
-4174.6,0.970909,0.198964,5,31,0,4194.81,119.213,31.8067,189.823,55.7813,67.732,58.1853,25.1631,48.3993,16.2702,169.029,227.256,32.295,205.138,-0.671927,-1.05307,-1.03011,-0.880625,-1.33088,-1.50366,-0.832875,-1.34205,-1.25369,0.244401,-0.517673,-1.01301,-1.31674,0.0417536,0.0472664,0.192427,0.210519,0.192851,0.0897292,0.0439772,0.376087,0.116863,0.050933,0.0317085,0.147575,0.00427208,-0.882302,0.422465,-1.86952,1.07994,0.510724,0.348866,0.356969,0.414524,0.264244,0.222314,0.434798,0.26131,0.285449,1.27686,0.595905,0.363125,0.268007,-35.4684,-38.6335,-31.6459,-46.0031,-40.1895,-40.2841,-38.2676,-48.9839,-38.7812,-34.9974,-48.6184,-36.9483,-38.8633,-36.148,-40.9436,-48.5982,-43.8477,-34.2412,-40.614,-42.0111,-34.328,-40.4263,-44.6441,-40.9185,-41.0793,-32.0014,-32.191,-38.5662,-41.7025,-32.5974,-31.5477,-38.183,-37.2452,-32.0575,-38.7544,-32.5098,-29.164,-46.3551,-37.4094,-42.5434,-43.2198,-41.9617,-35.1176,-36.4935,-35.3165,-34.038,-30.7092,-39.69,-36.5283,-37.5936,-46.3444,-45.8047,-34.2774,-36.1471,-33.2817,-34.5326,-39.6429,-41.4963,-42.5745,-43.3235,-40.6929,-46.7166,-50.9258,-28.2624,-32.8015,-42.8743,-40.3386,-31.7472,-34.1046,-36.1747,-33.5835,-31.4447,-37.7352,-35.2809,-45.0904,-30.5393,-34.1436,-42.3896,-40.7901,-33.0984,-43.7623,-37.859,-40.4853,-26.725,-42.3573,-50.8631,-42.8016,-36.1328,-39.0747,-38.1121,-40.3029,-44.8037,-44.3621,-38.4415,-40.9094,-36.4471,-34.0507,-35.5302,-36.7445,-32.771,-37.724,-32.2738,-30.5605,-35.1672,-30.4876,-37.5211,-38.946,-34.7849,-39.2303,-43.3474
-4176.97,0.85869,0.198964,5,31,0,4192.74,99.5721,26.3059,191.861,53.4191,58.7331,54.5461,20.6939,46.8078,17.5037,168.868,262.503,24.5101,192.371,-0.883562,-1.40389,-1.148,-1.00731,-1.73471,-1.5943,-1.1487,-1.46368,-0.215161,0.184616,0.43498,-1.15284,-1.3556,0.0802721,0.0585564,0.121194,0.155613,0.148238,0.0260972,0.0351546,0.377357,0.373616,0.0732846,0.0396325,0.156014,0.0183833,-1.11123,0.857022,-1.81024,1.83859,0.413308,0.24564,0.317272,0.365199,0.176451,0.20305,0.317047,0.231384,0.806412,1.20276,1.54493,0.315739,0.257792,-32.8678,-39.5178,-32.0384,-47.2051,-39.5284,-39.6921,-38.4814,-47.6919,-38.6716,-36.4251,-48.8214,-36.4062,-38.5866,-36.7559,-40.2451,-49.5276,-44.2574,-34.8154,-41.8647,-43.1295,-34.4132,-41.7612,-44.0482,-40.6923,-39.8118,-32.3567,-33.7942,-38.5526,-41.8723,-32.1072,-31.6229,-38.1384,-37.1,-32.1399,-38.067,-31.4977,-27.0369,-47.5011,-36.9201,-43.3136,-43.0815,-40.5018,-34.4229,-36.182,-35.1027,-33.4135,-29.9476,-39.4317,-37.1133,-36.4825,-46.0884,-46.0049,-33.912,-35.6832,-32.7699,-34.804,-39.885,-43.0983,-42.4325,-43.1042,-40.7458,-45.9642,-51.1407,-27.6658,-32.4139,-42.1173,-40.2636,-31.6619,-34.3709,-35.586,-32.8841,-31.1298,-37.4797,-35.2796,-45.7086,-28.996,-34.1138,-41.9601,-41.1632,-32.6535,-42.4524,-38.8657,-41.2566,-27.1685,-42.7767,-51.1057,-43.5804,-37.4257,-38.8859,-37.8787,-40.4068,-44.4697,-43.2557,-38.389,-41.1796,-36.1001,-35.6816,-37.2239,-37.7063,-32.8025,-37.4529,-31.6033,-31.4623,-34.1568,-29.9543,-38.8631,-38.4622,-33.017,-40.08,-43.3604
-4176.7,0.974214,0.198964,5,31,0,4200.71,113.862,41.0386,244.802,51.6344,74.3358,72.0107,25.1762,59.0418,24.7359,203.769,287.545,33.6613,264.488,-0.400192,-0.696947,-0.932576,-1.38608,-1.64736,-1.39097,-0.284838,-1.4284,-0.957346,-0.223576,-0.213253,-1.18886,-1.11534,0.160377,0.173249,0.187852,0.219935,0.178261,0.0697956,0.21707,0.326344,0.263479,0.0559333,0.043458,0.0714505,0.00302125,-0.886421,0.713506,-1.95797,1.30794,0.670191,0.498103,0.393539,0.250055,0.192558,0.248835,0.752136,0.239693,0.383911,0.799654,0.807952,0.304569,0.327805,-33.5091,-37.8773,-32.2532,-49.4284,-40.5197,-38.7337,-38.291,-47.8944,-38.1528,-35.4441,-47.8216,-35.1686,-38.7563,-34.8314,-41.3435,-48.3031,-42.8012,-34.3766,-41.8578,-45.7133,-33.3932,-41.2141,-44.057,-39.3595,-39.6163,-32.5438,-32.2767,-37.9504,-41.4918,-32.1134,-31.3562,-38.8032,-37.232,-31.9748,-37.9977,-32.0718,-27.6276,-50.6749,-37.546,-41.7183,-43.2611,-40.8021,-35.312,-37.4021,-34.7934,-33.1662,-31.0335,-38.6396,-36.9471,-36.4415,-45.5581,-45.9656,-33.9731,-34.2538,-32.1712,-34.0369,-39.3638,-42.9937,-44.364,-43.4481,-40.1201,-49.272,-50.3103,-28.0842,-32.374,-41.5295,-39.8715,-31.4473,-33.8509,-36.5228,-33.6126,-30.2857,-38.2813,-34.6976,-47.1556,-30.2755,-33.3409,-43.5313,-41.3393,-32.8393,-43.0883,-37.9924,-41.6443,-27.8799,-43.6623,-53.8555,-44.1345,-38.5826,-38.6566,-38.2869,-39.7272,-45.5922,-44.0111,-37.7562,-41.6042,-35.9346,-34.5998,-35.4702,-37.1534,-32.7366,-37.7977,-31.5079,-30.1718,-34.3619,-29.8078,-38.3545,-39.0058,-33.2487,-40.1918,-42.6898
-4175.52,0.975015,0.198964,5,31,0,4203.37,97.9369,30.8765,214.846,82.8686,72.1436,58.1282,27.263,51.4006,13.3715,205.434,272.996,31.1426,120.208,-1.01251,-0.990009,-1.10222,-0.184109,-1.45685,-1.55674,-0.721559,-1.39973,-0.761912,0.468884,0.107211,-1.45463,-1.56174,0.00881416,0.233649,0.147918,0.134524,0.128722,0.0436486,0.0255733,0.314748,0.322142,0.0103478,0.0336114,0.093417,0.0841675,-1.06277,0.727379,-1.50076,1.19056,0.363307,0.371573,0.332131,0.831845,0.232968,0.210821,0.485994,0.246663,0.466773,1.59821,1.11317,0.233487,0.209771,-34.1692,-39.5794,-32.7117,-44.5217,-39.4939,-39.5782,-39.3183,-48.15,-39.4045,-35.8276,-49.3019,-37.6933,-38.481,-36.8818,-41.3768,-48.8609,-43.504,-34.1198,-40.9428,-41.8963,-33.7014,-41.4788,-44.0118,-40.4096,-39.6179,-32.3146,-32.5975,-37.8454,-41.9353,-31.5673,-31.7198,-37.6984,-37.576,-32.29,-38.2889,-31.4053,-27.927,-47.3101,-37.2566,-43.2771,-43.8428,-40.3231,-35.0122,-37.5621,-35.1885,-33.2163,-30.143,-39.246,-36.8881,-36.4603,-46.2361,-45.5022,-33.8946,-35.8569,-32.0198,-34.703,-39.9208,-42.5097,-45.8388,-42.4391,-41.5882,-46.8516,-52.6721,-28.2719,-32.3595,-42.4156,-39.6148,-31.3302,-34.2369,-35.2694,-33.4238,-30.194,-37.7133,-34.8853,-45.6256,-31.1105,-33.5353,-42.7882,-41.0054,-32.9385,-42.4208,-38.0032,-41.1585,-26.7075,-42.535,-53.3516,-42.5347,-39.343,-38.6224,-37.4503,-39.851,-44.4381,-42.8815,-37.9279,-40.8161,-36.0928,-33.7346,-35.4438,-37.1889,-32.8187,-37.3263,-31.554,-30.5919,-33.8819,-29.3916,-37.9973,-38.6787,-33.6965,-39.8396,-43.0361
-4174.56,0.788143,0.198964,5,31,0,4195.01,94.0618,34.147,215.672,77.3588,74.6095,66.4625,28.0964,55.4115,17.4554,190.796,286.468,24.9935,191.964,-0.879333,-0.925971,-1.18097,-0.511199,-1.53341,-1.56872,-0.856889,-1.39187,-0.945318,0.484275,0.201029,-1.20405,-1.33366,0.00715488,0.243999,0.12212,0.150709,0.125992,0.0338551,0.0440188,0.321809,0.348686,0.0090167,0.0415076,0.151947,0.0988642,-1.00467,0.573749,-1.91371,1.36918,0.41506,0.396146,0.30698,0.599776,0.215799,0.208311,0.424481,0.248609,0.388556,1.623,1.22266,0.299977,0.263512,-34.4081,-39.2239,-31.4519,-45.171,-39.4433,-38.9988,-38.01,-48.117,-38.9483,-36.9792,-48.808,-36.5165,-38.061,-37.5945,-42.3529,-49.7227,-43.2392,-35.1449,-42.4575,-44.2188,-33.8098,-41.5535,-43.6864,-39.9753,-39.8334,-32.6559,-33.8312,-37.8654,-42.0765,-32.579,-31.6759,-37.9515,-37.7371,-32.227,-38.401,-31.5802,-27.4711,-49.2451,-35.8976,-43.2548,-43.253,-40.0983,-34.996,-38.022,-35.0188,-33.2615,-30.5739,-39.233,-37.2256,-35.6413,-45.4453,-45.4925,-33.8816,-34.7161,-32.0252,-34.5555,-40.0592,-42.3098,-46.0985,-43.3533,-42.0361,-47.2684,-51.7479,-27.957,-32.2177,-42.3683,-39.6653,-31.2454,-34.0948,-34.9715,-33.1825,-30.3781,-37.2832,-35.3025,-46.3356,-30.5847,-33.9213,-41.9669,-40.5206,-32.9016,-42.1443,-37.8416,-41.3957,-26.8803,-42.0472,-52.5634,-42.6371,-40.9108,-38.5503,-37.5586,-40.3934,-44.4171,-43.123,-38.0161,-40.4822,-35.5927,-34.0464,-35.6452,-37.1214,-32.4627,-37.1501,-31.5591,-30.4006,-33.6992,-29.6493,-38.0342,-38.4159,-33.0895,-39.6495,-42.35
-4172.96,0.858162,0.198964,4,15,0,4195.8,83.9288,31.2326,209.511,68.9683,71.6128,63.7416,32.6451,53.2938,20.0107,211.384,234.205,29.4058,162.024,-1.24415,-0.948902,-1.25342,-0.634326,-1.38572,-1.57508,-0.371825,-1.34086,-0.465992,0.497902,-0.466822,-1.33036,-1.30864,0.00385845,0.250693,0.14717,0.185281,0.252349,0.0514021,0.0681184,0.324032,0.418751,0.0203933,0.0368549,0.119312,0.0541015,-0.693415,0.553268,-1.30465,1.38953,0.288186,0.387166,0.285527,0.530293,0.250144,0.20699,0.689475,0.261621,0.627512,1.64527,0.626991,0.264383,0.270186,-33.4145,-38.0243,-31.6595,-46.5578,-39.6507,-40.0487,-37.9391,-48.4723,-38.243,-35.4892,-48.9804,-36.1576,-38.7951,-36.5667,-40.4494,-48.6319,-43.0984,-34.7765,-40.239,-45.7107,-34.6479,-40.3879,-44.092,-40.7418,-39.4545,-31.8289,-32.4602,-37.6353,-41.4785,-32.3714,-31.5608,-38.0253,-37.7625,-32.107,-38.2814,-31.0689,-27.7795,-47.6572,-36.9237,-42.804,-43.9981,-40.2281,-35.0767,-38.0599,-35.5465,-33.0968,-29.7898,-38.6377,-36.4185,-36.268,-45.3344,-45.3573,-33.8932,-35.3117,-32.0583,-34.6365,-39.6836,-42.8358,-44.7773,-44.208,-41.516,-48.0938,-51.8493,-27.9699,-32.1986,-43.3544,-39.6005,-31.2176,-33.9564,-35.9079,-33.2467,-29.7173,-37.6816,-35.1633,-45.8672,-30.2805,-33.8754,-42.8458,-40.5393,-32.3933,-43.3968,-37.7467,-40.9792,-27.4471,-42.4928,-53.8256,-42.4433,-40.3944,-38.9886,-37.3022,-40.4383,-45.4643,-44.8437,-37.9603,-41.006,-36.0848,-33.9529,-35.6678,-36.8806,-32.7977,-37.3728,-31.3837,-30.3536,-34.0958,-29.7658,-37.6741,-39.0375,-33.9152,-39.4535,-42.8147
-4170.67,0.919983,0.198964,4,15,0,4193.33,101.19,33.6802,224.141,69.7564,70.1658,54.6532,28.2429,55.1275,16.8545,226.056,273.776,30.8104,196.575,-0.891329,-1.11173,-0.696499,-0.742467,-1.45881,-1.47314,-0.528828,-1.37623,-0.951312,0.44578,0.0217233,-1.13936,-1.45997,0.00318979,0.198388,0.234486,0.206581,0.163542,0.0846184,0.124103,0.339936,0.338499,0.0407355,0.0419847,0.260626,0.0500318,-1.01139,0.456134,-1.91331,1.88842,0.41011,0.328991,0.498327,0.475938,0.232513,0.229204,0.589295,0.252528,0.386234,1.56171,1.02196,0.320023,0.232242,-33.6573,-37.9913,-32.348,-45.5337,-39.8378,-39.5851,-37.8046,-49.9565,-38.0382,-35.5155,-48.2151,-38.3523,-37.904,-36.319,-40.5808,-48.0596,-43.9958,-34.3819,-40.8088,-44.5945,-34.804,-41.0264,-44.0257,-40.7009,-39.4565,-31.6863,-31.5369,-38.1597,-41.9453,-32.2991,-31.1606,-37.8226,-37.9042,-31.961,-37.7001,-31.2176,-28.5188,-49.6122,-37.9482,-41.8339,-43.1921,-41.7354,-35.4649,-38.3257,-35.0143,-33.0597,-29.661,-38.894,-36.7838,-35.8332,-45.4965,-45.3871,-33.6673,-35.1931,-32.469,-34.3717,-39.335,-42.8323,-43.1159,-42.741,-41.1648,-46.9799,-51.4715,-27.6378,-32.0364,-41.8456,-40.2257,-31.8513,-33.8913,-35.9168,-32.5134,-30.6218,-36.9571,-35.1419,-47.4819,-30.243,-34.2131,-43.0106,-41.6634,-32.1289,-42.7875,-37.7096,-40.7216,-26.7198,-42.771,-51.3995,-42.7279,-40.7016,-39.0529,-38.2262,-40.2541,-44.5472,-43.6047,-38.1015,-40.6758,-35.5352,-34.2951,-35.813,-36.9023,-32.9332,-38.1194,-31.7245,-30.4971,-34.5225,-29.4434,-37.9492,-38.7992,-33.4432,-39.8417,-43.0757
-4163.98,0.985649,0.198964,4,15,0,4183.86,95.0901,33.5877,223.48,63.3224,73.3423,61.8219,25.1464,54.027,13.3159,190.109,281.832,32.4526,217.102,-0.954956,-1.08409,-1.05343,-0.660602,-1.71066,-1.44898,-0.619336,-1.36083,-0.517292,-0.0176591,-0.0708844,-1.12197,-1.54135,0.00237217,0.160178,0.198321,0.169848,0.108822,0.1156,0.134078,0.323693,0.309336,0.0440918,0.030109,0.197056,0.0199274,-0.629888,0.750197,-1.37383,1.52794,0.384829,0.338209,0.34874,0.51654,0.180747,0.234809,0.538301,0.256447,0.596133,0.982496,0.93157,0.325638,0.214091,-33.8821,-39.1559,-32.2682,-44.921,-40.6203,-39.7359,-38.2278,-48.0989,-38.9023,-36.4825,-48.5413,-38.0714,-38.5364,-36.2589,-41.3332,-48.1512,-43.634,-34.8043,-40.8589,-44.1948,-33.7625,-40.9349,-44.3912,-40.4013,-39.9328,-32.0521,-32.0045,-37.9283,-41.6961,-31.9611,-31.6504,-38.3487,-36.6865,-32.0713,-38.0471,-31.8051,-29.3254,-47.1886,-36.6674,-42.6148,-42.266,-41.3479,-34.8256,-36.6722,-34.7898,-33.9073,-30.366,-38.8031,-36.4092,-36.4162,-45.4721,-45.8526,-34.1947,-34.6242,-32.6467,-34.3339,-40.39,-41.6861,-43.2331,-42.802,-41.1103,-46.6916,-50.4513,-28.4575,-32.3017,-41.5934,-40.1755,-31.1001,-33.9009,-38.3081,-34.238,-31.3321,-37.5721,-34.868,-45.2528,-30.37,-33.0101,-42.8289,-40.5155,-32.9854,-43.0918,-37.8053,-41.2805,-26.8401,-42.632,-51.1617,-41.9296,-38.7548,-38.4064,-37.0707,-39.8499,-44.6907,-43.1362,-38.0855,-41.0898,-35.6942,-34.3812,-35.3452,-36.8498,-32.6305,-37.5576,-31.8397,-30.2829,-34.5632,-29.452,-37.8125,-38.8173,-33.4885,-39.6421,-42.4101
-4177.05,0.78282,0.198964,5,31,0,4200.48,84.5401,37.2417,203.211,71.6206,71.3445,51.367,27.7888,49.4165,17.3752,201.934,294.519,30.2298,141.994,-0.367108,-0.708244,-1.19459,0.351361,-1.64661,-1.73169,-0.499565,-1.54339,-0.0563316,0.214775,0.493855,-1.08508,-1.38534,0.179336,0.196246,0.170702,0.139103,0.145979,0.015838,0.0680947,0.274839,0.310465,0.0173524,0.027547,0.247321,0.00638253,-0.79959,1.11338,-1.78983,1.65866,0.692735,0.492508,0.302828,1.421,0.192702,0.176986,0.606794,0.213656,0.945226,1.23958,1.63862,0.337876,0.250238,-33.6117,-41.1689,-31.8234,-45.4011,-39.3921,-38.6105,-37.9966,-46.86,-39.6799,-36.5963,-49.2724,-38.553,-39.0873,-35.6515,-40.4706,-48.4316,-43.5819,-34.5869,-40.1148,-43.8672,-34.6945,-41.6699,-43.1672,-39.4878,-39.2781,-31.4686,-31.47,-38.1719,-41.747,-32.2253,-31.9706,-38.3575,-37.7391,-32.7099,-38.3337,-31.9141,-26.337,-48.1958,-36.667,-42.6294,-43.3987,-41.6136,-34.6879,-37.3093,-35.7531,-33.9124,-30.0753,-39.5637,-37.2908,-36.352,-46.0289,-45.7832,-34.748,-35.0245,-32.5888,-34.5596,-40.0586,-42.1755,-44.8291,-43.637,-41.8162,-47.467,-51.5441,-28.4498,-31.9185,-42.0399,-39.9949,-30.4818,-34.1049,-34.754,-33.9035,-30.4796,-37.7074,-35.3355,-44.5209,-30.1772,-31.6797,-42.628,-40.3762,-33.4054,-41.7649,-38.4494,-41.4888,-27.1445,-42.2137,-52.6399,-42.6041,-36.4289,-38.8577,-36.9807,-40.0469,-45.4045,-43.8691,-38.6291,-41.0736,-36.3041,-34.6689,-34.1296,-37.9219,-32.8351,-38.1038,-31.6331,-30.2776,-34.047,-29.5525,-38.8248,-39.1492,-33.9435,-40.4069,-43.0667
