lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.302723
# Diagonal elements of inverse mass matrix:
# 0.0103516, 0.00659376, 0.0385662, 0.0118553, 0.00691282, 0.0125214, 0.00710682, 0.00515714, 0.0382512, 0.0109945, 0.00881295, 0.013142, 0.305659, 0.0664457, 0.0865666, 1.12804
-4200.01,0.8178,0.302723,4,15,0,4209.35,70.7944,30.7793,220.485,58.4273,90.5494,69.3362,23.5865,63.9507,23.0656,118.923,127.396,37.8538,184.28,0.0656736,0.0378891,2.03599,-34.2431,-37.7475,-33.3647,-46.436,-38.607,-37.9277,-40.0387,-46.7058,-39.2491,-34.8941,-48.9131,-38.8004,-40.0331,-37.521,-41.6289,-49.7118,-45.3937,-35.5622,-42.0386,-48.6538,-34.2336,-43.356,-42.8801,-39.3687,-39.3137,-33.1592,-33.8466,-38.1813,-41.682,-31.944,-32.0644,-39.5102,-36.6124,-32.9884,-39.5269,-32.5988,-30.4155,-50.2855,-36.5546,-44.7158,-44.6042,-41.6077,-34.4892,-38.0177,-34.2551,-33.066,-29.3625,-38.7984,-37.6402,-37.0127,-44.8253,-46.0662,-33.6198,-35.0784,-31.7384,-35.4458,-39.5719,-47.3465,-46.5391,-43.7279,-42.4412,-46.8115,-49.4949,-27.4428,-30.9324,-41.2147,-39.0741,-31.7915,-34.6649,-38.3099,-34.8539,-29.8312,-37.4235,-34.6617,-43.7168,-31.2535,-32.4853,-41.2684,-41.0772,-31.9352,-38.5474,-39.6964,-42.1302,-29.1461,-43.8181,-52.5634,-45.7767,-43.5508,-38.3752,-38.0043,-38.7726,-44.4236,-43.3167,-37.5794,-41.1314,-37.498,-34.441,-34.6402,-39.1156,-32.2032,-37.7214,-31.1705,-30.2822,-32.2118,-30.7327,-40.9831,-37.9107,-33.6174,-40.4724,-46.2407
-4204.48,0.948754,0.302723,3,15,0,4207.84,72.3133,37.3057,238.892,57.6539,83.3862,64.2267,22.5874,66.159,21.6727,120.597,125.96,37.0891,219.685,0.0905412,0.0382238,2.00925,-34.0121,-37.0005,-33.8539,-46.8516,-38.9417,-37.623,-40.289,-46.9494,-38.355,-34.4188,-48.8443,-38.8118,-40.5447,-38.1033,-41.5356,-50.1219,-44.7399,-35.7213,-41.8083,-50.922,-34.3275,-43.4111,-42.9705,-39.5383,-39.3368,-33.5472,-33.6775,-38.0066,-41.9656,-31.9545,-31.7469,-39.3558,-37.5772,-32.6606,-39.5116,-32.4484,-30.1575,-51.693,-37.1672,-45.9752,-44.3191,-41.0199,-34.8205,-39.9344,-34.0564,-32.809,-29.6714,-39.1174,-37.3243,-35.8633,-44.6155,-46.1349,-33.213,-34.9745,-32.0046,-34.9661,-39.1257,-49.1272,-47.3502,-42.7355,-42.9899,-45.7603,-49.939,-27.3577,-31.0357,-40.799,-39.0805,-32.103,-34.676,-39.0202,-34.0322,-29.8428,-37.002,-34.7492,-45.1664,-30.4903,-33.2809,-40.8803,-41.3238,-31.6977,-38.532,-39.4678,-41.7605,-28.0704,-43.7318,-52.8487,-45.4704,-46.4241,-38.357,-38.0663,-38.7235,-43.933,-42.5507,-37.4491,-40.7764,-36.9919,-34.3405,-34.8413,-38.9335,-32.2776,-37.4978,-31.4629,-30.2234,-32.4519,-30.2402,-40.8929,-37.3646,-33.1158,-40.8296,-44.7065
-4208.5,0.918548,0.302723,3,7,0,4212.82,76.1601,35.5963,246.657,55.2519,78.0113,62.8407,23.3721,64.9641,21.5354,124.462,130.632,35.1581,194.411,0.0765316,0.0370347,2.0044,-34.1599,-36.8411,-34.2244,-47.1561,-39.1086,-37.6497,-41.2019,-46.861,-38.3945,-33.8704,-49.0955,-37.9864,-40.8566,-37.6046,-41.4223,-50.0717,-45.3488,-35.6863,-41.3987,-51.3675,-34.1294,-43.639,-42.8065,-39.7959,-39.3694,-33.1481,-33.3393,-37.932,-41.9498,-31.6876,-31.8064,-39.1964,-37.6853,-32.8443,-39.7436,-32.3607,-29.5905,-51.225,-37.3029,-46.0522,-44.7938,-41.1816,-34.9047,-39.6422,-34.2109,-32.9246,-29.7445,-39.1442,-37.8427,-36.1005,-45.1572,-46.111,-33.2956,-35.3421,-31.9479,-34.9476,-39.2848,-48.9399,-46.9414,-42.1773,-42.7413,-44.9157,-50.1617,-27.5892,-31.5855,-40.5516,-38.8126,-31.8486,-34.9691,-38.219,-34.5351,-29.6368,-37.0398,-34.857,-44.8539,-30.8378,-33.2399,-40.8019,-42.0132,-31.8675,-38.5725,-39.6474,-42.0414,-28.5233,-44.0081,-53.5026,-46.2527,-45.3283,-38.2072,-38.528,-38.6528,-43.7175,-42.3967,-37.304,-40.8785,-37.4009,-34.3455,-34.522,-39.0239,-32.2907,-37.4603,-31.3497,-30.3107,-32.3084,-30.2729,-40.9991,-37.115,-33.1064,-40.8971,-45.5182
-4202.05,0.994907,0.302723,4,15,0,4213.64,68.6559,32.5889,197.998,60.9302,91.9067,67.8588,21.422,59.8792,19.3328,109.749,124.107,37.9098,156.636,0.0997073,0.0858239,2.37456,-34.6688,-38.2531,-32.9078,-46.0255,-38.5993,-37.4265,-39.1649,-47.346,-39.6514,-35.8714,-48.9176,-39.6825,-39.4618,-37.7993,-41.1457,-50.1343,-44.3178,-35.4113,-42.8845,-46.0408,-34.672,-43.631,-42.776,-39.5767,-39.7099,-33.5832,-34.1453,-38.351,-42.9574,-32.2543,-32.564,-39.169,-36.8401,-33.324,-38.8128,-32.9806,-31.6841,-50.7836,-37.3732,-44.5886,-44.1584,-41.428,-34.5956,-38.1684,-33.9673,-33.266,-29.7262,-38.8892,-36.9391,-36.5833,-44.6939,-46.2478,-34.0618,-35.4343,-32.1717,-35.6739,-39.429,-47.282,-46.665,-43.9453,-42.3327,-47.2313,-49.9348,-27.7055,-30.409,-42.0213,-39.0674,-32.0066,-34.7571,-40.015,-34.5578,-30.7634,-37.3004,-34.5337,-43.6688,-31.6674,-33.896,-40.7854,-40.1103,-32.1651,-37.7009,-39.4637,-42.1394,-28.0981,-42.9063,-51.8851,-44.3359,-43.0909,-38.5911,-36.9592,-39.0566,-44.5249,-43.4331,-38.0184,-40.9722,-37.4162,-34.4317,-34.7976,-39.5075,-32.5106,-38.0243,-31.5938,-30.343,-32.8762,-30.3714,-41.2135,-38.1691,-33.646,-41.0928,-44.7425
-4202.7,0.336629,0.302723,4,15,0,4211.5,71.5418,30.9272,222.354,49.6751,76.2811,57.662,21.5372,56.6227,17.9975,112.28,118.003,32.5624,165.227,0.0583896,0.033242,2.00466,-34.5945,-37.6775,-33.7067,-47.0054,-39.0885,-38.2399,-41.0412,-46.5917,-39.0416,-34.194,-49.3147,-37.9774,-40.7538,-37.4069,-40.9903,-50.0195,-45.5885,-35.695,-40.7146,-49.3478,-34.3024,-43.9853,-43.0288,-40.1521,-39.5508,-33.056,-33.3924,-38.2504,-42.0657,-31.7553,-32.2015,-39.3015,-37.0485,-33.1723,-39.6928,-32.4844,-29.1314,-48.7841,-36.9217,-45.5432,-44.0727,-40.9382,-34.5128,-38.5396,-34.561,-33.1844,-29.371,-39.1472,-37.4907,-36.334,-44.9795,-46.2727,-33.7895,-35.5024,-32.149,-35.4714,-39.7498,-47.6241,-45.891,-42.5759,-42.9989,-44.4275,-50.1347,-27.774,-31.4759,-40.8238,-38.97,-31.7492,-35.1516,-37.611,-34.7433,-29.752,-37.3048,-34.7255,-43.3102,-31.0451,-32.6835,-41.1225,-41.3486,-32.2899,-38.6322,-40.2988,-42.3229,-28.554,-43.2726,-52.8098,-45.4314,-42.8124,-38.4609,-37.9796,-38.7559,-43.7748,-42.5714,-37.6866,-40.9073,-37.9295,-34.5913,-34.5135,-39.4081,-32.5494,-37.8132,-31.4684,-30.6556,-32.3221,-30.3701,-41.3382,-37.4589,-33.7765,-40.9706,-45.7248
-4199.54,0.923888,0.302723,4,31,0,4207.1,58.705,28.6506,205.166,54.9065,74.4491,59.384,18.2695,53.0062,17.5934,94.8455,109.301,34.1096,145.14,0.0945708,0.0403851,2.07104,-34.5678,-38.0033,-33.2599,-47.2019,-39.0758,-38.0778,-40.6681,-47.0828,-39.5848,-34.516,-49.572,-39.2158,-40.7596,-37.3591,-41.0927,-49.1832,-44.8111,-35.5887,-40.3871,-47.9185,-34.8339,-44.2556,-43.2496,-39.9938,-39.7264,-33.2055,-32.9617,-38.47,-43.0222,-32.2026,-32.6747,-39.4805,-36.8902,-33.421,-39.7336,-32.6037,-30.3876,-49.6644,-37.1144,-45.0428,-42.6877,-41.0002,-35.0066,-38.285,-34.4201,-32.9372,-28.9543,-39.2435,-36.8888,-36.2439,-44.7509,-46.8587,-34.0668,-34.9969,-32.3692,-35.8192,-39.4052,-47.2736,-45.3635,-42.7246,-42.8475,-45.1598,-50.2932,-27.3572,-30.8809,-41.6164,-39.0125,-31.8916,-34.9815,-39.7987,-33.8456,-30.0376,-37.6378,-34.7632,-43.082,-30.4056,-33.6909,-40.6267,-40.3436,-32.0682,-37.9421,-40.2942,-42.2417,-27.4105,-42.3212,-52.5287,-44.5095,-42.4604,-39.0415,-37.5628,-38.9577,-43.7459,-42.7455,-38.0926,-40.3958,-37.514,-34.9526,-35.2482,-39.8181,-32.5689,-38.1045,-31.817,-30.6498,-32.7932,-30.4103,-41.7056,-37.6127,-33.6211,-41.4842,-44.6441
-4204.61,0.922221,0.302723,4,31,0,4209.5,69.5242,30.2718,213.756,48.1766,75.7362,55.3194,22.1119,54.3504,16.9571,106.549,113.66,26.8647,156.884,0.116787,0.0936667,2.34453,-34.7559,-37.6286,-33.4313,-47.4055,-40.1483,-37.6085,-40.1344,-46.785,-39.2623,-34.8892,-49.6426,-37.6565,-40.6657,-38.122,-39.9207,-50.2831,-44.5474,-35.9678,-40.9131,-48.315,-34.4469,-44.1236,-42.6446,-40.4693,-39.3122,-33.2678,-33.4243,-38.6485,-43.4307,-32.4082,-32.8303,-39.4518,-37.7141,-33.3561,-39.2037,-32.362,-30.5415,-50.2626,-37.409,-44.3535,-43.8161,-40.1947,-34.6395,-38.688,-34.5182,-33.1586,-29.4387,-39.1086,-36.9326,-35.6467,-45.2081,-46.5439,-34.1468,-35.6144,-32.4271,-35.7297,-39.8153,-47.8736,-45.2498,-42.6853,-42.6137,-44.6214,-50.6058,-27.9943,-31.4488,-41.3697,-38.8566,-31.8134,-35.2406,-39.8156,-34.1538,-30.2035,-37.2466,-35.2246,-43.5211,-31.0196,-34.7302,-40.2654,-40.4453,-32.4576,-37.8386,-39.7972,-42.7485,-27.6732,-42.2262,-52.9384,-44.5383,-43.5425,-38.759,-37.2902,-39.5919,-43.8815,-42.7479,-38.2123,-40.7536,-37.2907,-34.3364,-34.8826,-39.7242,-33.2238,-38.0468,-31.773,-30.5508,-33.0927,-30.3701,-41.4944,-37.663,-33.5,-41.9527,-43.9706
-4204.24,0.950317,0.302723,4,15,0,4212.65,70.5995,29.6112,189.047,57.3066,81.4246,67.3322,20.4783,58.6729,21.8645,94.7464,111.746,37.1944,211.732,0.0645573,0.0656364,2.34603,-34.3766,-38.1403,-33.2618,-46.3314,-38.396,-38.1939,-39.8341,-46.702,-39.5109,-35.4654,-48.8872,-39.3583,-39.5321,-38.1201,-41.4609,-49.7443,-45.2073,-35.3269,-41.96,-45.7592,-34.7977,-43.2079,-43.4446,-39.854,-39.8916,-33.7979,-34.4885,-38.5643,-41.9848,-32.1277,-32.4728,-39.5877,-36.9676,-33.2892,-39.657,-33.0679,-30.25,-48.214,-36.3674,-44.7565,-44.1838,-42.0266,-34.5117,-37.9897,-34.8608,-33.2961,-29.6447,-39.0768,-37.9361,-37.2652,-44.2737,-46.4591,-34.026,-35.2027,-32.2692,-35.9694,-39.7837,-46.173,-46.7879,-43.8507,-42.4973,-46.7528,-49.5914,-27.3036,-31.1818,-41.683,-39.6724,-32.256,-34.8976,-38.5944,-34.3782,-30.28,-37.4563,-34.9057,-43.4083,-31.0213,-32.2906,-41.4656,-40.7867,-32.4023,-38.7245,-40.0246,-41.7582,-28.2379,-43.3094,-51.2096,-44.9248,-42.6916,-38.9209,-37.5095,-39.1559,-44.0283,-43.2549,-38.1597,-41.2187,-37.8864,-34.5463,-35.0639,-39.2049,-32.5633,-37.9396,-31.6962,-30.7639,-32.8591,-30.9882,-40.9247,-38.3315,-34.0588,-40.3744,-45.6266
-4204.24,0.00105262,0.302723,4,15,0,4217.95,70.5995,29.6112,189.047,57.3066,81.4246,67.3322,20.4783,58.6729,21.8645,94.7464,111.746,37.1944,211.732,0.0645573,0.0656364,2.34603,-34.3766,-38.1403,-33.2618,-46.3314,-38.396,-38.1939,-39.8341,-46.702,-39.5109,-35.4654,-48.8872,-39.3583,-39.5321,-38.1201,-41.4609,-49.7443,-45.2073,-35.3269,-41.96,-45.7592,-34.7977,-43.2079,-43.4446,-39.854,-39.8916,-33.7979,-34.4885,-38.5643,-41.9848,-32.1277,-32.4728,-39.5877,-36.9676,-33.2892,-39.657,-33.0679,-30.25,-48.214,-36.3674,-44.7565,-44.1838,-42.0266,-34.5117,-37.9897,-34.8608,-33.2961,-29.6447,-39.0768,-37.9361,-37.2652,-44.2737,-46.4591,-34.026,-35.2027,-32.2692,-35.9694,-39.7837,-46.173,-46.7879,-43.8507,-42.4973,-46.7528,-49.5914,-27.3036,-31.1818,-41.683,-39.6724,-32.256,-34.8976,-38.5944,-34.3782,-30.28,-37.4563,-34.9057,-43.4083,-31.0213,-32.2906,-41.4656,-40.7867,-32.4023,-38.7245,-40.0246,-41.7582,-28.2379,-43.3094,-51.2096,-44.9248,-42.6916,-38.9209,-37.5095,-39.1559,-44.0283,-43.2549,-38.1597,-41.2187,-37.8864,-34.5463,-35.0639,-39.2049,-32.5633,-37.9396,-31.6962,-30.7639,-32.8591,-30.9882,-40.9247,-38.3315,-34.0588,-40.3744,-45.6266
-4205.24,0.818517,0.302723,4,15,0,4213.69,73.9441,28.9432,211.439,55.4533,74.4813,53.781,21.9588,54.414,18.2227,113.573,121.389,29.5156,162.134,0.115165,0.100381,2.46815,-34.5747,-37.3833,-33.641,-47.2056,-39.5924,-37.3703,-40.242,-47.4766,-39.1501,-34.4629,-49.3961,-37.8701,-40.2978,-37.9153,-40.0715,-49.7607,-44.8091,-35.5346,-41.249,-47.9681,-34.3511,-44.3538,-42.3743,-40.4472,-39.3409,-32.9,-33.1992,-38.3945,-43.7264,-32.0454,-32.7665,-39.192,-37.5921,-33.5186,-39.0686,-32.3347,-30.5513,-51.2036,-38.0501,-43.9498,-44.4185,-40.7832,-35.0261,-38.4699,-34.372,-32.9647,-29.1363,-39.1598,-37.1825,-35.9886,-45.6692,-46.4358,-34.0423,-35.8502,-32.162,-35.6277,-39.4334,-48.1518,-45.1097,-42.2788,-42.3625,-44.8918,-50.7036,-27.8035,-31.5647,-41.1217,-38.5763,-31.8977,-35.4086,-39.5665,-34.055,-30.198,-37.4399,-35.0383,-43.8373,-31.3609,-35.3416,-40.1641,-41.0484,-32.1843,-37.4153,-39.7996,-42.8529,-27.8635,-42.4211,-53.6402,-45.4986,-43.5548,-38.6829,-37.7114,-39.3775,-43.7327,-42.611,-37.9121,-40.552,-37.3659,-34.5436,-34.8669,-39.8191,-32.9601,-38.1736,-31.6255,-30.6946,-33.0706,-30.3009,-41.6932,-37.583,-33.412,-42.1002,-44.4952
-4201.45,0.956159,0.302723,4,15,0,4215.1,63.1679,32.3597,203.043,50.4182,86.5009,65.9451,20.9366,62.0191,20.1455,100.397,117.329,40.0237,136.508,0.0702874,0.0427897,2.1294,-34.2933,-38.3955,-33.1155,-46.6346,-38.4515,-38.2512,-40.2936,-46.5155,-39.7551,-35.2979,-49.1089,-39.7501,-40.0582,-37.1861,-41.9023,-49.8541,-45.0624,-35.3868,-42.0009,-47.1349,-34.7236,-43.4667,-43.2145,-39.469,-39.796,-33.3527,-33.7995,-38.3853,-41.9098,-31.9852,-32.1639,-39.3908,-36.7603,-32.9094,-39.4416,-32.8331,-30.0637,-49.6475,-36.3312,-45.7146,-43.7352,-41.708,-34.4572,-38.4704,-34.5011,-33.4858,-29.1057,-38.921,-37.4544,-36.9977,-44.4328,-46.3172,-33.8076,-35.1121,-32.2885,-35.5605,-39.9227,-47.1016,-47.122,-44.0322,-42.7937,-47.0475,-49.7766,-27.2101,-30.5299,-41.8998,-39.2938,-31.7948,-34.4454,-38.4944,-34.6353,-30.1959,-37.5437,-34.5327,-43.2099,-30.3821,-32.1579,-41.4202,-40.3838,-32.2242,-38.6475,-39.9583,-41.9627,-28.6021,-43.82,-51.6124,-44.692,-42.3499,-38.6642,-37.6789,-38.7121,-44.5007,-43.4563,-37.8342,-41.3085,-37.5315,-34.7568,-34.9001,-39.2341,-32.1851,-37.669,-31.552,-30.3269,-32.5858,-30.5892,-41.1204,-38.1561,-33.8276,-40.4779,-45.7928
-4203.13,0.547428,0.302723,4,15,0,4210.06,64.0502,29.2952,185.326,56.855,72.5387,54.1832,20.6451,58.3306,17.7539,110.078,110.135,27.1739,179.295,0.0778037,0.0973924,2.45096,-34.1567,-37.942,-33.3024,-46.2597,-39.248,-38.1293,-39.7216,-46.9245,-39.6268,-35.4136,-49.1173,-37.7922,-39.7827,-38.2616,-40.1578,-50.8582,-45.7452,-35.6367,-41.5205,-45.8191,-34.6934,-43.2153,-43.3915,-40.078,-39.1583,-34.1185,-34.5021,-39.0053,-42.4459,-32.195,-32.3796,-39.6051,-38.145,-33.392,-38.9921,-32.47,-29.2437,-48.8632,-37.2693,-44.0177,-45.696,-41.6646,-34.8133,-38.5875,-35.0836,-33.1794,-29.0335,-39.681,-38.4171,-36.5326,-45.4325,-46.1356,-34.1407,-35.2984,-32.1901,-35.8902,-39.7259,-46.8424,-45.6419,-42.8759,-42.2024,-45.4825,-50.7445,-27.5764,-31.8195,-41.1727,-39.6828,-32.2369,-35.1328,-38.2464,-33.8075,-29.932,-36.3692,-35.565,-44.3276,-31.075,-32.5986,-41.049,-41.2361,-32.2075,-38.7163,-39.9194,-41.7103,-27.7123,-42.9952,-52.1499,-44.6159,-42.1843,-39.0634,-37.7339,-39.553,-43.7631,-42.9749,-38.3801,-41.0341,-37.4077,-34.3273,-35.0622,-39.1044,-33.0716,-38.343,-31.6364,-30.8543,-32.4887,-30.3406,-40.7684,-38.0145,-33.6854,-40.8169,-45.4704
-4203.49,0.617744,0.302723,4,31,0,4211.92,70.2552,32.0611,219.887,51.0127,85.5256,67.5995,21.0463,62.9927,21.0405,105.309,114.299,41.635,165.764,0.0644554,0.0324566,2.00977,-34.271,-37.9673,-33.6645,-46.8582,-38.5875,-38.4049,-40.7213,-46.1338,-39.288,-34.7207,-49.2369,-39.7724,-40.4123,-37.3918,-41.7336,-49.4104,-45.0064,-35.48,-41.4637,-48.4177,-34.6625,-43.3129,-43.3548,-39.5727,-39.5736,-33.2689,-33.5023,-38.2905,-41.4307,-31.9264,-32.0564,-39.6565,-36.7587,-32.657,-39.9448,-32.7509,-30.0775,-48.9586,-36.3122,-45.7799,-43.7334,-41.3558,-34.4418,-38.6333,-34.5775,-33.204,-29.5282,-38.9543,-37.343,-36.9567,-44.4872,-46.3082,-33.5209,-35.0742,-32.1736,-35.4658,-39.8241,-47.4876,-47.3517,-43.6301,-42.8049,-46.5566,-49.5035,-27.3375,-30.8539,-41.4469,-39.348,-31.8775,-34.4636,-38.2762,-34.5384,-29.8087,-37.5642,-34.66,-43.7049,-30.1882,-31.9147,-41.8312,-40.8237,-32.1309,-39.0143,-39.9311,-41.8705,-28.564,-43.916,-52.3322,-45.0157,-43.5064,-38.6186,-37.8161,-38.6633,-44.3209,-43.0754,-37.69,-41.3379,-37.4784,-34.5885,-34.8694,-39.0328,-32.2799,-37.4946,-31.5475,-30.312,-32.6235,-30.7674,-40.926,-38.0513,-33.8607,-40.3436,-45.6081
-4198.97,0.839442,0.302723,4,15,0,4208.54,66.1367,32.9127,216.296,55.0037,86.7376,61.2907,20.6632,58.6819,21.4492,115.294,127.034,30.1124,142.449,0.0789882,0.0657528,2.30597,-34.5857,-38.0434,-32.7652,-46.9516,-38.8803,-37.5265,-39.9454,-46.6349,-39.2076,-35.0049,-49.1664,-37.6528,-40.4466,-37.2252,-41.2382,-50.5654,-44.9239,-35.8012,-41.8212,-48.8912,-34.0053,-43.8911,-42.7021,-39.6675,-39.4069,-33.3125,-33.7739,-38.1217,-42.6055,-32.2329,-32.4024,-39.2201,-36.8628,-33.4518,-39.262,-32.616,-30.013,-50.6926,-37.2449,-45.3829,-44.5248,-41.0857,-34.3424,-38.154,-34.1454,-33.309,-29.4846,-38.8976,-37.3081,-36.0358,-44.8139,-46.2393,-34.0714,-35.2117,-32.0324,-35.5409,-39.6679,-47.6475,-46.3824,-43.389,-42.7113,-45.7256,-50.3043,-27.8925,-30.7981,-41.1124,-38.9847,-31.7863,-35.1512,-38.6058,-34.9949,-30.3405,-37.2889,-34.737,-43.3723,-31.8764,-33.2983,-40.6027,-40.6766,-32.3007,-38.0069,-39.997,-42.442,-28.3358,-42.8942,-52.1496,-44.9931,-42.9942,-38.333,-37.4594,-38.8406,-44.2056,-43.0062,-37.8273,-40.7432,-37.5917,-34.4793,-34.632,-39.5805,-32.5129,-37.9754,-31.3342,-30.5184,-32.0988,-30.2795,-41.4499,-37.632,-33.5494,-41.2007,-45.4427
-4198.12,0.964365,0.302723,4,15,0,4206.33,72.1868,30.7156,200.788,55.819,78.9249,63.2642,23.1356,59.7231,14.1663,108.096,120.882,35.661,170.686,0.0824955,0.0659857,2.25831,-34.6336,-37.8917,-33.624,-46.1252,-39.1891,-38.0303,-40.2028,-47.3548,-39.6799,-35.2562,-48.9183,-39.141,-39.7972,-38.0191,-41.2178,-50.3006,-45.4668,-35.4659,-42.0804,-46.5725,-34.7514,-43.7271,-43.1458,-40.1429,-39.9225,-33.4698,-34.1511,-38.4405,-42.6965,-31.5378,-32.2378,-38.9584,-37.3388,-33.14,-38.756,-32.6116,-30.2355,-49.7916,-37.027,-44.5159,-44.5443,-41.5753,-34.68,-38.4732,-34.3683,-33.1709,-29.2986,-39.0413,-37.7736,-36.7242,-44.9972,-46.1204,-33.8161,-35.6153,-32.1021,-35.4912,-39.4393,-47.1751,-46.1341,-42.9471,-42.2759,-45.9288,-50.0606,-27.3764,-31.2028,-41.4203,-38.9692,-31.9206,-34.7985,-38.7415,-34.3567,-30.1049,-36.9524,-34.5346,-43.7113,-30.9914,-33.2496,-40.719,-40.9254,-32.0852,-38.1368,-39.5691,-41.8953,-28.3698,-43.3218,-52.5418,-45.1881,-42.5523,-38.5521,-37.6618,-38.9363,-43.8203,-42.8814,-37.7601,-40.9339,-37.5017,-34.4033,-34.6935,-39.1603,-32.4393,-37.7553,-31.4564,-30.4655,-32.6921,-30.1818,-40.9311,-37.7262,-33.4338,-40.7178,-45.37
-4202.85,0.527103,0.302723,4,15,0,4208.95,65.0865,32.0757,206.859,53.5596,91.2716,61.4075,19.7116,55.3877,24.5645,110.912,116.858,30.6954,203.876,0.0621845,0.0324765,2.0236,-34.5191,-38.1904,-32.5005,-46.8071,-38.548,-37.8688,-39.0921,-46.5586,-38.9565,-35.292,-49.0665,-38.0863,-40.2921,-37.9128,-41.0668,-50.2851,-44.8544,-35.9736,-41.6045,-49.1589,-34.12,-43.7737,-42.8433,-39.6619,-39.2757,-33.6866,-34.1978,-38.4308,-41.9751,-32.766,-32.4024,-39.877,-36.2346,-33.3185,-39.6398,-32.6976,-29.8883,-49.3207,-36.4844,-45.1358,-43.6263,-40.7114,-34.0097,-37.9721,-34.3422,-33.2364,-29.3072,-38.9333,-36.7077,-36.1023,-44.0124,-46.3372,-34.0922,-34.8056,-32.0938,-35.7775,-39.9163,-47.3008,-46.1051,-44.2798,-43.5865,-45.97,-49.6844,-27.8389,-30.6394,-41.0732,-39.3762,-31.9692,-35.0787,-38.3399,-34.8637,-30.3963,-37.7618,-34.7138,-42.925,-31.6378,-32.7227,-41.3536,-40.3547,-32.3641,-38.3703,-40.4515,-42.6165,-28.5864,-42.6708,-51.0667,-44.6974,-43.8399,-38.5839,-37.2973,-39.0968,-44.6726,-43.3043,-38.0634,-40.8957,-37.7958,-34.6029,-34.719,-39.7012,-32.5779,-38.2753,-31.4214,-30.6992,-32.1063,-30.7564,-41.6151,-38.1918,-34.1225,-41.0513,-45.3351
-4198.99,0.956342,0.302723,4,15,0,4208.64,69.1344,29.6263,198.623,54.3798,73.739,64.866,21.2214,54.582,14.3963,109.801,115.858,31.3546,133.84,0.0763878,0.0654894,2.3386,-34.9325,-37.9695,-33.5766,-46.7798,-39.2372,-38.0026,-40.7055,-47.2585,-39.5721,-34.8654,-49.3367,-38.3576,-40.3442,-37.5165,-40.8512,-50.4555,-45.6174,-35.5505,-41.2189,-47.3169,-34.5382,-43.9063,-43.3127,-40.3415,-39.7207,-33.3465,-33.9474,-38.3619,-42.7323,-31.6755,-32.3823,-38.9036,-37.2464,-33.2853,-39.0074,-32.3626,-30.0252,-49.3228,-37.2479,-44.6607,-44.6102,-41.215,-34.4747,-38.3286,-34.5389,-33.0544,-29.3895,-39.1555,-37.8708,-36.3732,-45.2666,-46.1903,-34.0099,-35.6398,-32.0345,-35.6259,-39.4547,-47.6219,-45.7121,-42.6875,-42.5511,-44.8735,-50.6178,-27.5966,-31.1964,-41.439,-38.9099,-31.8725,-34.9017,-39.098,-34.6784,-30.0531,-37.0214,-34.5347,-43.5482,-31.0841,-33.2335,-40.5742,-41.2495,-32.0599,-38.0042,-39.8811,-41.9743,-28.3409,-43.0848,-52.667,-45.2737,-41.901,-38.6039,-37.5848,-38.9556,-43.6726,-42.6608,-37.8619,-40.8392,-37.6632,-34.3511,-34.6512,-39.3745,-32.5229,-37.9162,-31.2858,-30.5833,-32.3138,-30.1439,-41.1419,-37.5789,-33.5334,-40.8606,-45.7525
