lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.302723
# Diagonal elements of inverse mass matrix:
# 0.0103516, 0.00659376, 0.0385662, 0.0118553, 0.00691282, 0.0125214, 0.00710682, 0.00515714, 0.0382512, 0.0109945, 0.00881295, 0.013142, 0.305659, 0.0664457, 0.0865666, 1.12804
-4204.68,0.575727,0.302723,4,15,0,4211.5,63.9652,29.929,216.356,55.5326,87.7418,57.7298,20.7492,58.1454,18.0091,110.26,110.875,32.4042,247.717,0.108283,0.0381642,2.01461,-34.2457,-37.7863,-33.1531,-46.8013,-39.5642,-38.1032,-39.2442,-46.9965,-39.0302,-35.0242,-49.1338,-39.1621,-40.5931,-39.0238,-40.9145,-49.6422,-44.6701,-36.1742,-41.0049,-49.6591,-34.4657,-43.852,-43.1283,-39.8332,-39.1338,-33.6378,-33.7443,-38.5732,-42.63,-32.6382,-32.2577,-40.1438,-36.7698,-32.9512,-39.411,-32.2734,-30.7829,-50.8335,-36.6894,-44.0199,-43.2775,-40.4092,-34.547,-38.4923,-34.1641,-32.6642,-28.6758,-39.0352,-36.3742,-35.9194,-44.4014,-46.4839,-33.679,-34.496,-32.002,-35.5987,-39.368,-48.075,-45.5431,-43.8219,-43.3405,-46.4588,-49.6012,-27.2809,-30.7866,-41.1073,-39.2015,-32.1461,-34.7367,-39.8838,-33.5413,-29.8278,-37.5447,-34.937,-44.0621,-30.399,-33.6525,-40.9329,-40.0913,-31.7744,-38.1508,-39.8576,-42.3613,-27.9324,-42.3532,-52.7209,-44.6313,-46.2107,-38.8492,-37.4474,-39.4897,-44.5487,-43.3513,-37.998,-40.6017,-36.7775,-34.6535,-35.43,-39.4434,-32.6854,-37.9944,-31.5167,-30.4752,-32.6561,-30.5675,-41.3746,-38.0252,-33.4755,-41.3229,-44.1504
-4203.62,1,0.302723,4,15,0,4212.93,59.7823,33.1384,198.281,61.4129,79.7925,61.0161,19.8101,57.6217,16.0015,113.925,119.45,36.7867,114.47,0.0557427,0.0262091,2.02572,-34.3666,-38.3757,-33.2698,-46.4101,-38.3,-38.2292,-40.3733,-48.0292,-39.6879,-34.9676,-49.1278,-39.3271,-40.312,-37.0069,-41.9092,-50.529,-45.9108,-35.3499,-41.6123,-48.1429,-34.5479,-43.9891,-43.3817,-39.6209,-39.7569,-33.3642,-33.8349,-38.2013,-42.1737,-31.6863,-31.9225,-38.9529,-36.7343,-33.0877,-38.9649,-32.4785,-29.1687,-50.4611,-37.5099,-45.9107,-44.0077,-41.5591,-34.847,-38.9625,-34.3486,-32.8546,-28.64,-39.326,-37.5558,-36.3064,-44.9796,-46.1146,-33.6418,-35.3372,-31.9067,-35.3936,-39.1895,-48.6577,-46.5711,-43.1235,-43.4131,-45.5945,-50.6503,-27.06,-30.4455,-41.778,-39.1751,-32.0439,-34.6523,-38.1148,-34.0978,-30.0506,-37.2183,-34.2101,-43.8112,-30.7528,-32.5991,-40.9454,-41.2277,-31.6207,-38.2311,-40.2485,-41.6486,-28.4944,-43.4886,-52.3916,-45.4104,-42.1669,-38.6583,-38.086,-38.2874,-43.9354,-42.8379,-37.6141,-40.5756,-37.6007,-34.8079,-34.7209,-39.3139,-31.982,-38.2105,-31.3943,-30.5761,-32.0147,-29.9099,-41.3496,-37.5595,-33.7511,-40.64,-46.6701
-4200.04,0.917473,0.302723,4,15,0,4213.73,66.5687,30.5818,197.908,45.396,77.8014,62.0137,19.9453,58.8145,22.5069,99.153,112.096,38.2982,159.528,0.0662242,0.0392942,2.08841,-34.1504,-37.95,-33.4194,-46.9768,-38.3542,-38.255,-40.6053,-46.3061,-39.3012,-34.7067,-49.119,-39.3108,-40.0046,-37.2701,-41.1497,-49.2525,-45.2326,-35.1816,-41.351,-46.9442,-34.7554,-43.4537,-43.0554,-39.8213,-39.5463,-33.209,-33.4894,-38.551,-41.815,-31.9587,-32.2326,-39.539,-37.0527,-32.9082,-39.7137,-32.6945,-29.6136,-48.6335,-36.16,-45.1911,-43.9147,-41.6689,-34.494,-38.5756,-34.776,-33.5357,-28.943,-39.183,-37.65,-37.0941,-44.6685,-46.3878,-33.8816,-35.1803,-32.4362,-35.6539,-40.0768,-46.8884,-46.4626,-43.5524,-42.8516,-46.2268,-49.9106,-27.2807,-31.1212,-41.5508,-39.184,-31.7379,-34.587,-38.2197,-34.6219,-30.0236,-37.5791,-34.767,-42.9699,-29.9989,-32.2042,-41.5344,-40.9073,-32.3525,-38.7405,-40.2155,-42.1534,-28.6167,-43.9218,-51.4863,-45.032,-42.3697,-38.8246,-38.0352,-38.9997,-44.3338,-43.326,-37.9159,-41.4819,-37.7548,-34.8565,-34.8629,-39.3568,-32.3727,-37.7154,-31.5893,-30.5164,-32.7316,-30.7241,-41.2514,-38.1983,-33.9609,-40.6468,-45.7983
-4201.62,0.921594,0.302723,4,15,0,4209.1,66.7371,30.1606,211.786,66.1637,84.3052,63.4147,21.1603,58.9243,16.5087,113.703,120.286,28.462,171.005,0.0842702,0.0475295,2.0087,-34.5918,-37.9407,-33.005,-46.2446,-39.5014,-37.8042,-39.4501,-47.2838,-39.6081,-35.3771,-49.2859,-37.9389,-40.3813,-38.0313,-41.0121,-50.6016,-45.238,-36.0102,-41.6962,-48.0053,-34.3586,-43.7476,-43.2542,-39.9077,-39.3918,-33.7656,-34.0023,-38.4741,-42.7346,-32.3141,-32.4577,-39.4341,-37.0035,-33.4583,-39.0106,-32.5498,-30.5376,-50.1198,-37.4892,-44.3224,-44.2174,-40.9311,-34.6626,-37.9837,-34.3455,-32.7193,-29.5989,-39.0921,-37.3457,-35.9475,-44.9906,-46.3572,-33.9532,-35.0937,-31.8712,-35.7227,-39.2255,-47.388,-46.0045,-43.091,-42.2745,-45.5586,-50.2002,-27.698,-31.073,-41.1828,-39.2788,-32.1572,-35.1305,-39.1966,-33.9588,-30.0084,-36.6816,-35.0466,-44.0758,-31.7379,-33.4819,-40.528,-40.7556,-31.988,-38.1358,-39.7781,-41.9621,-27.7316,-42.183,-52.8218,-44.9258,-42.9902,-38.7664,-37.459,-39.0792,-43.6921,-42.7585,-38.0728,-40.3172,-37.1929,-34.2093,-34.9323,-39.3308,-32.777,-38.1834,-31.5106,-30.6098,-32.2992,-30.1954,-41.0525,-37.5768,-33.4504,-41.0651,-45.1412
-4199.55,0.959633,0.302723,3,7,0,4206.66,73.823,30.3735,221.955,60.0814,84.0474,62.5328,20.7453,58.2538,22.0789,114.091,118.366,30.8589,194.925,0.0836595,0.0385141,2.01982,-34.2958,-37.5416,-33.2602,-47.0736,-39.085,-37.687,-39.8245,-46.7887,-38.8669,-34.5805,-49.3008,-37.9928,-40.6508,-37.9659,-40.9269,-49.7573,-44.9154,-35.8672,-41.1882,-49.7238,-34.1506,-43.6545,-42.9426,-39.9171,-39.1671,-33.3031,-33.5176,-38.2391,-42.255,-32.3766,-32.2765,-39.6798,-36.7672,-33.1615,-39.6296,-32.425,-30.4538,-50.0377,-37.2019,-44.5524,-43.9265,-40.6984,-34.4566,-38.2179,-34.2067,-32.6394,-29.4529,-38.9628,-37.0041,-35.9646,-44.7777,-46.3978,-33.6917,-35.0943,-31.8438,-35.5648,-39.2522,-48.0302,-46.3075,-43.1493,-42.7957,-45.5545,-49.9588,-27.5618,-31.1636,-40.8781,-39.0933,-32.1447,-35.0938,-39.1264,-34.0774,-29.8476,-37.3358,-34.9596,-44.0216,-31.2151,-33.482,-40.8244,-40.9665,-31.968,-38.1888,-39.9136,-42.2436,-28.0777,-42.4724,-52.8356,-45.5259,-44.4985,-38.6145,-37.7706,-39.0301,-43.9042,-42.7412,-37.8318,-40.4894,-37.2679,-34.3598,-34.9783,-39.3671,-32.6374,-37.9113,-31.3902,-30.6342,-32.3918,-30.6012,-41.2282,-37.6071,-33.4544,-41.0611,-45.1237
-4199.52,0.950099,0.302723,3,15,0,4207.64,71.9931,29.3747,202.266,50.5794,82.611,63.9553,18.5922,56.6886,22.4783,103.945,106.632,31.9029,125.864,0.0899834,0.0433457,2.02188,-34.3194,-38.0733,-33.0224,-47.3938,-38.9668,-37.8837,-39.8981,-46.0146,-39.4091,-34.9551,-49.7543,-38.5034,-40.5131,-37.3437,-40.3232,-49.6099,-44.5279,-35.5673,-41.1342,-47.5145,-34.5338,-43.2781,-43.1,-40.0495,-39.0618,-33.2652,-33.2485,-38.5823,-42.0472,-32.6145,-32.4299,-39.7876,-36.8953,-32.9158,-39.5395,-32.5037,-30.8309,-48.5385,-36.9468,-44.472,-43.7796,-40.6618,-34.141,-38.2105,-34.5439,-33.0205,-29.3969,-39.1212,-36.8769,-36.2604,-45.0529,-46.4608,-33.9308,-35.3072,-32.2615,-35.8187,-39.7369,-47.6964,-46.774,-43.6907,-42.6671,-46.0751,-50.3551,-27.6134,-30.9601,-41.6785,-39.2631,-32.0608,-34.7401,-39.6563,-34.1885,-30.0377,-37.2883,-35.1087,-43.4536,-30.4099,-32.9554,-41.2703,-40.4567,-32.2521,-38.4188,-39.951,-42.2181,-27.8933,-42.6121,-52.2317,-44.6186,-42.6616,-38.8903,-37.4727,-39.2693,-44.2932,-43.1626,-38.1985,-41.0643,-37.2353,-34.4146,-35.1423,-39.3908,-32.8424,-37.8523,-31.5166,-30.5887,-32.7169,-30.6655,-41.1217,-38.152,-33.7687,-40.913,-45.1032
-4201.23,0.95648,0.302723,4,15,0,4205.04,59.2139,31.3005,195.946,53.4582,75.3191,56.3911,22.7819,53.2015,15.4138,104.936,121.472,33.8295,196.66,0.076868,0.0670299,2.34406,-34.9001,-37.9135,-33.3896,-46.1738,-38.8574,-37.9291,-40.299,-47.8012,-39.4033,-35.0641,-48.7092,-38.7626,-39.7514,-37.9687,-41.1226,-50.3805,-45.433,-35.549,-41.4256,-46.9701,-34.6756,-44.3812,-42.851,-39.9845,-40.137,-33.4749,-34.314,-38.4375,-43.2691,-31.6949,-32.6341,-38.877,-37.2261,-33.7855,-39.0472,-32.787,-29.4919,-50.0201,-37.0577,-45.1771,-43.8665,-41.5263,-35.0005,-38.4641,-34.3274,-33.555,-29.0669,-39.181,-37.5897,-36.5483,-44.5711,-46.3468,-34.3114,-35.4991,-32.3941,-35.7221,-39.7132,-46.739,-44.5422,-42.7028,-42.9951,-44.8372,-50.0902,-27.6987,-31.0729,-41.3676,-38.9766,-31.6922,-35.2381,-38.3975,-34.7871,-30.4877,-37.464,-34.3957,-42.8247,-31.6303,-33.6026,-40.4215,-40.6714,-32.3268,-37.8125,-40.1581,-42.3099,-28.3164,-43.123,-51.7626,-44.5794,-42.4172,-38.6504,-37.3686,-39.0045,-43.8818,-42.8334,-37.9719,-40.784,-38.1831,-34.8142,-34.4799,-39.7765,-32.5303,-38.3016,-31.7219,-30.6239,-32.5826,-30.2423,-41.6438,-37.611,-33.6811,-41.3796,-45.0137
-4200.25,0.639182,0.302723,4,15,0,4206.67,72.6687,32.4078,197.551,53.0848,81.7022,63.1247,18.5447,55.6944,20.863,103.819,112.24,32.5818,117.045,0.0703534,0.0386997,2.01135,-34.533,-38.2628,-32.8778,-46.8977,-38.5749,-37.798,-39.863,-46.4929,-39.4613,-35.1783,-49.4822,-38.4323,-40.247,-37.1785,-40.7203,-50.2752,-44.7358,-35.3433,-41.6513,-46.9926,-34.4792,-43.5048,-43.0563,-40.0797,-39.5101,-33.43,-33.6784,-38.3838,-42.0896,-32.3134,-32.3797,-39.2938,-36.8443,-33.1358,-39.2474,-32.7922,-30.0566,-48.3327,-37.2667,-45.4493,-43.7918,-40.9194,-34.1444,-38.4266,-34.5244,-33.2272,-29.7242,-39.1499,-37.0589,-36.1601,-44.8228,-46.3463,-34.0131,-35.6606,-32.3664,-35.7296,-39.7131,-47.6652,-47.1675,-43.4685,-42.8589,-45.511,-50.4983,-27.7478,-30.8524,-41.7232,-39.2992,-32.1149,-34.9566,-38.6576,-34.4766,-30.4214,-37.1467,-34.7441,-43.1986,-31.0563,-32.8665,-41.1607,-40.656,-32.4086,-38.3637,-40.1589,-42.0736,-27.9114,-42.7033,-51.5988,-44.5956,-42.0661,-38.7154,-37.3554,-38.915,-44.0203,-42.8423,-38.0584,-40.9097,-37.6942,-34.4261,-34.7256,-39.4497,-32.6726,-37.9842,-31.6263,-30.7304,-32.5755,-30.3476,-41.2269,-37.9777,-33.9846,-40.8589,-45.4235
-4197.79,0.958453,0.302723,4,15,0,4208.79,67.6862,29.4759,201.746,54.7368,79.4487,51.5576,22.4386,57.1456,16.6656,108.604,117.006,34.1117,194.495,0.0767736,0.0567656,2.18707,-34.3695,-37.9707,-33.4287,-46.2279,-38.9491,-38.1955,-40.0429,-47.1171,-39.4859,-34.9543,-48.8925,-38.7377,-39.8484,-38.0778,-40.8915,-50.0509,-45.4554,-35.5458,-41.4208,-46.963,-34.5807,-43.8903,-42.9288,-39.9761,-39.6824,-33.2956,-33.9131,-38.5456,-42.6424,-31.772,-32.3566,-39.3531,-37.1798,-33.4136,-39.1021,-32.691,-29.4107,-49.3143,-37.1644,-44.6106,-44.263,-41.4562,-34.8531,-38.2642,-34.4227,-33.2684,-28.8292,-39.1943,-37.434,-36.6876,-44.9057,-46.2519,-33.9595,-35.5593,-32.2023,-35.6998,-39.6632,-46.9265,-45.3622,-42.9051,-42.6859,-45.5759,-49.9585,-27.5149,-31.3194,-41.0883,-39.2417,-32.0066,-35.1926,-37.7509,-34.1221,-30.0053,-37.2744,-34.8117,-43.334,-31.2699,-33.0464,-41.002,-40.6745,-32.2512,-38.3134,-40.0392,-42.1871,-28.181,-42.949,-52.555,-44.8315,-42.6779,-38.697,-37.632,-38.9916,-43.916,-42.8946,-37.913,-40.8159,-37.7225,-34.7341,-34.8165,-39.3891,-32.7112,-38.1312,-31.7064,-30.7416,-32.7344,-30.4051,-41.2558,-37.7725,-33.6624,-41.0556,-45.1888
-4200.81,0.947254,0.302723,4,15,0,4208.44,65.4244,29.4663,193.571,51.2407,72.6596,64.5841,17.554,55.51,12.6306,104.446,114.877,32.0919,117.614,0.0878226,0.0505303,2.17145,-34.8459,-38.0747,-33.3,-46.8086,-39.3289,-38.1091,-40.6271,-47.1942,-39.813,-34.9246,-49.4471,-38.9421,-40.4522,-37.2211,-41.1474,-49.9304,-45.6474,-35.414,-41.3766,-46.7126,-34.7462,-44.1846,-43.4749,-40.534,-39.7961,-33.3917,-33.2776,-38.4854,-43.0509,-31.6949,-32.3654,-38.972,-37.2093,-33.0809,-38.7523,-32.2815,-30.3259,-49.8458,-37.0168,-44.4038,-44.3072,-41.3632,-34.5569,-38.4334,-34.5845,-33.106,-28.918,-39.3348,-37.6656,-36.3512,-45.4012,-46.391,-34.0339,-35.1187,-32.2283,-35.5847,-39.4812,-47.672,-46.1069,-42.8541,-42.4853,-45.505,-50.8456,-27.3376,-30.9572,-41.5048,-38.7091,-31.7629,-34.6252,-39.7311,-34.4414,-30.1074,-36.9179,-34.5144,-43.2644,-30.2289,-33.4365,-40.5627,-41.1056,-32.0041,-37.8323,-40.0142,-42.1723,-28.0396,-43.1106,-52.6233,-45.3565,-41.471,-38.7836,-37.9884,-39.0054,-43.8623,-42.9458,-37.8854,-40.8431,-37.3209,-34.6766,-34.963,-39.5733,-32.3407,-37.8625,-31.281,-30.5381,-32.3747,-29.7056,-41.3991,-37.781,-33.5016,-41.0698,-45.702
-4200.07,0.942933,0.302723,4,15,0,4208.32,62.7094,29.82,203.306,57.5877,81.1019,62.1725,22.1419,54.7772,27.5526,99.1818,112.119,30.0978,155.287,0.0706076,0.0359018,2.08091,-34.1381,-38.0649,-32.9411,-47.6503,-38.4283,-37.8499,-39.9684,-46.9107,-39.2101,-34.8042,-49.5112,-37.8326,-40.7302,-37.5649,-41.0645,-49.9957,-44.8863,-35.9512,-40.9183,-49.4974,-34.3839,-43.589,-42.9718,-39.6019,-39.3442,-33.2982,-33.9281,-38.4999,-42.076,-32.7214,-32.4824,-39.6609,-36.6077,-33.4478,-40.0963,-32.6178,-29.896,-49.4695,-36.8381,-45.2234,-42.9819,-40.8522,-34.4783,-38.1233,-34.4912,-32.8768,-29.0619,-38.8623,-37.1497,-36.1019,-44.2903,-46.5917,-33.9686,-35.3157,-32.0317,-35.8495,-39.5104,-47.3993,-45.839,-43.5728,-43.2494,-45.3662,-50.0278,-27.2588,-30.9498,-41.6952,-39.3969,-32.1411,-35.1179,-38.9714,-34.0739,-30.0297,-37.7439,-34.9643,-43.3051,-31.0835,-33.0509,-40.73,-40.4401,-32.1362,-38.4009,-40.3339,-42.1158,-28.2268,-42.3882,-51.5007,-44.9507,-42.9613,-38.9054,-37.5748,-38.9677,-43.8741,-42.9475,-38.1874,-40.4645,-37.6934,-34.5959,-35.0696,-39.5722,-32.6063,-38.1453,-31.5789,-30.7905,-32.3828,-31.2129,-41.4625,-37.6879,-33.8288,-41.0086,-45.5457
-4202.56,0.977829,0.302723,4,15,0,4205.91,69.3007,28.9274,202.464,44.5954,83.4116,60.017,19.5007,56.2938,14.0704,118.18,116.913,29.6777,150.568,0.0799308,0.0734396,2.35712,-35.0347,-38.2966,-33.104,-46.7364,-39.6641,-38.1736,-40.1169,-46.2965,-39.578,-35.21,-49.2761,-38.2631,-40.3251,-37.6753,-40.5531,-50.417,-45.5658,-35.8834,-41.5337,-47.2993,-34.3011,-43.9871,-43.0522,-40.3892,-39.2975,-33.4259,-33.8132,-38.6078,-42.6857,-31.9299,-32.4256,-39.4922,-37.0397,-33.1042,-38.8,-32.2503,-30.0394,-49.2935,-36.6123,-43.9382,-45.3352,-40.9823,-34.0078,-37.9089,-34.5334,-33.513,-29.0393,-39.1693,-37.4701,-36.5225,-45.3676,-46.0668,-34.2105,-35.1294,-32.1075,-35.6856,-40.1509,-47.2674,-45.665,-43.6144,-42.6481,-45.8754,-50.4055,-28.0701,-31.117,-40.9123,-38.8877,-31.5507,-34.7854,-38.586,-35.3025,-30.1328,-37.138,-34.7002,-42.9853,-31.1389,-32.8622,-41.1589,-40.8575,-32.4163,-38.1152,-39.989,-42.7323,-28.8031,-43.3024,-52.6112,-45.0151,-42.2931,-38.4706,-37.5135,-39.3228,-44.6248,-43.3517,-37.9152,-41.4091,-37.4479,-34.4705,-34.6196,-39.5343,-32.7106,-37.9347,-31.1465,-30.4482,-32.191,-30.0294,-41.3282,-38.1718,-33.7189,-41.0471,-45.5963
-4202,0.921433,0.302723,4,15,0,4208.81,62.4321,31.012,194.307,55.6889,75.5686,54.5608,19.8487,56.1136,24.8644,89.7227,108.524,34.5322,143.571,0.0699417,0.0362966,2.01289,-33.9213,-38.1483,-33.0794,-47.0915,-38.1495,-38.0945,-40.2135,-46.7979,-39.5078,-34.8581,-49.3834,-38.6978,-40.2247,-37.3441,-41.1066,-49.691,-44.8491,-35.3613,-41.0936,-47.0548,-34.8323,-43.5439,-43.1048,-39.6858,-39.7302,-33.3707,-33.5708,-38.6175,-42.159,-32.3916,-32.4752,-39.5053,-37.1181,-33.4391,-39.8938,-33.0354,-29.3386,-48.4817,-37.135,-45.8716,-42.9222,-41.4817,-34.9518,-38.6178,-34.7313,-33.2347,-29.0589,-39.2838,-37.3156,-36.5043,-44.469,-46.7094,-33.9955,-35.5357,-32.5563,-35.8944,-39.6738,-46.8948,-46.4482,-43.1093,-42.9542,-45.4822,-50.2178,-27.181,-31.1114,-41.8845,-39.6471,-32.2582,-35.1973,-38.1864,-33.5794,-30.1665,-37.4607,-35.1223,-43.1863,-30.6295,-32.7088,-41.0936,-40.3935,-32.3905,-38.6979,-40.452,-41.8329,-27.4732,-42.6206,-51.3951,-44.3538,-41.9073,-39.1286,-37.6797,-38.8753,-43.6462,-42.8275,-38.2593,-40.6358,-37.8528,-34.9068,-35.1753,-39.4916,-32.7051,-38.1768,-32.1032,-30.9411,-32.9733,-30.8717,-41.3667,-37.8097,-33.9759,-40.9919,-45.2161
-4202.39,0.483843,0.302723,4,15,0,4210.2,60.1414,30.9556,214.184,50.7618,85.6177,67.1604,20.7906,57.8101,15.1024,123.828,119.679,32.459,182.395,0.0822633,0.0752082,2.34672,-35.1894,-37.9972,-33.3404,-46.4195,-39.5312,-38.014,-40.187,-46.5632,-39.2628,-35.1789,-49.1143,-38.6154,-40.3145,-37.7509,-40.7271,-50.4684,-45.2415,-36.0657,-41.3838,-48.1181,-34.3431,-43.8677,-43.1873,-39.7637,-39.2382,-33.6839,-34.0848,-38.4429,-42.6144,-32.0316,-32.4945,-39.442,-37.11,-33.2006,-39.1176,-32.3611,-30.5789,-50.0563,-36.6568,-44.5233,-45.1666,-40.9504,-34.3945,-38.2035,-34.3651,-33.3982,-29.63,-39.2102,-37.5232,-36.4743,-45.1215,-46.044,-34.1671,-34.7094,-32.0134,-35.6342,-39.9587,-47.3475,-45.2304,-43.3732,-42.6277,-45.678,-50.0701,-28.2728,-30.7846,-40.9585,-39.0397,-31.4537,-34.6615,-39.2825,-35.4256,-30.1296,-37.0933,-34.6649,-43.5429,-31.4615,-32.745,-41.0875,-40.8323,-32.1356,-38.1521,-39.7493,-42.357,-28.601,-43.5951,-52.6838,-44.4336,-43.3564,-38.4447,-37.1309,-39.2721,-44.6119,-43.1748,-37.929,-41.3531,-37.4671,-34.315,-34.4809,-39.4564,-32.6401,-38.0502,-31.2343,-30.1159,-32.0099,-30.1039,-41.1892,-38.0051,-33.6042,-41.0298,-45.0853
-4201.61,0.987574,0.302723,4,31,0,4213.05,70.4652,29.9399,196.588,47.3712,74.4821,56.3121,20.6343,54.4155,23.466,91.3071,105.134,32.7645,151.241,0.0657008,0.0296431,2.0057,-34.0605,-38.0094,-33.2423,-47.532,-38.5028,-38.2519,-40.3783,-46.4909,-39.239,-34.5758,-49.4368,-38.4476,-40.4849,-37.6101,-40.8594,-49.6178,-45.0119,-35.4499,-40.758,-48.1075,-34.6588,-43.6152,-43.0693,-40.1744,-39.592,-33.1818,-33.5471,-38.6291,-41.9065,-32.2884,-32.3266,-39.6321,-36.9397,-33.0768,-39.8932,-32.6615,-29.2636,-48.0317,-36.5757,-45.3706,-42.9001,-40.8995,-34.3437,-38.6557,-34.7908,-33.1878,-28.8515,-39.1,-37.1355,-36.3492,-44.4246,-46.6064,-33.8564,-35.6509,-32.4506,-35.7682,-39.8331,-47.367,-46.4704,-43.3389,-43.41,-45.1604,-50.1541,-27.1291,-31.347,-41.6063,-39.3098,-32.1242,-35.0069,-38.2223,-33.9285,-29.9761,-37.6568,-34.8949,-42.983,-30.1108,-32.7193,-41.1867,-40.612,-32.431,-38.7211,-40.5077,-42.1613,-28.157,-42.7623,-51.388,-44.9791,-42.461,-38.9793,-37.8829,-38.9722,-43.8002,-42.8604,-38.1252,-40.8515,-37.7742,-34.7955,-35.0691,-39.4903,-32.6596,-37.834,-31.7728,-30.922,-32.8683,-30.9572,-41.4215,-37.8697,-34.0241,-40.8979,-45.4114
-4200,0.892357,0.302723,4,15,0,4212.3,62.7934,27.9765,213.9,57.5352,83.2835,64.5369,20.3613,58.8718,14.7039,118.253,120.931,33.8231,186.749,0.0820669,0.0489035,2.09116,-34.7679,-37.8643,-33.4292,-46.2641,-39.4818,-38.1408,-40.2285,-46.9636,-39.5703,-34.9164,-49.1644,-38.8947,-40.3258,-37.7663,-41.1304,-49.6994,-45.6235,-35.8564,-41.303,-47.7938,-34.4756,-43.9904,-43.2315,-39.8555,-39.3686,-33.4135,-33.5477,-38.465,-42.6898,-31.8838,-32.4041,-39.5138,-36.8997,-33.2262,-39.1508,-32.3524,-30.5683,-50.152,-36.7991,-43.9203,-44.6748,-41.3509,-34.7821,-37.8238,-34.3372,-32.996,-29.0986,-39.2234,-37.5355,-36.7435,-45.3156,-46.2392,-33.9503,-34.6646,-31.863,-35.6458,-39.5439,-47.0993,-45.223,-43.0801,-42.2867,-46.0171,-49.9521,-27.6895,-31.0223,-40.9376,-38.9193,-31.6347,-34.7591,-39.0844,-34.6022,-29.7656,-37.1208,-34.7666,-43.5263,-31.137,-33.0149,-40.9463,-40.9591,-31.885,-38.0689,-39.8134,-42.2917,-28.4248,-43.213,-53.3359,-45.209,-42.9407,-38.6124,-37.7686,-39.1211,-44.241,-43.1307,-37.7884,-40.8956,-37.3058,-34.5605,-34.8202,-39.4198,-32.4759,-38.0368,-31.2517,-30.3158,-32.1968,-30.1383,-41.2235,-37.8437,-33.4354,-41.0035,-45.484
-4201.15,0.984699,0.302723,4,15,0,4205.52,73.6137,34.9654,209.229,65.5535,80.7793,56.8256,23.3803,61.153,18.3119,102.418,117.918,35.2289,138.944,0.0836988,0.0446441,2.09845,-34.0356,-37.9837,-33.4008,-46.5817,-38.6473,-37.8816,-39.9584,-47.757,-39.4894,-35.1709,-49.1286,-38.841,-40.2404,-37.8902,-41.6658,-50.8658,-44.8911,-35.4796,-42.0156,-48.3115,-34.601,-43.5055,-43.2093,-39.8219,-40.034,-33.4803,-34.0996,-38.2032,-42.3928,-31.9184,-31.9923,-38.9655,-37.3297,-33.1823,-39.0801,-32.8785,-29.6546,-50.3599,-38.0985,-46.2557,-43.4561,-41.2425,-34.8906,-39.3508,-34.2287,-32.7231,-29.4371,-39.004,-37.2575,-35.8732,-44.5422,-46.3275,-33.4567,-36.1294,-32.1417,-35.3752,-38.9004,-48.5597,-47.6441,-42.8461,-42.9402,-45.6283,-50.3709,-27.0108,-30.9324,-41.8192,-39.5445,-32.6636,-35.1173,-38.4042,-33.1727,-30.1903,-36.9789,-34.6732,-44.7374,-31.0467,-33.4588,-40.6244,-40.6505,-31.9326,-38.4258,-39.7158,-41.3553,-27.4691,-42.4833,-52.4748,-44.9152,-43.3556,-38.7256,-37.5702,-38.396,-43.2707,-42.3346,-37.8122,-40.1682,-37.3196,-34.418,-35.0665,-38.9752,-32.5083,-37.8672,-31.9166,-30.7871,-32.9312,-30.3653,-40.8705,-37.2694,-33.4015,-40.7216,-45.0729
