lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.619439
# Diagonal elements of inverse mass matrix:
# 0.00884722, 0.00509496, 0.0234436, 0.0229117, 0.00643853, 0.00790392, 0.00664915, 0.00379913, 0.0237484, 0.00914115, 0.00583694, 0.00785478, 0.15395, 0.00724912, 0.00699226
-4230.51,0.98905,0.619439,3,7,0,4234.98,59.0023,26.1488,182.553,46.9974,76.5902,59.3953,18.0178,56.6543,23.007,92.5716,110.809,27.2548,133.36,0.277886,0.125544,-35.9391,-38.6333,-32.6956,-49.0662,-39.5975,-37.5111,-40.1941,-45.9022,-39.6573,-35.6159,-49.8042,-37.6434,-39.58,-37.9594,-40.1576,-50.3912,-43.5583,-35.6594,-41.2628,-43.4254,-34.6104,-43.6261,-42.8603,-39.6521,-39.4668,-34.3568,-34.1211,-39.0874,-43.6134,-32.9484,-33.7308,-39.9017,-38.8039,-33.8636,-39.7934,-33.3414,-31.8809,-50.1532,-37.1045,-43.5096,-46.9694,-41.2564,-35.0819,-38.3824,-34.6724,-33.9837,-30.213,-39.7426,-37.9077,-36.889,-46.274,-46.723,-34.9448,-35.3084,-32.596,-36.4485,-40.5299,-45.7074,-46.7176,-43.3734,-41.1999,-46.6116,-51.6214,-28.5252,-32.1282,-41.8442,-39.255,-31.3808,-35.4144,-40.5342,-34.8579,-30.5991,-37.3222,-36.26,-44.9023,-32.707,-34.1712,-41.0673,-39.8648,-33.5464,-38.0444,-39.5097,-42.7051,-27.1956,-42.7327,-52.2591,-42.9325,-41.6926,-39.0112,-36.8384,-40.0701,-44.5482,-43.5705,-38.9726,-41.5723,-38.0058,-34.3713,-35.3331,-39.8059,-33.7673,-38.2593,-32.1533,-30.5349,-33.5592,-30.8921,-41.1956,-38.4345,-33.7285,-41.6482,-43.4538
-4234.13,0.796999,0.619439,3,7,0,4239.98,65.2081,29.1379,190.794,57.026,68.0181,57.1971,22.364,58.0539,10.9098,110.1,119.275,29.7062,128.623,0.287693,0.154416,-36.0971,-37.8822,-33.8378,-48.226,-40.5916,-37.4541,-40.3422,-48.4651,-39.8216,-35.5569,-49.6205,-38.4333,-39.6681,-38.648,-39.994,-51.2637,-44.2082,-35.4436,-42.0809,-44.2905,-34.8635,-44.4591,-42.9408,-40.2225,-39.965,-34.3489,-34.1392,-38.9184,-44.742,-31.8341,-33.1735,-38.8951,-39.4736,-33.3795,-38.4007,-32.6779,-32.075,-53.2745,-38.7937,-43.4779,-47.0576,-41.0326,-35.8464,-39.6433,-34.7765,-33.2445,-30.0253,-39.6643,-38.0873,-36.1821,-46.9324,-46.1561,-34.2039,-36.1341,-32.3398,-35.5842,-39.5685,-47.9615,-46.0739,-41.7646,-40.7959,-45.3368,-51.976,-28.0599,-32.1474,-41.8201,-38.5777,-31.5964,-35.0773,-41.3445,-33.9307,-30.4747,-36.6846,-35.4818,-46.6597,-32.2114,-36.5377,-40.2748,-40.9127,-32.4979,-37.3498,-38.8154,-42.4834,-27.0759,-43.0133,-54.7186,-43.9436,-42.6809,-38.7394,-37.0419,-39.673,-43.6947,-42.5586,-38.2046,-40.9822,-37.3521,-34.1135,-35.0004,-39.4956,-33.4051,-38.2833,-31.9971,-30.3003,-33.9565,-29.7346,-41.09,-37.7748,-33.3155,-42.2371,-43.0473
-4230.62,0.930942,0.619439,3,7,0,4243.55,61.5012,29.0696,189.903,51.3292,70.9149,55.5216,21.3069,59.2833,12.3368,105.473,112.999,33.3053,155.473,0.269012,0.150886,-36.128,-38.2231,-33.774,-48.6386,-40.1342,-37.9282,-40.6181,-47.6393,-39.5455,-35.3652,-49.3225,-39.2341,-39.591,-38.6243,-40.3598,-50.6606,-43.9971,-35.4608,-41.5029,-44.3262,-35.0057,-44.0776,-43.2685,-39.8426,-39.9304,-34.1321,-34.0755,-38.7901,-44.1593,-31.7713,-32.9752,-39.0485,-39.4747,-33.1999,-38.8472,-32.7455,-31.6963,-52.5923,-37.9994,-43.8837,-47.4122,-41.3832,-35.7101,-39.6571,-34.554,-33.4057,-29.7053,-39.601,-38.1363,-36.615,-46.3979,-46.0938,-34.1445,-35.6407,-32.3693,-35.6465,-39.7522,-47.5295,-46.1521,-42.2352,-41.1727,-46.2699,-51.659,-27.9041,-31.6861,-41.7111,-38.9198,-31.6411,-34.9072,-41.0331,-33.9821,-30.3369,-37.0776,-35.458,-46.6633,-31.7626,-35.1693,-40.8917,-40.4758,-32.5206,-37.815,-38.8912,-42.1647,-27.1799,-43.4882,-54.1339,-43.3158,-43.4725,-38.6718,-36.9394,-39.6687,-44.1327,-42.9218,-38.1819,-41.3767,-37.4667,-34.4063,-35.4751,-39.2774,-33.2755,-38.065,-31.9299,-30.3554,-33.8654,-30.0523,-40.9026,-37.9702,-33.254,-41.6606,-42.8876
-4230.81,0.805121,0.619439,3,7,0,4238.5,67.4924,29.4787,201.288,49.5919,76.9182,58.4437,20.1284,57.2389,20.3769,110.219,108.393,33.3803,183.519,0.267658,0.148552,-36.1091,-38.0098,-33.6632,-49.299,-39.6854,-37.4974,-40.3881,-46.7541,-38.6706,-34.958,-49.4516,-38.8133,-39.5728,-38.5103,-39.7757,-50.0081,-43.2569,-35.5046,-40.8467,-45.3676,-34.7433,-43.5325,-42.9364,-39.5983,-39.2906,-33.7637,-33.8463,-38.508,-43.5389,-32.452,-33.199,-39.4428,-38.9545,-33.2743,-39.7177,-32.9297,-32.3643,-51.4524,-37.984,-43.9478,-47.1944,-40.7968,-35.1827,-39.3239,-34.2678,-33.4282,-30.5106,-39.3695,-37.5647,-36.4611,-45.9658,-46.2278,-34.1782,-35.5444,-32.3623,-35.9479,-40.0345,-47.7437,-46.4232,-42.8361,-41.5066,-46.1668,-51.2266,-28.6067,-31.4491,-41.5826,-39.1484,-31.6911,-35.2017,-41.4242,-34.62,-30.4878,-37.7191,-35.903,-46.4618,-32.3064,-34.8184,-41.2981,-40.5528,-32.8353,-37.9644,-38.9379,-42.3482,-27.3212,-43.4703,-53.7041,-43.16,-45.3004,-38.6986,-36.639,-40.0338,-44.5651,-43.1734,-38.4931,-41.8288,-37.8574,-34.1103,-35.3087,-39.3451,-33.7095,-38.0135,-32.0313,-30.3115,-33.9952,-30.7103,-40.8504,-38.1901,-33.436,-41.606,-42.6845
-4231.66,0.822998,0.619439,3,7,0,4240.71,58.309,27.5123,188.251,57.3104,71.792,71.9685,19.4999,61.2171,17.9007,96.748,121.582,28.9245,144.88,0.272699,0.127908,-36.1731,-38.0103,-33.0415,-48.4806,-39.941,-37.3692,-40.4654,-46.9071,-39.7861,-35.6121,-49.3915,-37.8024,-39.4032,-38.1177,-40.8743,-50.7058,-43.9056,-35.3574,-41.8378,-43.588,-34.5498,-43.7666,-43.4289,-39.5403,-39.9674,-34.7525,-34.5731,-38.849,-43.8651,-32.2922,-33.3067,-39.4151,-39.5108,-33.634,-39.3215,-33.0267,-32.8428,-52.1475,-37.2986,-43.6461,-48.0249,-41.7829,-35.5191,-39.0212,-34.724,-33.5066,-30.3972,-39.925,-38.9673,-36.9736,-46.7005,-46.5591,-34.5825,-35.0694,-32.1566,-35.8703,-39.7415,-46.1601,-47.0501,-42.5568,-40.6057,-46.7478,-51.9792,-27.9703,-32.3432,-41.6097,-38.7689,-31.3126,-35.0005,-42.1493,-34.6721,-30.3853,-36.7794,-35.8401,-46.49,-32.4722,-34.6791,-40.5751,-40.596,-32.8747,-37.7784,-39.0032,-42.1331,-27.1564,-43.1712,-53.0328,-43.6793,-42.135,-38.7422,-37.152,-39.7461,-44.0387,-43.0194,-38.6019,-41.2505,-37.5988,-34.1644,-35.3923,-39.5209,-33.0727,-37.9253,-31.7196,-30.3094,-33.1445,-30.3563,-40.8831,-37.9868,-33.1911,-41.3603,-43.5298
-4240.19,0.496344,0.619439,3,15,0,4244.51,57.3439,27.1391,219.286,57.043,75.7381,69.8146,16.8475,58.1198,17.732,97.0222,116.588,28.4146,147.304,0.301495,0.138693,-36.2933,-37.8504,-33.0611,-48.5904,-41.0023,-37.4026,-40.4861,-46.3906,-39.8144,-35.3382,-50.1129,-37.8179,-40.2782,-37.9939,-40.7034,-50.1838,-43.4092,-35.7507,-40.7894,-44.725,-34.6389,-44.2901,-43.3323,-39.7424,-39.6973,-34.5773,-33.4414,-38.9182,-44.2666,-32.9435,-34.076,-39.9714,-38.6752,-34.0501,-39.9415,-33.4802,-33.5546,-51.004,-37.6919,-44.0614,-46.0202,-40.7798,-35.6793,-38.6346,-34.6014,-33.4676,-31.5576,-39.9504,-37.4523,-36.4632,-46.5841,-47.3018,-34.7278,-34.7472,-32.5629,-36.408,-40.1121,-46.3725,-47.0338,-42.3816,-40.7483,-45.5759,-51.3673,-28.9621,-32.2877,-41.5824,-38.9621,-31.1715,-35.6463,-42.3061,-34.8632,-30.3263,-37.1643,-36.4996,-45.5236,-33.0045,-35.1835,-40.7817,-40.3579,-33.3115,-37.9674,-39.3464,-42.8026,-26.4028,-42.3664,-53.984,-43.0622,-43.0147,-39.0844,-36.8787,-39.999,-44.0776,-43.0071,-39.0154,-41.171,-38.0325,-34.1249,-35.2054,-40.0009,-33.9347,-38.2005,-32.407,-30.1461,-33.812,-30.3418,-41.2787,-37.9325,-33.4544,-42.2808,-42.6446
-4237.59,0.981691,0.619439,3,15,0,4245.7,61.4865,25.9737,198.872,50.9273,65.2561,42.0699,16.353,51.016,15.8191,89.1048,105.661,28.9496,128.109,0.278278,0.139165,-36.0995,-38.3787,-33.3926,-49.4591,-40.2123,-37.8457,-41.2341,-46.842,-39.7452,-34.6545,-50.2134,-37.9983,-40.3287,-37.8363,-40.2844,-49.903,-43.8088,-35.4541,-39.9057,-44.0828,-34.8822,-44.7249,-42.947,-40.3454,-40.1085,-33.5543,-32.7608,-38.8372,-44.7011,-32.432,-34.0204,-39.4566,-38.7713,-34.2971,-39.966,-33.4898,-30.2741,-50.0858,-38.7941,-44.7663,-45.571,-41.1413,-36.0703,-38.68,-34.7483,-33.7699,-30.3808,-39.9035,-37.2684,-36.4982,-46.3968,-47.1982,-34.9088,-36.0275,-33.0345,-36.5224,-40.3801,-46.595,-45.9349,-41.7065,-41.4204,-44.6432,-51.8134,-28.6487,-32.1851,-41.5868,-39.2961,-31.7062,-36.3065,-39.0423,-33.9027,-30.474,-37.8171,-36.3848,-44.857,-32.7773,-35.4338,-41.0058,-40.3398,-33.5892,-37.8186,-39.9628,-42.956,-25.989,-42.0819,-54.2074,-43.0387,-41.7197,-39.3068,-36.9627,-39.7147,-43.6365,-42.537,-38.7248,-40.926,-38.4134,-34.8225,-35.4595,-40.0198,-34.1621,-38.6192,-32.9632,-31.0097,-34.535,-30.4959,-41.6437,-37.8503,-33.6387,-42.5571,-42.6844
-4233.31,0.930833,0.619439,4,23,0,4243.35,58.3474,25.512,159.656,57.8365,65.4551,44.0433,17.4457,51.0708,14.7709,96.3743,108.561,23.5747,158.363,0.275459,0.135932,-35.8399,-38.5612,-32.8619,-48.2684,-39.6444,-37.5742,-39.6021,-48.0465,-39.8177,-35.8124,-49.4453,-37.6515,-39.3145,-38.9012,-39.7367,-50.9543,-44.4521,-35.4965,-41.4243,-42.5525,-34.7074,-44.4194,-43.026,-40.3068,-39.8313,-34.5904,-34.4703,-39.3218,-44.7472,-32.4946,-33.5953,-39.4663,-39.1177,-34.1758,-38.8313,-32.9922,-30.4014,-51.3451,-38.6259,-42.8057,-46.95,-41.4196,-35.684,-38.6654,-35.0798,-33.6081,-29.2923,-40.0772,-38.1175,-36.327,-46.4486,-46.5812,-35.0443,-35.7912,-32.623,-36.3571,-39.9895,-46.3852,-45.2768,-42.4287,-41.3845,-45.4494,-52.2307,-28.028,-32.3885,-41.5388,-39.1979,-32.0318,-35.7476,-39.7069,-33.5953,-30.7483,-36.8369,-36.0146,-45.6335,-32.8728,-35.7455,-40.5266,-40.5396,-33.0878,-37.3706,-39.8196,-42.6182,-26.4983,-41.9669,-52.8903,-43.421,-41.7834,-39.3876,-36.9975,-40.095,-43.7606,-42.931,-38.7971,-40.7294,-37.6782,-34.656,-35.5462,-39.9548,-33.7873,-38.9448,-32.3293,-31.2274,-33.7338,-30.1891,-41.543,-38.2319,-33.7865,-42.3001,-43.3871
-4230.59,0.727999,0.619439,3,7,0,4242.2,57.0985,26.151,168.717,59.4829,63.0548,58.3414,16.4132,53.129,14.0397,90.1945,111.868,27.4666,128.263,0.279379,0.133016,-36.1355,-38.2323,-33.0407,-48.2716,-39.8013,-37.42,-40.3871,-47.7801,-40.0733,-35.6388,-49.6922,-38.1249,-39.5197,-38.1532,-40.2461,-50.6142,-44.1767,-35.2008,-41.4076,-42.1849,-34.9473,-44.3057,-43.3764,-40.1617,-40.1985,-34.7157,-34.1452,-39.1024,-44.6284,-32.3017,-33.5988,-39.1862,-39.2209,-34.0235,-39.0718,-33.1378,-31.7735,-51.0339,-38.3081,-43.5033,-46.7831,-41.7223,-35.8562,-38.8482,-34.9979,-33.4981,-30.0559,-40.2192,-38.362,-36.6636,-46.7187,-46.7539,-34.8822,-35.5216,-32.6021,-36.1787,-39.7189,-46.1449,-46.1134,-41.9733,-40.8542,-45.494,-52.3114,-27.9704,-32.3315,-41.7792,-38.9081,-31.6106,-35.4322,-41.2563,-33.8964,-30.6588,-36.7355,-35.8324,-45.6932,-32.4447,-35.4569,-40.5221,-40.6581,-32.9515,-37.3357,-39.5157,-42.3194,-26.2828,-42.3268,-53.0351,-43.3225,-40.8134,-39.2733,-37.0165,-39.7863,-43.553,-42.6788,-38.7827,-40.839,-37.8698,-34.4713,-35.3573,-39.8611,-33.4068,-38.5474,-32.2269,-30.7963,-33.6786,-30.0519,-41.2909,-38.0494,-33.5307,-41.9689,-43.3288
-4232.51,0.651905,0.619439,3,7,0,4241.5,66.0524,26.9037,175.228,42.2081,75.9213,50.9696,21.7557,52.7267,20.4303,97.735,108.369,29.2642,149.527,0.287019,0.154509,-35.8881,-38.3151,-33.0777,-48.7884,-39.6174,-37.3203,-39.5593,-47.0156,-39.297,-35.5735,-49.5241,-38.3362,-39.1516,-38.5619,-39.214,-50.1923,-43.5314,-35.4755,-41.5909,-43.5917,-34.9316,-44.0199,-42.0669,-40.0812,-39.5116,-33.6592,-33.8861,-39.0887,-44.1889,-32.7716,-33.7814,-39.4657,-38.6651,-33.6137,-39.0804,-33.1715,-31.9399,-51.1338,-37.6193,-42.887,-45.829,-40.8504,-35.2271,-38.7589,-34.7739,-34.0292,-29.7351,-39.3131,-37.1404,-36.6039,-45.9438,-46.4646,-34.7953,-36.2123,-32.891,-36.3356,-40.6435,-46.6193,-45.4598,-43.5314,-41.6439,-46.1897,-51.2314,-28.4779,-31.7665,-42.5867,-39.0335,-31.5575,-35.2935,-40.5669,-34.5936,-30.9459,-37.6731,-35.8288,-44.4413,-32.345,-35.9966,-40.7789,-39.7554,-33.427,-37.5017,-39.3406,-43.2718,-27.7449,-42.7954,-52.4746,-43.288,-42.8713,-38.9957,-36.6666,-40.4735,-44.7971,-43.9233,-38.7859,-41.7975,-37.9759,-34.4374,-35.0109,-40.0245,-33.992,-38.5676,-32.3386,-30.4957,-34.5722,-30.7398,-41.5814,-38.6966,-34.0721,-42.4261,-43.1155
-4228.1,0.963313,0.619439,3,7,0,4238.04,70.4084,25.3432,170.286,52.4267,68.3573,59.6281,19.307,55.5744,13.7689,99.5587,102.656,26.8593,145.029,0.288992,0.140115,-35.8272,-38.1767,-33.4409,-48.2359,-40.3455,-37.7411,-39.7795,-47.2411,-39.8755,-35.9088,-49.7798,-38.2744,-39.4418,-39.0585,-39.3448,-50.9081,-44.245,-35.434,-41.4424,-42.6595,-34.8956,-43.363,-43.3661,-40.4032,-39.5613,-34.8083,-34.5661,-39.3949,-43.644,-32.4453,-33.148,-39.7355,-39.3082,-33.2809,-38.7728,-32.7538,-32.3495,-49.7966,-37.867,-42.3636,-47.2471,-40.9376,-35.0259,-39.0595,-34.9488,-33.2364,-30.0121,-39.9133,-38.1582,-36.5871,-46.6612,-46.2294,-34.3482,-35.7445,-32.4349,-36.1497,-39.8316,-46.8417,-46.559,-42.7063,-40.9329,-45.9417,-51.8462,-28.0873,-32.5325,-41.771,-39.1022,-31.8698,-35.0377,-41.4258,-33.8896,-30.3677,-36.6037,-36.0038,-46.2695,-31.8345,-34.8516,-41.0271,-40.6873,-32.7698,-37.9933,-38.9683,-42.1464,-27.0407,-42.6603,-53.5439,-43.5854,-42.4214,-39.1146,-37.096,-40.2567,-44.0207,-43.1249,-38.7944,-41.5043,-37.5484,-33.9226,-35.3821,-39.2291,-33.7791,-38.1788,-31.8707,-30.6061,-33.7996,-30.2708,-40.5348,-38.3111,-33.499,-41.2825,-43.4992
-4231.27,0.587487,0.619439,3,7,0,4239.2,53.9166,26.5655,187.747,44.4737,64.2765,48.8933,17.5443,56.0949,18.6856,86.2202,106.303,30.2766,139.302,0.259377,0.138634,-35.9394,-38.323,-33.4212,-49.905,-39.7459,-38.0532,-41.5687,-46.3257,-39.5173,-34.6926,-49.8374,-38.2042,-40.0031,-37.7171,-40.5147,-49.7688,-43.8896,-35.3947,-40.2573,-44.1911,-34.9964,-44.1029,-43.2617,-39.7993,-39.9379,-33.6757,-33.2345,-38.879,-43.9648,-32.3288,-33.392,-39.4172,-39.4553,-33.667,-40.1079,-32.9956,-30.4099,-51.0692,-37.3748,-44.6863,-46.8295,-41.7807,-35.9515,-39.1852,-34.9106,-33.7923,-29.4012,-39.889,-38.2901,-36.98,-46.2477,-46.7565,-34.6496,-35.292,-32.7808,-36.0787,-40.2851,-46.2761,-45.9709,-42.1391,-41.4367,-46.0457,-51.9465,-27.8514,-31.9743,-41.6072,-39.2577,-31.4879,-35.424,-40.0426,-33.9176,-30.2079,-37.7302,-36.1993,-45.4573,-31.4789,-34.3325,-41.1613,-40.1944,-33.1195,-38.1479,-39.6966,-42.5067,-26.6324,-43.0918,-53.2246,-43.0418,-41.9811,-39.0385,-37.3177,-39.7653,-44.0457,-42.9708,-38.5425,-41.3293,-37.9351,-34.9646,-35.9234,-39.6458,-33.4314,-38.2305,-32.2942,-30.7815,-33.8827,-30.7857,-41.3207,-38.0564,-33.3723,-41.7989,-43.0563
-4232.47,0.803402,0.619439,3,7,0,4240.89,62.2569,24.7365,173.518,52.8297,73.3797,49.0772,18.5406,51.6802,20.6267,96.4765,112.158,28.2733,148.234,0.243193,0.124587,-36.5284,-39.1531,-33.034,-49.9497,-38.9495,-37.6862,-40.7675,-46.9142,-39.4462,-35.1732,-49.5226,-37.9259,-39.5447,-38.1593,-40.4594,-50.2201,-43.9196,-35.6307,-40.9415,-43.9294,-34.4593,-44.4257,-43.057,-39.8106,-39.8589,-33.5779,-34.1948,-38.618,-44.2971,-32.3588,-33.5641,-39.2861,-38.4849,-34.1707,-39.7821,-33.0454,-30.8163,-51.2921,-38.0917,-43.5103,-47.4876,-41.5607,-35.2172,-37.8364,-34.4579,-33.7538,-29.2287,-39.3785,-38.126,-36.8787,-46.0167,-46.5649,-34.9893,-35.8753,-32.2042,-36.3422,-40.1546,-46.2026,-45.4386,-42.9453,-41.7156,-46.3845,-51.9232,-28.0816,-31.6793,-41.4278,-38.9955,-31.771,-35.7674,-40.0373,-34.5975,-30.613,-38.0424,-35.7,-45.0826,-33.2146,-34.8348,-40.7568,-40.1589,-33.2747,-37.3254,-39.8614,-42.6748,-27.3705,-42.4901,-52.7645,-43.5914,-41.9473,-38.8374,-36.6871,-39.6123,-44.1819,-43.0987,-38.5485,-41.0822,-38.0147,-34.8321,-35.7425,-40.0122,-33.4442,-38.3899,-31.9461,-31.2392,-33.4695,-31.0763,-41.6758,-38.1456,-33.691,-41.8783,-43.7203
-4229.94,1,0.619439,3,7,0,4235.21,57.601,26.6762,177.684,47.0361,60.8721,63.2997,17.6858,56.1904,16.8321,90.7691,101.058,27.9777,152.656,0.289997,0.142221,-35.7329,-37.5892,-33.5078,-48.606,-40.3696,-37.6896,-40.5647,-46.7097,-39.6288,-35.3924,-49.8546,-38.1731,-39.6474,-38.411,-39.4943,-50.2821,-44.0613,-35.2552,-40.7574,-43.053,-35.2067,-43.3031,-43.5083,-40.1422,-39.6246,-34.7575,-34.0235,-39.4043,-43.5386,-32.6314,-33.2955,-39.7416,-39.8161,-33.3136,-39.5319,-32.8143,-32.2386,-49.9099,-37.1593,-43.4128,-46.8955,-41.3533,-35.6133,-39.6816,-35.2456,-33.4651,-30.1712,-40.2951,-38.4909,-36.8068,-46.6051,-46.5919,-34.4908,-35.0873,-32.8239,-36.1044,-40.0172,-46.4547,-46.2725,-42.1633,-40.9441,-45.5682,-51.945,-28.0325,-32.5333,-41.8134,-39.274,-31.4802,-34.9561,-42.1035,-33.9989,-30.2814,-36.7594,-36.3187,-46.023,-30.9797,-34.4495,-41.1959,-40.7562,-32.7778,-38.2856,-39.1328,-42.1824,-26.621,-43.1807,-52.9641,-43.1344,-42.5441,-39.3256,-37.4063,-40.4244,-44.0212,-43.0391,-39.0391,-41.6709,-37.8599,-34.1623,-35.4488,-39.3504,-33.6352,-38.2752,-32.0858,-30.3477,-33.7988,-30.4146,-40.6432,-38.3151,-33.3587,-41.4117,-43.1179
-4232.91,0.862945,0.619439,3,7,0,4238.44,54.8669,25.2088,180.826,49.5214,74.183,45.779,20.0807,52.6221,12.3087,97.8138,111.832,28.4066,137.074,0.263281,0.139916,-36.5699,-39.1412,-33.0572,-48.9985,-40.0325,-38.0757,-40.4811,-47.3797,-39.9957,-35.5373,-49.5608,-38.4328,-39.8404,-38.4489,-40.4951,-50.6987,-44.2085,-35.8948,-40.9238,-43.8612,-34.6741,-44.9149,-42.9958,-39.9844,-40.0611,-33.8321,-33.9602,-38.9277,-44.8675,-32.0945,-33.7316,-39.2687,-38.5411,-34.0543,-39.0059,-33.0393,-30.7461,-51.8604,-37.9978,-43.5222,-46.5243,-41.1695,-35.5923,-38.2027,-34.5602,-33.8779,-29.1879,-39.465,-37.5951,-36.6259,-46.211,-46.5666,-34.9557,-35.7907,-32.478,-36.2793,-40.3604,-46.3451,-44.9657,-42.7997,-41.6283,-45.957,-51.6376,-28.2682,-31.5945,-41.8037,-38.9839,-31.4713,-35.5577,-39.6838,-34.3756,-30.5415,-37.5374,-35.5485,-44.792,-32.9239,-35.296,-40.5756,-39.6911,-33.2284,-37.3654,-39.6869,-42.9057,-27.2356,-42.4455,-53.5647,-42.9697,-41.4988,-38.9065,-36.4979,-39.7036,-44.2555,-43.2496,-38.5061,-41.0109,-37.783,-34.8262,-35.4423,-40.0488,-33.6335,-38.5691,-32.2388,-30.7803,-33.8063,-30.3091,-41.7357,-38.1084,-33.7209,-42.3347,-43.1856
-4228.42,0.946219,0.619439,3,7,0,4240.51,62.176,28.2117,177,49.8989,65.2751,57.4514,17.9967,56.7626,15.1947,95.2625,102.791,32.1817,122.498,0.265167,0.142783,-36,-38.3117,-33.6149,-49.1533,-39.6812,-37.9126,-40.9671,-47.0589,-39.6111,-35.2507,-49.7244,-38.9758,-39.686,-38.0994,-40.0215,-50.4552,-43.8879,-35.1832,-40.9328,-43.3268,-35.1359,-43.5018,-43.6349,-39.9605,-39.8377,-34.256,-33.8954,-38.8807,-43.6228,-32.0844,-32.9461,-39.2069,-39.6068,-33.1948,-39.3266,-32.8213,-31.6626,-50.6952,-37.9806,-44.1839,-47.3919,-41.539,-35.4856,-39.6623,-34.7999,-33.3553,-29.8926,-39.8985,-38.3735,-36.7549,-46.462,-46.2492,-34.2224,-35.6442,-32.558,-35.8696,-39.7275,-47.2711,-46.789,-42.2367,-41.1967,-46.1366,-52.1505,-27.8323,-31.8048,-41.9243,-39.2221,-31.8219,-34.9422,-41.3866,-33.7778,-30.391,-37.0557,-35.7794,-46.5909,-31.291,-34.3459,-41.274,-40.633,-32.6121,-38.1079,-39.0971,-41.8193,-26.6888,-43.3284,-53.4608,-43.055,-42.1878,-38.9855,-37.0549,-39.7145,-43.9881,-42.8617,-38.5429,-41.5466,-37.717,-34.3688,-35.716,-39.1775,-33.3594,-38.038,-31.9797,-30.6067,-33.8132,-30.333,-40.6565,-38.1135,-33.3165,-41.2036,-43.2421
-4233.39,0.393327,0.619439,3,7,0,4244.92,58.0892,23.4784,181.711,45.1737,69.0031,51.2701,18.1063,47.3078,12.2729,92.7673,101.913,25.2989,115.283,0.273827,0.136118,-36.8867,-38.9688,-33.1641,-49.4419,-40.5691,-37.9703,-40.8442,-46.8078,-40.0333,-35.3778,-50.2698,-37.8942,-40.3646,-38.1958,-39.7774,-50.5484,-44.1966,-35.9585,-39.9644,-43.6466,-34.7633,-44.7318,-43.1692,-40.5326,-39.909,-33.9046,-33.6636,-39.0752,-44.6887,-32.484,-34.0998,-39.463,-38.3244,-34.1543,-39.4231,-33.0539,-31.4662,-49.5759,-37.8817,-43.3434,-45.7735,-40.5307,-35.1933,-37.903,-34.776,-33.8409,-29.9612,-39.5646,-37.3704,-36.4274,-46.304,-46.8848,-35.1342,-35.8622,-32.6972,-36.6452,-40.5984,-46.1855,-44.8408,-42.6423,-41.5916,-44.6906,-51.7591,-28.7994,-31.8327,-41.9132,-39.0621,-31.3149,-35.7398,-40.5649,-34.7746,-30.5281,-37.5763,-35.8599,-44.0255,-32.8119,-35.1103,-40.6766,-39.9527,-33.5247,-37.4357,-39.7966,-43.0596,-27.0368,-42.1031,-53.4714,-42.8891,-40.7512,-39.2033,-36.3816,-40.068,-44.1012,-43.0837,-38.9949,-41.2636,-38.1966,-34.432,-35.1218,-40.1798,-34.1023,-38.5959,-32.3507,-30.7212,-33.903,-30.4813,-41.6291,-38.1577,-33.8452,-42.3162,-43.2356
