lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.619439
# Diagonal elements of inverse mass matrix:
# 0.00884722, 0.00509496, 0.0234436, 0.0229117, 0.00643853, 0.00790392, 0.00664915, 0.00379913, 0.0237484, 0.00914115, 0.00583694, 0.00785478, 0.15395, 0.00724912, 0.00699226
-4228.35,0.940483,0.619439,3,7,0,4234.21,61.5453,24.591,175.46,45.9254,63.5048,54.5704,17.2508,48.084,18.2656,94.7625,100.441,28.0428,177.683,0.272103,0.144262,-36.3188,-37.9441,-33.4709,-49.2868,-39.8339,-37.4659,-40.574,-46.9315,-39.085,-34.883,-49.766,-38.2,-39.6203,-38.4088,-39.1116,-49.5329,-43.8838,-35.3567,-40.1348,-43.4719,-35.0119,-44.1023,-42.9317,-40.3429,-39.5559,-33.7916,-33.6343,-38.9997,-44.2016,-32.6195,-33.7739,-39.425,-38.8253,-33.789,-39.7617,-32.8531,-31.9051,-49.8451,-37.6523,-42.9581,-46.2733,-40.9841,-35.4191,-38.6097,-34.9407,-33.618,-29.904,-39.7905,-37.7378,-36.6707,-46.1317,-46.6972,-34.8379,-35.4879,-32.7152,-36.3997,-40.3034,-46.3628,-44.7163,-42.3445,-41.4933,-44.916,-51.6126,-28.4574,-31.9885,-41.5821,-39.0084,-31.4217,-35.4759,-41.4797,-34.4791,-30.5232,-37.7324,-36.0397,-44.8048,-31.9824,-35.311,-40.967,-40.6581,-33.1229,-37.428,-39.5991,-42.8733,-26.9764,-42.7475,-52.8583,-43.3642,-43.1348,-39.2687,-36.8579,-40.5049,-44.1572,-43.055,-38.9488,-41.5978,-38.2311,-34.4048,-35.1954,-39.9903,-33.8574,-38.5693,-32.1903,-30.6835,-34.0573,-30.7404,-41.4422,-38.4211,-33.7634,-42.1516,-42.9752
-4227.84,0.846642,0.619439,3,15,0,4234.54,57.1043,26.7963,175.219,53.1069,71.067,49.4624,19.5714,57.2263,15.4004,90.8455,104.639,28.5166,168.596,0.270541,0.145239,-35.6919,-38.5616,-33.0732,-48.6074,-39.8575,-38.0937,-39.9097,-47.2929,-39.7315,-35.7407,-49.3696,-38.5247,-39.4801,-38.9322,-40.3667,-50.6304,-43.9434,-35.6123,-41.1517,-43.5056,-34.9212,-43.7888,-43.4038,-39.782,-39.8419,-34.4088,-34.312,-39.1495,-43.9623,-32.4162,-33.184,-39.602,-39.2605,-33.5886,-39.1699,-33.0211,-31.0116,-51.2979,-37.6877,-43.5484,-46.7064,-41.3482,-35.5763,-39.1455,-34.7957,-33.4309,-29.421,-39.7756,-37.9667,-36.5731,-45.9522,-46.4551,-34.4657,-35.3644,-32.5656,-36.1436,-39.8743,-46.4866,-46.2125,-42.8373,-41.436,-46.5475,-51.5916,-27.7019,-31.8959,-41.8183,-39.417,-32.0152,-35.2597,-40.3133,-33.3247,-30.3877,-37.0232,-36.001,-46.2552,-31.9492,-34.6676,-40.967,-39.8652,-32.8153,-38.1527,-39.3494,-42.0935,-26.6099,-42.4523,-53.0237,-42.7843,-42.9565,-39.1332,-36.9163,-39.9397,-44.0368,-43.2338,-38.6513,-41.0259,-37.4908,-34.617,-36.0064,-39.3804,-33.5983,-38.3188,-32.2138,-30.8417,-33.8908,-30.4616,-40.9511,-38.1594,-33.4824,-41.5796,-42.9159
-4231.64,0.863932,0.619439,3,15,0,4235.58,58.444,27.8857,186.532,49.4937,72.9702,52.7463,18.6881,53.5795,19.1474,101.879,105.853,29.6434,157.943,0.305802,0.176947,-35.5089,-37.7143,-33.1327,-48.4034,-40.2036,-37.2203,-39.3517,-47.5633,-39.3218,-35.3903,-49.6659,-38.6814,-39.4991,-38.4627,-39.0225,-49.8055,-43.3679,-35.4058,-41.1911,-44.2543,-35.1972,-44.0608,-42.3759,-39.904,-39.1345,-33.8725,-33.195,-39.0672,-44.3908,-33.0076,-33.6537,-39.6002,-38.7788,-33.4424,-39.1282,-32.9205,-32.7116,-52.1535,-38.0623,-42.8644,-45.2471,-40.728,-35.703,-39.2959,-35.0722,-33.3854,-29.9187,-39.6892,-36.7844,-36.1608,-46.2187,-46.6199,-34.4716,-35.3044,-32.911,-36.1938,-40.1011,-47.5208,-45.4547,-42.9447,-41.4201,-45.8266,-51.3278,-28.3293,-31.5247,-42.6083,-38.979,-31.6238,-35.1084,-41.9599,-33.7914,-30.6537,-37.2867,-36.1661,-45.3083,-31.7077,-36.634,-40.7609,-40.1178,-32.739,-37.4938,-39.2507,-43.1255,-26.7802,-42.4783,-53.4475,-43.0387,-44.1112,-39.2333,-36.8117,-40.5816,-44.5783,-43.8366,-38.7862,-41.4252,-37.6116,-34.4508,-35.304,-39.9805,-33.9358,-38.7393,-32.3601,-30.2846,-34.691,-30.2323,-41.5407,-38.6118,-33.9883,-42.8291,-42.6167
-4231.45,0.943504,0.619439,3,7,0,4237.96,63.4862,24.2729,186.688,46.8673,66.1493,59.0396,19.3283,57.8133,13.907,92.4353,112.845,25.9041,123.939,0.259864,0.122752,-36.3934,-38.4758,-33.3725,-49.5868,-40.5246,-38.0715,-41.3917,-46.3021,-40.0576,-35.1989,-49.8717,-37.39,-40.0808,-38.1521,-40.654,-50.6821,-44.5901,-35.6213,-40.8124,-43.9019,-34.5391,-44.0699,-43.5707,-40.242,-40.0111,-34.2129,-34.1471,-38.9762,-43.8591,-31.9948,-33.2304,-39.488,-39.5421,-33.546,-39.4282,-32.6624,-31.2091,-50.8048,-37.1335,-43.4614,-48.1894,-41.594,-35.2537,-38.6451,-34.9409,-33.572,-29.5518,-39.7853,-39.0762,-37.0425,-46.8333,-46.5279,-34.5906,-35.4729,-32.1857,-35.9501,-40.121,-46.092,-46.4049,-42.3312,-40.9025,-46.1623,-52.2615,-27.8741,-32.6213,-41.2982,-38.8025,-31.3326,-35.2361,-40.5606,-34.5142,-29.9624,-37.0906,-35.9208,-45.7899,-31.9545,-34.2063,-40.7453,-40.6218,-33.1151,-37.9866,-39.3581,-42.4152,-27.4066,-42.9885,-53.7566,-44.0853,-41.1139,-38.6982,-37.3917,-39.7362,-43.8974,-42.8807,-38.4041,-41.3136,-37.5666,-34.3943,-35.6353,-39.4435,-33.2682,-37.8138,-31.6466,-30.7083,-33.2086,-30.5157,-40.952,-37.8879,-33.1514,-41.2816,-43.9562
-4229.72,1,0.619439,3,7,0,4234.56,59.0501,27.8462,171.53,53.7495,70.1551,54.7346,17.3663,51.4178,20.6615,97.7372,107.408,29.7028,159.537,0.265267,0.124123,-36.2498,-38.5277,-33.0844,-48.8484,-38.9209,-37.3352,-40.294,-47.0965,-39.181,-35.4134,-49.4724,-38.2705,-39.2563,-38.1535,-39.846,-50.3839,-43.6302,-35.377,-40.9801,-43.0425,-34.7706,-43.8424,-43.011,-39.7813,-39.7405,-34.2691,-34.3633,-38.8097,-44.0139,-32.599,-33.6592,-39.2695,-38.8488,-34.0985,-39.6875,-33.3629,-31.3059,-50.2252,-38.2198,-43.9576,-46.9726,-41.4022,-35.3793,-38.6642,-34.5828,-33.8782,-30.3428,-39.8246,-37.979,-36.6873,-45.9861,-46.5454,-34.9863,-35.7569,-32.6649,-36.4033,-40.1908,-46.2557,-45.7763,-42.654,-41.4882,-45.5842,-51.7702,-28.5844,-31.743,-41.6814,-39.3517,-31.7209,-35.6558,-40.4368,-34.6311,-30.9489,-37.4327,-35.8689,-45.3262,-33.0773,-34.6165,-41.0457,-40.4431,-33.2869,-37.5883,-39.585,-42.3225,-26.8049,-42.8485,-52.1547,-42.7326,-42.3347,-39.1696,-36.4891,-39.9344,-44.1505,-42.9506,-38.9371,-41.4027,-38.3793,-34.3885,-35.142,-39.815,-33.7457,-38.5988,-32.3764,-30.8074,-33.7099,-30.7206,-41.2458,-38.299,-33.7718,-41.7513,-43.1237
-4232.54,0.631886,0.619439,3,7,0,4238.96,60.657,24.8936,201.01,45.8803,67.423,62.3305,21.3199,57.6212,16.5117,92.9006,107.382,29.5469,124.064,0.28078,0.15638,-35.9793,-37.8516,-33.7505,-49.6162,-40.9884,-37.8782,-41.1813,-46.5691,-39.865,-34.8993,-50.1728,-38.1302,-40.2468,-38.0845,-40.038,-50.0272,-43.8108,-35.5477,-40.4393,-44.9088,-34.9988,-43.8672,-43.2166,-39.9746,-39.6745,-33.7801,-33.3656,-38.9782,-43.8465,-32.4069,-33.3915,-39.6569,-39.3022,-33.2639,-39.7012,-32.6645,-32.8122,-51.3786,-37.2289,-43.559,-46.3981,-40.9222,-35.6465,-39.1119,-34.9088,-33.2767,-29.8808,-39.5913,-38.0253,-36.783,-46.6768,-46.7108,-34.254,-35.4268,-32.4549,-36.0018,-40.0307,-46.9414,-46.0558,-42.2743,-40.9511,-45.8551,-51.5986,-27.9199,-32.2384,-41.9973,-38.8354,-31.2704,-35.028,-42.3418,-34.1507,-29.8807,-37.5349,-36.1747,-45.8549,-31.219,-35.1893,-40.8363,-40.2977,-32.7434,-38.0803,-39.0001,-42.6639,-27.2304,-43.0053,-54.3248,-43.6433,-42.5554,-38.9107,-37.3228,-40.0299,-44.0988,-43.1253,-38.6495,-41.4703,-37.6374,-34.3099,-35.6426,-39.4984,-33.5675,-37.946,-31.9102,-30.2159,-34.0257,-30.7123,-40.9619,-37.9662,-33.2192,-41.7985,-43.1195
-4227.13,0.876086,0.619439,3,15,0,4238.23,63.8456,26.2884,183.364,49.137,70.2596,52.6842,18.3514,53.0422,17.941,102.297,108.812,27.9305,161.727,0.283942,0.131537,-36.0027,-38.1024,-33.2044,-48.5267,-39.8225,-37.4484,-40.131,-46.747,-39.3137,-35.2404,-49.6082,-37.8754,-39.4313,-38.3556,-39.48,-50.2464,-43.8965,-35.4005,-40.8831,-43.3114,-34.6521,-43.9545,-42.707,-40.0956,-39.4779,-34.1405,-33.9098,-39.0112,-44.0206,-32.5177,-33.7103,-39.5571,-38.8942,-33.8711,-39.3572,-33.1465,-31.3694,-50.1261,-37.97,-43.2017,-46.8408,-41.0318,-35.3766,-38.6527,-34.7097,-33.8193,-30.2663,-39.8323,-37.753,-36.6243,-46.4106,-46.5461,-34.8361,-35.7264,-32.6749,-36.3511,-40.3778,-46.3323,-45.6496,-42.4767,-41.175,-45.3407,-51.5768,-28.7294,-32.255,-41.4547,-39.1302,-31.5055,-35.6055,-40.0447,-34.632,-30.5737,-37.2117,-36.0603,-45.0805,-32.761,-34.9716,-40.9993,-40.5335,-33.3333,-37.7327,-39.4581,-42.7573,-27.0354,-42.7991,-53.1174,-43.2489,-42.5679,-39.0784,-36.8423,-40.1702,-44.1973,-43.0315,-38.7775,-41.4765,-38.1135,-34.2872,-34.9727,-39.7803,-33.9672,-38.5125,-32.3102,-30.6033,-33.8709,-30.4472,-41.2288,-38.2724,-33.6871,-42.0028,-43.1251
-4229.61,0.757298,0.619439,3,7,0,4234.69,66.8681,28.1576,179.43,50.5445,71.4077,52.8127,20.0368,59.9054,19.0749,94.0583,109.213,27.1633,108.038,0.266158,0.156973,-35.4729,-38.4099,-33.0599,-49.6319,-39.7554,-37.7326,-40.172,-46.9927,-39.6144,-35.4701,-49.721,-37.7761,-39.6964,-38.2823,-40.236,-50.8604,-43.6395,-35.4321,-41.7178,-44.4971,-34.6895,-43.6096,-43.1711,-39.9007,-39.6154,-33.9908,-33.8883,-38.8424,-43.7372,-32.4503,-32.8568,-39.4186,-39.4187,-33.1337,-39.0957,-32.6923,-31.5454,-52.4474,-38.0698,-43.7055,-47.2063,-41.1269,-35.2387,-39.4754,-34.8235,-33.2239,-29.317,-39.445,-38.0439,-36.2215,-46.3421,-46.2676,-34.1438,-35.8487,-32.4126,-35.7736,-39.6305,-47.69,-47.4057,-42.9192,-41.3084,-46.9419,-52.2132,-27.4106,-31.8959,-42.1269,-39.0836,-32.1739,-35.0358,-41.1486,-33.3221,-30.3847,-37.0686,-35.9718,-46.7892,-31.4718,-35.3276,-40.7378,-40.1166,-32.6624,-38.0802,-39.1629,-42.2394,-26.913,-42.557,-53.4407,-43.6968,-42.4605,-38.7979,-37.3021,-39.6563,-44.0393,-43.22,-38.3766,-41.0896,-37.065,-34.5422,-36.2394,-39.3119,-33.3733,-37.9743,-31.7894,-30.9007,-33.8078,-30.5206,-40.9762,-38.0359,-33.3757,-41.6209,-43.4522
-4231.34,0.756836,0.619439,3,7,0,4242.1,60.9851,23.3092,164.009,50.0051,65.8747,60.2098,17.4726,51.3308,12.6233,98.0885,105.736,26.4601,174.86,0.306574,0.14162,-36.0567,-37.9918,-33.2966,-47.5742,-40.5237,-37.5266,-39.6187,-47.4415,-40.0192,-35.9626,-49.7457,-38.5093,-39.3209,-39.0575,-39.0474,-50.2904,-44.4995,-35.4134,-41.4586,-41.7166,-35.1211,-44.0609,-43.009,-40.5879,-39.6509,-34.8847,-34.3128,-39.7067,-44.3974,-32.6279,-33.7706,-39.768,-38.9818,-33.6759,-38.7412,-32.8355,-32.7256,-49.8781,-37.38,-41.6191,-46.4698,-41.1797,-35.4787,-38.5614,-35.2825,-33.6197,-29.7667,-40.2113,-37.9088,-36.8654,-46.7596,-46.5794,-34.9231,-35.2389,-32.7326,-36.4131,-40.2383,-45.8075,-45.0337,-42.6119,-40.8871,-45.5379,-51.617,-28.335,-32.6198,-41.7715,-38.8685,-31.3093,-35.0664,-41.7471,-34.3708,-30.5205,-36.6845,-35.978,-44.8066,-31.9129,-35.5561,-40.8542,-40.6219,-32.9894,-37.3688,-39.3144,-42.9199,-27.0849,-42.6094,-53.08,-43.5387,-42.1083,-39.3925,-37.1071,-40.7496,-44.2653,-43.4434,-39.0425,-41.5586,-37.8377,-34.2234,-34.9642,-39.9326,-33.803,-38.7422,-32.0461,-30.4318,-33.9006,-30.0797,-41.2218,-38.7254,-33.8067,-42.0712,-43.3684
-4231.09,0.880275,0.619439,3,7,0,4237.17,57.6726,24.2238,159.218,53.0245,70.4961,60.7047,17.0199,52.3733,12.4266,95.6526,107.584,27.2314,144.708,0.293755,0.144053,-36.188,-38.5271,-32.9148,-47.7062,-40.1408,-37.5741,-39.489,-47.6256,-40.2308,-36.2603,-49.6649,-38.7618,-39.3092,-38.7841,-39.6027,-50.5626,-44.2792,-35.4796,-41.8258,-41.6314,-35.0506,-44.1654,-43.1913,-40.301,-39.8011,-34.9099,-34.3917,-39.5245,-44.5313,-32.6025,-33.6805,-39.6141,-38.7651,-33.7048,-38.593,-32.9429,-32.9003,-50.6644,-37.5414,-41.96,-46.5207,-41.2963,-35.3734,-38.4366,-35.0823,-33.5894,-29.6045,-40.0425,-37.7902,-36.7733,-46.6045,-46.5378,-34.9203,-35.1985,-32.596,-36.3544,-40.037,-45.9199,-45.5666,-43.0493,-40.991,-46.2774,-51.7732,-28.1246,-32.1206,-42.1145,-38.8619,-31.4434,-34.951,-42.0184,-34.2594,-30.6963,-36.6601,-35.7417,-45.0303,-32.1414,-35.4961,-40.7319,-40.1867,-32.9132,-37.2384,-39.3421,-42.7262,-26.9921,-42.4075,-52.813,-43.1896,-41.3067,-39.2974,-36.8287,-40.3708,-44.3561,-43.6312,-38.9823,-41.3585,-37.6467,-34.3636,-35.2353,-39.985,-33.5664,-38.6663,-31.9588,-30.5086,-33.7441,-30.0025,-41.321,-38.6978,-33.8752,-42.0121,-43.457
-4229.36,1,0.619439,3,7,0,4234.92,65.7954,27.4233,184.933,45.4339,67.7229,51.931,20.0533,57.8559,21.5774,95.5462,106.647,28.1754,139.082,0.253335,0.143467,-35.7786,-38.2502,-33.5196,-50.3113,-39.5805,-37.8282,-41.0304,-46.4291,-39.0955,-34.8391,-49.7307,-37.6798,-39.7968,-38.1961,-40.0362,-50.3219,-43.7945,-35.4859,-40.829,-45.1095,-34.7089,-43.5581,-43.1864,-39.8689,-39.508,-33.6483,-33.8554,-38.7402,-43.4426,-32.3782,-32.9106,-39.4218,-39.558,-33.2105,-39.824,-32.5946,-30.9182,-51.5782,-37.6055,-44.0006,-47.7083,-41.2798,-35.248,-39.3676,-34.7969,-33.427,-29.3177,-39.4759,-38.473,-36.5866,-46.1845,-46.2764,-34.2352,-35.7141,-32.3684,-35.816,-39.9692,-47.2959,-46.518,-42.6005,-41.5083,-46.3935,-52.0441,-27.6848,-32.0007,-41.5513,-39.1493,-31.8848,-35.1812,-40.667,-33.8817,-30.2078,-37.5995,-36.0926,-46.4524,-31.4331,-34.5545,-41.0311,-40.5036,-32.8308,-38.1899,-39.3128,-42.2721,-27.2305,-43.1717,-53.2528,-43.7702,-43.2048,-38.7482,-37.3426,-39.8212,-44.1131,-43.0058,-38.3806,-41.4548,-37.47,-34.5532,-36.0353,-39.2941,-33.3908,-37.9065,-31.793,-30.8803,-33.6619,-30.9987,-40.9618,-38.0213,-33.2771,-41.4168,-43.4294
-4228.51,0.927798,0.619439,3,7,0,4235.49,56.5664,24.9353,181.076,53.2557,71.2997,52.6665,18.0158,52.965,16.2677,92.8819,105.164,26.6652,178.291,0.271978,0.123125,-36.2125,-38.6341,-33.016,-48.6755,-39.9364,-37.9235,-40.2381,-46.7064,-39.6623,-35.5468,-49.6108,-37.9333,-39.6866,-38.6323,-40.2168,-50.4633,-44.0317,-35.7864,-40.4702,-43.333,-34.6775,-44.0156,-43.3519,-39.9133,-39.7626,-34.4622,-34.347,-39.1055,-44.0399,-32.6008,-33.7377,-39.7417,-38.7983,-34.1407,-39.6513,-33.2704,-31.1191,-49.7578,-37.6025,-43.4399,-46.7088,-41.1442,-35.3626,-38.2998,-34.7025,-33.6919,-30.1172,-39.8807,-37.9527,-36.7007,-46.0509,-46.7472,-34.9327,-35.2734,-32.5241,-36.5572,-40.2757,-45.6948,-45.6373,-42.6848,-41.3719,-45.6026,-51.4897,-28.4873,-32.1286,-41.352,-39.4067,-31.632,-35.7443,-40.0125,-34.3007,-30.4174,-37.2461,-36.1569,-45.2229,-32.9873,-34.2238,-40.9948,-40.0802,-33.3278,-37.9758,-39.6513,-42.4037,-26.7029,-42.3115,-52.8695,-42.7153,-42.2842,-39.2096,-36.6229,-40.0437,-43.9985,-43.0055,-38.9661,-41.1327,-38.0975,-34.4102,-35.4434,-39.7274,-33.9234,-38.4734,-32.3395,-30.812,-33.6001,-30.6638,-41.1394,-38.1444,-33.6431,-41.7021,-43.0261
-4228.51,0.62551,0.619439,2,3,0,4238.28,56.5664,24.9353,181.076,53.2557,71.2997,52.6665,18.0158,52.965,16.2677,92.8819,105.164,26.6652,178.291,0.271978,0.123125,-36.2125,-38.6341,-33.016,-48.6755,-39.9364,-37.9235,-40.2381,-46.7064,-39.6623,-35.5468,-49.6108,-37.9333,-39.6866,-38.6323,-40.2168,-50.4633,-44.0317,-35.7864,-40.4702,-43.333,-34.6775,-44.0156,-43.3519,-39.9133,-39.7626,-34.4622,-34.347,-39.1055,-44.0399,-32.6008,-33.7377,-39.7417,-38.7983,-34.1407,-39.6513,-33.2704,-31.1191,-49.7578,-37.6025,-43.4399,-46.7088,-41.1442,-35.3626,-38.2998,-34.7025,-33.6919,-30.1172,-39.8807,-37.9527,-36.7007,-46.0509,-46.7472,-34.9327,-35.2734,-32.5241,-36.5572,-40.2757,-45.6948,-45.6373,-42.6848,-41.3719,-45.6026,-51.4897,-28.4873,-32.1286,-41.352,-39.4067,-31.632,-35.7443,-40.0125,-34.3007,-30.4174,-37.2461,-36.1569,-45.2229,-32.9873,-34.2238,-40.9948,-40.0802,-33.3278,-37.9758,-39.6513,-42.4037,-26.7029,-42.3115,-52.8695,-42.7153,-42.2842,-39.2096,-36.6229,-40.0437,-43.9985,-43.0055,-38.9661,-41.1327,-38.0975,-34.4102,-35.4434,-39.7274,-33.9234,-38.4734,-32.3395,-30.812,-33.6001,-30.6638,-41.1394,-38.1444,-33.6431,-41.7021,-43.0261
-4229.34,0.971587,0.619439,3,7,0,4233.9,54.9429,24.9254,165.169,42.0434,59.1816,59.7314,18.2273,51.6991,15.1253,87.9031,100.042,25.5494,117.026,0.276624,0.154419,-36.1459,-38.0165,-33.3322,-49.3253,-40.3482,-37.7301,-40.7525,-46.9651,-39.8035,-35.3469,-50.0071,-37.9364,-39.8378,-38.1277,-39.2834,-50.3243,-44.2351,-35.3621,-40.6315,-43.104,-35.1597,-43.9242,-43.3727,-40.4084,-39.7204,-34.2356,-33.7885,-39.3297,-44.1028,-32.503,-33.4242,-39.3938,-39.5025,-33.3359,-39.249,-32.4725,-32.2844,-50.7284,-37.0914,-42.967,-46.5279,-41.1491,-35.4425,-39.2296,-35.4108,-33.5357,-29.2582,-39.9451,-38.3534,-36.611,-46.5835,-46.583,-34.7012,-35.3568,-32.7582,-36.0935,-40.1201,-46.5846,-45.246,-42.3811,-41.2678,-45.4008,-52.2815,-27.7609,-32.1257,-42.2032,-38.9473,-31.3434,-34.8098,-42.6955,-34.1185,-30.368,-37.0554,-35.9223,-45.1929,-30.7475,-35.2155,-40.7092,-40.4239,-32.7647,-37.6866,-39.3885,-42.647,-27.0295,-42.8974,-52.7551,-43.3845,-41.2049,-39.2644,-37.2469,-40.3867,-44.0869,-43.2268,-39.0103,-41.5512,-37.6715,-34.4363,-35.5608,-39.8115,-33.4799,-38.4239,-31.8296,-30.5039,-33.725,-30.4093,-41.2335,-38.3951,-33.5981,-41.9131,-43.4516
-4229.42,0.746674,0.619439,4,31,0,4235.46,59.9789,27.7691,177.266,44.0259,69.5444,67.4146,20.0837,53.8303,17.4682,96.7354,112.344,28.4862,120.9,0.279663,0.136423,-36.5336,-38.132,-33.1008,-48.7765,-39.8689,-37.1903,-40.4375,-46.7726,-39.5211,-35.5478,-49.6537,-37.9526,-39.4316,-37.9428,-39.6743,-50.6257,-43.7445,-35.3354,-41.3928,-43.2239,-34.7688,-43.9116,-42.858,-40.0396,-39.8306,-34.269,-34.227,-38.9261,-44.0522,-32.4254,-33.6817,-39.1614,-39.0792,-33.5978,-39.1658,-33.0153,-32.818,-50.9223,-37.2746,-43.4859,-46.7883,-41.0867,-35.1623,-38.9101,-34.8111,-34.0042,-30.3618,-39.6058,-38.1309,-36.694,-46.3592,-46.5344,-34.8892,-35.7983,-32.6755,-36.0799,-40.3785,-46.3225,-45.8782,-42.8217,-41.121,-45.6354,-51.8287,-28.5475,-31.9228,-42.2309,-38.8101,-31.0988,-34.9677,-42.2145,-35.3428,-30.8643,-37.1098,-35.5638,-44.8311,-32.2104,-35.1734,-40.6061,-40.3113,-33.2846,-37.4504,-39.146,-42.7399,-27.5871,-43.2807,-52.2614,-43.2422,-41.4924,-38.9085,-36.6733,-40.1323,-44.3855,-43.2636,-38.9274,-41.793,-38.059,-34.0784,-34.7513,-39.9083,-33.5051,-38.2545,-31.9997,-30.1732,-33.678,-30.4028,-41.2362,-38.342,-33.6662,-41.8471,-43.3745
-4229.79,0.75624,0.619439,3,15,0,4239.88,61.157,26.2646,181.93,48.2192,71.4568,65.484,17.5461,51.8782,20.0771,88.6065,111.249,26.6845,126.348,0.279715,0.141608,-36.4858,-38.2278,-32.7334,-49.1724,-39.8674,-37.0759,-40.2389,-46.5724,-39.525,-35.4309,-49.8709,-37.6531,-39.6978,-37.8459,-39.9803,-50.0918,-43.3926,-35.4669,-41.1317,-43.5333,-34.7225,-44.2119,-42.8764,-40.0884,-39.8527,-34.0715,-33.7422,-38.8308,-44.3449,-32.8467,-33.9836,-39.3705,-38.5025,-33.9111,-39.6031,-33.2162,-33.1508,-50.7461,-37.415,-43.3976,-45.9007,-40.8934,-35.1442,-38.3105,-34.7815,-33.7856,-30.5119,-39.522,-37.543,-36.4578,-46.0562,-46.9841,-34.9997,-35.47,-32.6684,-36.3436,-40.2529,-46.0113,-46.1618,-42.9653,-41.2018,-45.6908,-51.6851,-28.5137,-31.8432,-42.1347,-38.7795,-31.263,-35.3774,-42.4615,-34.9969,-30.8633,-37.4465,-35.8965,-44.4904,-32.5826,-35.6294,-40.4593,-40.0044,-33.4515,-37.268,-39.4992,-43.0038,-26.9947,-42.2915,-52.2296,-43.2813,-41.6666,-39.0477,-36.6336,-40.1144,-44.2077,-43.3006,-39.0677,-41.3657,-38.0693,-34.2611,-35.1291,-40.247,-33.6445,-38.3123,-32.1301,-30.4882,-33.8366,-30.622,-41.5978,-38.3108,-33.8086,-42.2383,-43.121
-4229.84,0.715968,0.619439,3,7,0,4238.5,68.5529,26.5736,171.257,54.4304,67.2219,50.2517,19.7859,56.4013,11.849,100.377,104.125,27.2949,123.282,0.286335,0.150767,-35.6205,-38.36,-33.5229,-48.3639,-40.3234,-37.914,-39.9063,-47.8565,-40.0566,-35.8469,-49.8248,-38.4189,-39.6098,-38.9639,-39.586,-51.2016,-44.3231,-35.436,-41.5977,-43.0467,-34.9572,-43.711,-43.2889,-40.4117,-39.7289,-34.5793,-34.2402,-39.3252,-44.0411,-32.2022,-32.9829,-39.4761,-39.4345,-33.2731,-38.4921,-32.7072,-31.3594,-50.9725,-38.5929,-42.8992,-47.0425,-41.0112,-35.3884,-39.4148,-34.9479,-33.159,-29.58,-39.8728,-37.9861,-36.3119,-46.7804,-46.1443,-34.2237,-36.0859,-32.5211,-35.9728,-39.6598,-47.552,-46.603,-42.3891,-41.0634,-45.8782,-52.1096,-27.8012,-32.3335,-41.933,-39.13,-32.1242,-35.1258,-40.53,-33.217,-30.3631,-36.5593,-35.903,-46.6535,-31.7234,-35.3958,-40.8784,-40.6015,-32.5954,-37.9414,-39.0346,-42.1214,-26.7135,-42.482,-54.209,-43.5362,-42.0688,-39.0964,-37.1634,-39.9169,-43.7952,-42.9362,-38.4923,-41.119,-37.3019,-34.2177,-35.6271,-39.1747,-33.7231,-38.3016,-32.0393,-30.7814,-34.027,-30.0103,-40.6846,-38.0884,-33.4339,-41.5815,-43.3884
