lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.245328
# Diagonal elements of inverse mass matrix:
# 0.0162851, 0.00535544, 0.0340903, 0.0159461, 0.0100249, 0.0160364, 0.00814843, 0.00520116, 0.0324414, 0.0143965, 0.0262255, 0.00996754, 0.487102, 0.0139038, 0.594178, 0.0537168, 0.065336, 0.0538195, 0.0343875, 0.251827, 0.161279, 0.0202536, 0.201722, 0.279137, 0.0484907, 0.0698622, 0.374306, 2.32938, 0.108153
-4187.05,0.997613,0.245328,4,15,0,4198.53,71.5505,32.203,196.092,51.5312,82.4385,77.9347,24.5295,56.5197,13.1663,125.88,156.93,32.7913,265.873,0.351627,0.104631,0.196962,0.193543,0.217945,0.166511,0.0853166,0.0918773,0.299072,0.246272,0.106422,0.0678592,0.230604,0.0201011,-1.77914,0.917806,-34.8215,-37.0458,-32.6132,-46.4711,-40.5483,-39.8038,-38.3306,-49.4577,-38.6309,-36.1258,-48.6116,-39.2588,-38.973,-36.5677,-40.9449,-48.6771,-43.7866,-34.7675,-41.1407,-43.1304,-35.6072,-41.178,-44.2297,-40.2072,-40.1418,-33.1663,-32.6939,-38.5611,-42.5819,-32.5793,-32.2952,-37.9532,-38.1537,-32.6027,-38.3056,-32.6588,-30.8598,-49.5782,-37.2054,-41.4849,-44.6766,-42.088,-35.7065,-38.7208,-34.9112,-34.0259,-29.5254,-39.3109,-36.7335,-36.5159,-45.5431,-46.2376,-34.6263,-35.294,-32.5645,-35.0949,-39.9687,-44.3961,-44.0637,-43.2398,-40.4275,-46.1239,-50.7689,-28.31,-31.666,-42.9849,-39.5527,-31.1296,-33.8231,-37.9085,-34.6134,-30.3117,-36.7956,-34.7047,-45.1548,-31.6474,-34.9474,-41.6404,-40.7169,-33.1086,-41.9877,-37.9741,-41.3264,-27.4293,-42.6552,-52.6991,-42.6027,-39.4151,-38.9798,-37.4952,-40.4224,-44.9277,-44.2747,-38.3732,-41.1314,-36.2615,-34.2303,-36.0563,-37.6595,-32.9385,-38.0765,-32.0374,-29.9192,-35.525,-29.6068,-38.4095,-38.6157,-34.1599,-39.6143,-42.3021
-4196.35,0.883822,0.245328,4,15,0,4208.43,74.941,30.7121,217.619,45.6704,83.3047,67.8488,21.3468,55.6748,14.8478,112.476,169.14,29.2281,291.441,0.347313,0.040453,0.144825,0.168037,0.309164,0.195391,0.0694594,0.0699719,0.289537,0.320517,0.0641613,0.0329709,0.208099,0.0609112,-1.86335,1.0237,-35.0954,-36.3692,-31.4332,-47.2794,-40.9627,-41.0554,-38.4831,-49.5517,-38.3816,-35.6349,-48.852,-37.5839,-38.6391,-36.812,-42.1755,-47.6723,-43.688,-34.9289,-39.94,-43.772,-34.9902,-41.519,-44.8543,-40.632,-40.994,-32.4108,-32.0733,-38.4408,-42.64,-32.9055,-32.6663,-38.3735,-37.5924,-33.3471,-38.7936,-33.2747,-29.6965,-47.3874,-37.7144,-42.6749,-44.5758,-42.2873,-35.6749,-37.3626,-35.1393,-34.5101,-30.0205,-39.2431,-36.1192,-37.0687,-45.5668,-47.3343,-35.2277,-35.4942,-33.0159,-35.264,-40.2606,-42.2505,-43.9213,-43.651,-41.1421,-46.4654,-50.558,-28.7677,-32.303,-42.9026,-39.8462,-30.655,-34.4532,-36.0306,-34.5592,-30.2301,-37.5121,-35.0328,-44.4022,-32.4985,-34.117,-41.6517,-40.0106,-34.1472,-43.7343,-38.9604,-40.8538,-26.2491,-40.9982,-52.0417,-41.7621,-41.0141,-39.2266,-37.4072,-40.8592,-45.1224,-45.0142,-38.4663,-40.236,-36.6618,-34.5151,-35.9769,-37.804,-33.1443,-37.873,-33.0131,-30.1576,-35.6924,-30.0491,-38.5127,-38.8794,-35.1451,-39.9016,-42.24
-4195.63,0.999478,0.245328,5,47,0,4208.17,66.6174,28.8745,192.936,58.4746,71.3482,73.565,20.2245,50.8627,17.1971,112.11,126.998,30.3084,285.924,0.347647,0.0508171,0.239223,0.201623,0.128726,0.209175,0.0931422,0.18088,0.329489,0.107196,0.0970868,0.101622,0.170079,0.0244983,-1.63917,0.78356,-34.0699,-36.9068,-32.6529,-46.9938,-41.1132,-39.062,-38.0931,-48.0138,-38.6992,-35.8842,-49.1554,-38.1376,-39.9975,-37.1077,-40.488,-49.5175,-43.3281,-35.5452,-40.2603,-43.9824,-35.2915,-41.3009,-44.1803,-40.311,-39.3074,-33.7756,-33.0731,-38.7183,-42.5563,-33.5668,-32.4859,-38.7331,-38.4101,-32.5059,-39.3729,-32.4579,-30.9247,-49.0224,-36.4795,-41.8445,-43.3834,-40.9033,-36.0342,-39.2836,-35.2812,-33.5241,-29.535,-39.4613,-36.521,-36.1058,-44.7478,-46.4621,-34.2824,-34.3491,-32.6264,-35.6884,-40.603,-44.9638,-43.2763,-43.696,-41.1554,-45.7873,-50.7774,-27.9756,-31.3627,-43.3919,-39.7603,-31.8653,-34.4131,-38.9707,-34.03,-29.9863,-37.4036,-35.6285,-44.4433,-30.3,-35.3653,-42.2465,-40.19,-32.7655,-41.2089,-38.4616,-42.3425,-27.6036,-42.887,-52.5652,-42.233,-40.2731,-39.4211,-37.4182,-40.5988,-44.8394,-44.4115,-38.6688,-41.8152,-36.6524,-34.5065,-37.1298,-37.8245,-33.3542,-38.4091,-32.2009,-30.5367,-35.6086,-30.3699,-38.731,-38.6453,-33.6541,-40.0238,-41.9277
-4200.72,0.912128,0.245328,5,31,0,4211.49,86.3446,28.6456,209.989,56.6179,76.069,80.2074,25.4504,57.5544,18.7172,121.811,160.294,32.5873,285.227,0.389279,0.0260503,0.295288,0.245009,0.200354,0.24069,0.0203664,0.0651405,0.325066,0.248577,0.0610784,0.0714455,0.218679,0.000537728,-1.47323,1.81232,-33.466,-35.9993,-31.9141,-47.3217,-42.0817,-39.9963,-37.7005,-48.6587,-38.6134,-35.6446,-49.2056,-38.0705,-40.1601,-36.0421,-41.3592,-48.1389,-43.1598,-34.8717,-40.3084,-44.7724,-35.7871,-41.0362,-43.867,-41.0189,-40.1385,-32.7738,-31.906,-38.3794,-42.4482,-33.5718,-32.2778,-38.3859,-38.3116,-32.6395,-39.0413,-32.486,-28.5939,-48.8963,-37.2076,-41.4225,-43.5451,-41.5376,-36.4675,-39.3477,-35.5279,-33.7486,-28.8763,-39.329,-35.9526,-36.2054,-45.0047,-47.1246,-34.5016,-35.8574,-32.7726,-35.3837,-40.4089,-43.5791,-44.5035,-43.947,-40.8213,-46.9657,-50.8826,-27.468,-31.885,-43.9013,-39.8089,-31.5497,-34.475,-34.3528,-33.2245,-29.5607,-37.3101,-35.4427,-44.7094,-30.251,-35.7175,-42.5366,-40.2226,-33.2292,-42.6873,-38.3089,-41.9414,-27.3588,-42.0092,-53.1578,-42.6491,-40.0342,-39.5981,-38.01,-40.4804,-45.1203,-45.2257,-38.5141,-40.9141,-36.6669,-34.9431,-37.28,-37.5179,-33.0226,-38.3803,-32.6992,-30.6939,-36.2449,-30.0753,-38.2041,-38.722,-33.6892,-39.3639,-42.0654
-4199.26,0.905917,0.245328,4,15,0,4214.62,80.3068,33.4476,202.584,52.1332,84.6843,83.5882,25.1976,55.0289,14.0211,133.482,175.969,29.2097,283.136,0.337665,0.0471161,0.208297,0.181598,0.177426,0.203023,0.0099072,0.0686389,0.326884,0.273089,0.0728481,0.0404531,0.258245,0.000855881,-1.54357,2.75316,-34.7731,-36.7429,-31.6042,-46.5385,-40.456,-40.4787,-37.6956,-48.9565,-38.2403,-36.5973,-48.3354,-38.4226,-38.9131,-36.4152,-41.74,-48.8276,-43.7586,-34.6969,-40.8546,-43.5887,-35.2436,-40.854,-44.6596,-40.679,-40.6951,-32.9675,-33.0525,-38.2109,-42.2157,-33.0278,-32.0116,-37.5751,-38.0983,-32.755,-38.2853,-32.6426,-28.0322,-48.9018,-37.1962,-41.639,-45.5459,-42.368,-35.2573,-38.455,-35.2482,-34.6902,-29.6495,-39.0264,-36.8695,-36.5025,-45.2826,-46.7143,-35.1397,-36.0593,-32.2705,-34.7403,-40.6243,-43.719,-44.0159,-44.5827,-40.7982,-46.6923,-51.2671,-28.6334,-31.6831,-43.6635,-39.4947,-30.9954,-34.0459,-33.9228,-35.6985,-30.3177,-37.0139,-34.4124,-44.1664,-32.4187,-34.6306,-41.6188,-40.3545,-34.0714,-43.3739,-38.2287,-41.3559,-28.4187,-42.5831,-52.1349,-42.5245,-39.058,-38.5969,-37.1894,-40.5379,-45.718,-45.1825,-38.3366,-41.3149,-36.1529,-34.2806,-36.3388,-37.3473,-32.6023,-37.7879,-32.1933,-30.3087,-35.5496,-29.7278,-37.8438,-38.8806,-34.6021,-39.074,-42.7063
-4202.07,0.996014,0.245328,4,15,0,4213.33,89.3954,31.2612,211.094,59.9611,86.3506,81.8721,22.8553,60.4467,19.8581,126.731,174.172,34.5635,129.515,0.399488,0.0440817,0.224558,0.195407,0.241101,0.243905,0.0269248,0.136969,0.28557,0.192644,0.0416951,0.0688432,0.206384,0.000165469,-1.76536,2.1709,-33.7212,-36.911,-31.4396,-46.663,-40.6591,-38.8993,-37.6352,-49.6543,-39.2481,-36.0572,-49.6082,-38.3447,-40.0073,-36.0367,-41.3933,-48.9149,-42.8145,-34.5557,-41.9909,-43.0101,-35.5036,-41.3902,-43.1219,-40.334,-39.9759,-32.9784,-31.9568,-38.3724,-42.708,-33.8166,-32.3594,-38.2747,-37.6903,-32.8685,-38.4816,-32.9011,-29.1734,-49.4647,-38.9483,-42.6089,-43.6467,-41.7296,-36.0277,-38.442,-34.9623,-33.7196,-29.7493,-38.8714,-35.5785,-36.4125,-45.6472,-46.9366,-34.507,-36.5145,-32.6947,-35.0863,-39.7993,-43.7589,-46.1237,-44.8305,-40.7348,-48.1618,-51.0858,-27.9931,-31.6623,-44.9523,-39.1722,-31.083,-34.2408,-34.4414,-33.3631,-30.0541,-36.9479,-35.1191,-44.7541,-31.2835,-36.0064,-41.9775,-39.8302,-33.4273,-41.6947,-38.3765,-41.5733,-27.1092,-41.1266,-52.985,-42.4092,-38.9231,-39.4068,-37.4378,-40.3472,-45.6136,-46.1581,-38.1256,-40.5397,-36.523,-34.6443,-36.1755,-37.8547,-32.8559,-38.061,-32.8963,-30.2291,-36.1311,-30.1286,-38.5747,-38.814,-33.892,-39.7664,-43.1888
-4198.01,0.983301,0.245328,4,15,0,4211.95,83.8959,33.4501,201.812,61.7221,82.17,79.7388,24.8058,54.2583,14.3444,129.428,174.852,28.6967,283.604,0.369427,0.0400432,0.220783,0.192185,0.104429,0.142879,0.0752206,0.0573408,0.344266,0.313656,0.0619764,0.0351958,0.237958,0.000745938,-1.30608,2.16798,-34.5103,-36.7845,-32.2801,-46.3735,-40.4214,-41.0929,-38.2238,-48.2757,-38.3563,-36.4957,-48.7535,-37.9725,-39.0578,-36.3927,-41.9567,-48.9156,-43.9991,-34.8165,-40.5691,-43.4715,-35.2402,-40.4335,-45.5261,-40.9147,-40.3861,-32.9935,-32.7842,-38.3266,-41.8352,-32.8757,-31.9507,-37.4768,-38.2047,-32.451,-38.6364,-32.6607,-30.8894,-47.2687,-36.5282,-41.5172,-44.0966,-42.3795,-35.6087,-38.6913,-35.353,-34.5202,-29.6373,-39.5703,-36.9197,-36.1788,-45.3809,-46.4386,-34.9131,-35.4152,-32.308,-34.9629,-40.9771,-43.5403,-44.3815,-43.2291,-40.4953,-45.0946,-51.3771,-28.8049,-32.268,-43.0229,-39.9845,-31.5799,-34.2018,-37.302,-35.9769,-30.3011,-36.7001,-34.9263,-43.7772,-32.3703,-34.1803,-42.1291,-40.7031,-34.0465,-44.2025,-38.1955,-41.6196,-27.9461,-42.7175,-52.319,-42.3936,-38.9156,-38.7547,-37.7246,-40.2068,-44.4384,-43.5231,-38.5157,-41.4951,-35.8109,-33.8518,-36.6458,-36.9339,-32.8669,-37.9796,-32.1029,-30.4811,-35.9586,-29.6564,-37.4911,-38.4865,-35.0964,-39.1096,-42.2985
-4200.84,0.955634,0.245328,4,15,0,4209.96,83.6222,32.1994,205.069,58.4037,85.0437,70.7799,27.7639,53.6645,14.2016,131,168.001,30.9246,279.771,0.393488,0.0521852,0.178313,0.20546,0.149928,0.160618,0.0709015,0.15187,0.337185,0.365051,0.0293574,0.0337959,0.232545,0.000924509,-1.54739,2.39018,-34.5523,-36.7019,-32.664,-46.6102,-40.8568,-41.4538,-38.0435,-49.2788,-38.4243,-36.119,-49.1178,-38.0596,-39.203,-36.4329,-41.7934,-48.5885,-44.2237,-35.1363,-40.1492,-44.2653,-35.6059,-40.7415,-45.4345,-41.0029,-40.3198,-32.4655,-32.3586,-38.4967,-41.9833,-32.9198,-32.1398,-37.8817,-38.0288,-32.5861,-38.6428,-32.8659,-30.4623,-46.5958,-37.2659,-41.9868,-42.8788,-42.0451,-35.6945,-38.0632,-35.4717,-34.388,-29.697,-38.9851,-36.6336,-36.526,-44.9449,-46.4412,-34.7832,-35.8362,-32.6528,-35.1663,-40.8253,-42.8265,-43.5911,-43.5611,-40.8702,-45.056,-50.328,-28.9932,-32.1183,-43.3616,-40.3735,-31.6482,-34.3265,-36.4184,-35.0512,-30.3778,-37.2664,-35.056,-43.7808,-32.1961,-34.0875,-42.4165,-40.0369,-34.0514,-44.4692,-38.5583,-41.25,-27.7131,-41.9186,-52.2242,-41.9508,-38.9215,-39.1316,-37.3961,-40.4622,-44.5789,-44.1884,-38.7333,-41.1489,-36.1092,-33.965,-36.3889,-37.1059,-33.446,-38.2749,-32.7579,-30.4504,-36.6315,-30.4421,-37.7043,-38.6926,-35.5473,-39.4637,-42.3874
-4200.35,0.999433,0.245328,4,15,0,4213.42,80.4486,34.1723,201.777,52.5729,85.3948,84.107,23.4033,54.4343,11.8492,128.689,180.212,31.4612,294.773,0.385821,0.0258348,0.124521,0.221591,0.230095,0.165913,0.0599875,0.0862414,0.375715,0.35961,0.0404208,0.0385579,0.210694,0.000525202,-1.77315,1.52922,-34.7706,-36.5864,-32.0253,-46.5514,-41.5962,-41.341,-38.4081,-50.1522,-38.3901,-36.0185,-49.013,-37.9168,-39.3732,-35.9881,-42.7339,-48.1247,-44.365,-34.8745,-40.6192,-43.6441,-35.11,-40.6306,-45.5616,-41.0462,-40.8837,-32.6531,-32.0792,-38.5592,-42.2528,-32.8506,-31.8793,-37.9304,-37.6811,-32.3893,-38.4837,-32.9969,-30.0577,-47.8668,-37.1622,-41.9766,-43.629,-42.5698,-35.7617,-37.4611,-35.1952,-34.4602,-29.782,-39.4298,-36.5521,-37.1561,-45.4544,-46.483,-34.798,-35.2696,-32.9526,-34.8421,-40.3314,-41.9053,-43.3627,-43.4581,-40.7964,-45.8628,-50.5768,-28.5589,-32.1833,-43.5086,-40.2291,-31.462,-33.7338,-36.3028,-34.6525,-30.6683,-37.1746,-34.7172,-44.3576,-31.554,-34.53,-42.2098,-40.4862,-33.7515,-44.5309,-38.3272,-40.703,-26.9683,-41.8786,-51.5921,-42.0478,-38.4188,-39.0781,-37.9069,-40.5451,-44.9214,-44.7859,-38.4689,-40.8926,-36.0035,-34.3197,-36.6302,-37.0358,-32.7731,-38.0694,-32.6508,-30.2658,-36.2724,-29.8667,-37.6055,-38.7508,-35.2178,-39.0014,-42.6291
-4201.78,0.964418,0.245328,5,31,0,4213.38,82.2535,31.7486,206.69,60.3872,82.087,83.6375,24.4084,57.9591,21.8334,124.157,160.096,26.3685,290.197,0.315747,0.0183783,0.323372,0.173221,0.163314,0.241358,0.0829937,0.0390688,0.29644,0.182174,0.0534726,0.0591632,0.192828,0.00248441,-1.87313,1.40702,-34.3289,-36.5697,-30.9731,-47.453,-40.1517,-39.8248,-37.0589,-48.0914,-37.8436,-36.7317,-48.5044,-36.631,-39.4167,-36.9904,-41.9223,-49.7452,-42.6812,-35.125,-40.9083,-44.7082,-34.5864,-40.7838,-44.5958,-40.3961,-39.7698,-33.5061,-33.6341,-38.1014,-41.9852,-33.9296,-32.0902,-38.132,-38.5038,-32.6609,-39.207,-32.2072,-31.454,-49.8601,-36.7206,-41.6477,-45.9067,-41.151,-35.3495,-39.8364,-35.1853,-33.7156,-29.3494,-39.0599,-36.4428,-35.4915,-44.4487,-46.4392,-34.5447,-35.1128,-31.7208,-35.1083,-40.2718,-44.634,-46.1208,-45.0723,-41.3662,-47.8678,-51.7784,-27.9183,-31.5151,-43.6565,-39.3412,-31.3879,-34.3234,-38.738,-35.1431,-29.6731,-37.2277,-35.139,-45.1772,-31.8914,-35.0095,-41.7021,-39.8762,-33.2676,-42.649,-38.1685,-41.6569,-27.9514,-42.1346,-52.105,-42.4305,-40.6224,-38.8061,-37.2202,-40.1859,-45.6336,-45.2411,-38.2669,-41.2461,-36.0706,-34.0707,-36.9997,-37.2597,-32.6229,-37.7206,-31.5904,-30.5169,-34.8438,-30.3144,-38.0334,-38.661,-33.6554,-39.1288,-42.0932
-4193.31,0.997838,0.245328,4,15,0,4212.78,68.2516,29.9886,207.038,50.384,71.1836,69.0059,22.2963,56.4897,14.6694,119.649,167.723,29.9065,264.944,0.359959,0.0804939,0.139813,0.170959,0.213013,0.228452,0.0344233,0.0771981,0.286815,0.14231,0.0667763,0.0409529,0.171819,0.00511705,-1.63289,1.79033,-34.2012,-36.4627,-31.8387,-46.5307,-41.2811,-40.3555,-38.4221,-48.5801,-38.9941,-35.4446,-48.8976,-37.3582,-39.6284,-36.0914,-41.3076,-48.8646,-43.7713,-34.7378,-40.2559,-42.8065,-35.0649,-41.2168,-44.4646,-40.4738,-40.7342,-33.255,-32.4475,-38.7885,-42.429,-32.8519,-32.4255,-38.4108,-38.1687,-33.1865,-38.7136,-32.9282,-27.9552,-48.0303,-37.838,-42.5733,-45.0946,-42.2344,-36.1775,-37.9139,-35.4323,-34.5888,-29.5017,-39.5947,-36.6591,-37.1685,-46.1077,-47.1588,-35.2252,-35.9081,-33.0532,-35.0646,-40.3535,-42.8851,-43.6091,-43.1824,-40.3553,-46.3103,-50.8678,-28.3251,-32.5882,-42.7777,-39.8836,-30.7318,-34.4874,-34.7055,-34.4255,-29.9328,-36.9849,-35.0498,-44.1367,-31.4092,-34.1087,-42.0089,-40.1977,-33.842,-43.2622,-38.7515,-41.2061,-26.9257,-42.1526,-52.7799,-42.2944,-37.6635,-39.37,-37.8894,-40.2513,-45.0864,-44.7798,-38.5635,-40.6879,-36.9017,-34.7616,-36.0825,-37.6428,-32.9393,-38.3234,-32.9078,-30.2229,-35.3305,-29.9496,-38.3235,-38.6082,-34.3077,-39.7513,-42.5975
-4200.09,0.957975,0.245328,4,15,0,4210.45,83.8155,29.2708,190.316,49.4445,84.3703,82.2868,20.7243,56.0863,20.2957,116.969,171.679,30.6159,270.311,0.349021,0.0663801,0.231293,0.184831,0.30534,0.138013,0.0264484,0.177145,0.314458,0.288245,0.0912992,0.0293428,0.128611,0.00360234,-1.75956,1.2251,-34.3805,-37.045,-32.4306,-47.606,-40.4398,-41.277,-38.5388,-50.4695,-38.3233,-36.0192,-48.53,-36.4715,-38.9998,-36.2066,-41.3711,-48.6123,-43.5043,-35.1843,-40.6878,-43.7883,-34.865,-40.524,-44.7673,-40.5609,-40.6727,-33.2356,-33.0232,-38.6646,-41.9416,-32.658,-32.3395,-38.2481,-38.1229,-33.0502,-38.6871,-33.1561,-29.3344,-46.8147,-37.5564,-41.0411,-44.6113,-42.3394,-35.5798,-38.3147,-35.4454,-34.3675,-29.2041,-39.2232,-37.2078,-37.1503,-45.7621,-47.1666,-35.275,-35.6374,-32.7823,-35.3168,-39.797,-42.8836,-43.8711,-43.1552,-40.36,-46.7508,-50.891,-28.2834,-32.8106,-42.9357,-39.8597,-30.7687,-33.9499,-34.4495,-34.2597,-30.2185,-37.2799,-34.684,-45.6117,-31.8612,-33.9931,-42.5404,-41.4785,-33.7731,-44.1315,-38.8726,-40.8542,-27.0537,-42.1122,-52.1685,-42.7608,-38.611,-39.5088,-38.0896,-40.6568,-44.8182,-44.336,-38.56,-40.4241,-36.5529,-35.0727,-36.8966,-37.7612,-32.797,-37.9303,-32.4058,-30.4517,-35.5337,-30.1271,-38.325,-39.2455,-35.5935,-39.1451,-42.7131
-4196.88,0.928522,0.245328,5,31,0,4216.63,74.7989,27.5287,191.618,60.578,75.1392,71.086,22.5843,55.6116,21.1354,105.711,148.38,31.0342,244.381,0.304065,0.126063,0.175094,0.173132,0.12952,0.16883,0.0543267,0.0447124,0.304373,0.200806,0.0923322,0.0440272,0.0756875,0.0619047,-1.99784,0.675122,-34.2129,-37.0315,-32.2654,-48.1686,-40.1159,-40.9461,-38.8422,-47.7112,-38.7125,-35.201,-48.8829,-36.1022,-39.1822,-37.3029,-41.9538,-49.3895,-43.1165,-34.91,-40.1094,-43.6935,-34.5327,-40.6027,-45.2246,-39.9597,-40.6285,-33.7239,-33.9964,-38.2916,-41.7525,-32.4795,-32.1056,-38.3998,-37.7535,-32.8752,-39.2766,-33.0826,-29.4754,-47.6937,-37.2515,-42.3407,-45.2263,-41.493,-35.6045,-37.8068,-35.1374,-34.1195,-29.2159,-39.4254,-37.0047,-36.9403,-45.9002,-46.7481,-34.7222,-35.9821,-32.2435,-35.3029,-40.1352,-44.0489,-45.2915,-43.1313,-40.1683,-46.768,-50.9502,-27.8383,-32.4543,-42.5209,-40.022,-31.6168,-34.5263,-36.2896,-34.6982,-29.9577,-37.588,-35.0708,-44.9787,-31.7346,-33.5862,-42.3073,-40.4488,-33.6045,-43.5848,-38.6397,-41.215,-27.5543,-42.9182,-53.0839,-42.8774,-41.2867,-39.0262,-37.9069,-40.1447,-44.5102,-43.5888,-38.432,-41.1114,-36.668,-34.9096,-37.5429,-37.2785,-32.6888,-37.8041,-32.1195,-30.8802,-34.884,-30.5701,-38.0596,-38.6763,-34.3509,-38.9833,-42.6178
-4197.24,0.962731,0.245328,4,31,0,4211.46,72.491,30.688,193.162,57.3453,76.1593,61.5188,21.6364,49.346,19.7322,109.774,158.039,26.7386,261.722,0.340195,0.0463193,0.133917,0.177907,0.129443,0.254831,0.0675152,0.115232,0.341755,0.0964768,0.0845974,0.0487612,0.131855,0.0219521,-1.99843,0.826138,-33.944,-36.9296,-31.2558,-46.7242,-40.5302,-39.6555,-37.3951,-48.2131,-38.7467,-35.7553,-48.9249,-36.3272,-39.4711,-36.7988,-41.176,-49.6582,-43.3556,-35.1796,-40.2752,-43.33,-34.5795,-40.866,-44.2945,-40.3391,-40.4497,-33.2137,-33.1773,-38.4759,-42.3576,-33.8236,-32.4271,-38.4113,-37.4379,-33.1674,-39.1603,-33.1228,-28.9275,-47.8676,-37.4991,-42.609,-43.7138,-41.5979,-35.6365,-37.2977,-35.0959,-34.7014,-29.6148,-39.0864,-35.9486,-36.7124,-45.1687,-47.0319,-35.2059,-35.8916,-32.9468,-35.2182,-41.0195,-43.3553,-42.5772,-45.0292,-41.1172,-46.7071,-50.7468,-28.3916,-31.8677,-44.3074,-39.9298,-31.6206,-34.8966,-36.2546,-35.0406,-30.528,-37.662,-35.318,-42.7513,-32.0271,-34.9078,-41.7225,-39.32,-34.0662,-42.7182,-38.7749,-41.8547,-27.9253,-42.0135,-51.6103,-41.973,-38.5706,-39.1636,-37.042,-40.6127,-45.6475,-45.8577,-38.6111,-41.4743,-36.7644,-34.6397,-36.6395,-37.5998,-33.055,-38.3253,-32.8625,-30.8704,-35.8762,-30.7398,-38.367,-38.8194,-34.3429,-39.8001,-42.8495
-4198.81,0.899635,0.245328,4,31,0,4216.35,72.8025,26.5359,185.677,47.8669,67.9453,53.8344,23.1678,51.723,17.2244,114.436,143.52,25.9672,266.131,0.319479,0.130704,0.152949,0.18716,0.181673,0.234278,0.166414,0.0768521,0.328053,0.193245,0.0959596,0.0474325,0.276609,0.0641775,-1.9963,0.833095,-34.101,-36.5764,-32.0573,-47.6341,-40.2598,-41.0269,-38.2981,-48.2326,-38.702,-35.0379,-48.8267,-38.2828,-38.7346,-37.1674,-40.624,-48.1696,-44.0832,-34.5866,-39.4311,-43.1763,-35.7118,-40.5839,-45.3384,-40.8836,-40.0162,-32.2722,-32.3823,-38.5895,-41.9145,-32.8125,-32.0532,-38.391,-38.1018,-32.6584,-38.856,-32.0912,-31.2446,-48.1412,-37.2654,-41.2746,-45.2993,-42.2788,-35.6682,-37.6751,-35.6774,-34.035,-28.209,-39.2449,-36.6727,-36.7542,-45.7737,-46.3962,-34.8791,-35.5279,-32.7246,-35.2655,-40.3327,-44.1937,-43.0615,-43.6762,-40.6167,-46.1891,-51.2278,-27.8279,-32.228,-42.6993,-40.3416,-31.7774,-34.5679,-40.174,-34.6184,-29.7844,-37.5489,-35.3999,-44.5334,-30.976,-34.2636,-42.1026,-40.2497,-33.2269,-43.6498,-38.6768,-41.536,-27.5207,-41.9857,-52.83,-42.9828,-40.5927,-39.3377,-38.1907,-40.8631,-45.037,-44.7232,-38.8915,-41.2105,-36.2827,-34.5497,-37.2505,-37.2641,-33.2608,-38.5032,-31.7996,-30.9091,-35.6189,-30.4914,-38.1896,-38.8048,-34.0865,-39.587,-42.9774
