lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.285945
# Diagonal elements of inverse mass matrix:
# 0.047283, 0.00808208, 0.0267171, 0.0192037, 0.00799352, 0.0141784, 0.016759, 0.00549323, 0.0383427, 0.0386746, 0.0347925, 0.0114097, 0.200294, 0.0201165, 0.197517, 0.0430466, 0.0163944, 0.0832728, 0.0371985, 0.0534652, 0.113465, 0.0492986, 0.0650308, 0.158671, 0.0409211, 0.0256407, 0.089196, 0.0233717, 0.140292
-4210.23,0.932803,0.285945,5,47,0,4221.99,56.0245,30.5618,189.091,51.6247,62.2272,59.297,25.2627,49.4676,16.9277,108.835,143.994,28.1445,187.384,0.105449,-1.32305,-1.26399,-1.40222,-1.10696,-1.77216,-1.54339,-0.688981,-1.70234,-1.2854,-0.958164,-0.857232,-1.46058,-1.46339,-1.31464,0.412625,0.266321,0.282525,0.246051,0.330563,0.169966,0.213657,0.502087,0.182256,0.276541,0.383597,0.424335,0.232102,0.23145,-36.1557,-39.8264,-32.9752,-47.6019,-39.5902,-36.8492,-40.2646,-45.5321,-39.4821,-35.9267,-49.4897,-38.1902,-39.7498,-37.7688,-39.6202,-50.2203,-44.4673,-35.7751,-41.012,-43.9704,-34.4541,-44.4666,-43.0572,-39.6323,-39.711,-33.4487,-34.1585,-38.4068,-43.119,-32.8427,-32.8602,-38.8283,-39.0194,-33.2172,-40.317,-32.2804,-28.6166,-51.368,-36.331,-44.8171,-46.0571,-41.5557,-34.85,-37.6807,-35.004,-33.6642,-30.691,-39.1675,-39.6291,-37.2153,-44.8146,-46.0817,-34.4878,-34.7333,-32.6642,-35.6359,-40.4569,-44.9921,-43.3975,-43.5567,-42.1447,-47.2747,-51.2355,-28.178,-31.1448,-41.4898,-39.5768,-31.3183,-35.1473,-41.0632,-33.6845,-30.8605,-37.8649,-36.3012,-45.7796,-30.7401,-33.0852,-41.6022,-40.6831,-32.7994,-37.7979,-39.4176,-42.1581,-27.2116,-44.0793,-51.5408,-43.1893,-40.885,-38.8809,-36.3064,-40.2019,-44.6881,-43.5976,-38.7916,-42.2944,-38.1281,-33.9318,-34.2694,-39.4528,-33.4562,-37.7933,-31.89,-30.7254,-32.9458,-30.9232,-41.4089,-38.463,-32.9148,-42.0554,-43.8293
-4211.07,0.994286,0.285945,4,15,0,4222.68,89.2024,29.3272,178.467,60.9141,58.6034,47.588,26.7933,47.2471,17.7472,133.496,136.608,27.7879,104.316,0.107296,-0.44729,-1.20906,-1.23455,-1.2139,-1.7724,-1.53954,-0.378844,-1.72229,-1.0902,-0.457133,-0.86557,-1.18125,-1.40175,-1.34352,0.507347,0.639358,0.298477,0.290966,0.297036,0.169924,0.214479,0.684652,0.178656,0.336149,0.633096,0.420811,0.306895,0.246167,-34.5376,-40.5296,-32.7039,-48.3322,-39.3156,-36.7837,-39.3785,-46.2629,-40.4333,-36.4822,-49.8897,-37.6946,-39.6768,-37.5941,-38.604,-51.1626,-44.6553,-35.7146,-41.4186,-42.8594,-34.3902,-44.0958,-42.5761,-39.3945,-39.6887,-33.637,-34.1459,-38.8233,-42.8317,-32.8217,-32.6039,-38.9893,-39.0263,-33.3109,-39.1381,-32.5568,-28.9143,-50.4965,-38.279,-44.363,-44.9316,-41.9773,-35.1883,-37.7231,-34.9964,-33.2855,-30.953,-39.7792,-39.3836,-36.9326,-45.9418,-45.8128,-34.2956,-35.8114,-32.7785,-35.7533,-39.752,-45.9716,-43.4997,-43.0915,-41.8256,-47.2244,-51.3985,-27.7127,-31.2999,-42.0199,-39.7242,-32.0805,-35.5759,-39.6712,-32.4433,-30.9504,-37.1296,-36.4164,-45.8464,-30.8365,-33.2194,-41.4505,-40.9962,-32.3383,-38.1798,-39.3431,-41.7502,-26.7193,-43.4783,-52.173,-43.5263,-38.6347,-39.1304,-36.6026,-39.8161,-44.1538,-43.3441,-38.7251,-41.6717,-38.0086,-34.0159,-34.1465,-39.1053,-33.876,-38.1942,-32.121,-31.2482,-33.2648,-30.5177,-41.1381,-38.2914,-33.047,-42.1427,-44.6765
-4213.37,0.972024,0.285945,4,15,0,4230.12,85.3652,28.1404,202.203,61.7309,68.5827,62.231,17.453,52.1793,23.186,130.576,146.293,30.4264,220.854,0.118617,-1.11027,-1.22475,-1.33717,-0.92703,-1.67964,-1.56395,-1.44195,-1.6533,-0.777297,-0.644599,-0.990937,-1.2091,-0.905828,-1.28411,0.353119,0.329471,0.293831,0.262589,0.395727,0.186441,0.209307,0.236466,0.191417,0.459647,0.524873,0.371229,0.298466,0.404207,-34.3389,-39.802,-32.9359,-47.4041,-39.9162,-35.9111,-39.3054,-45.3761,-39.7145,-35.9971,-49.6722,-37.9474,-39.7121,-38.1747,-39.1823,-50.2958,-43.9041,-35.73,-41.8455,-44.6335,-34.0553,-44.0882,-41.9104,-39.7109,-39.5405,-32.6715,-33.8608,-38.2082,-42.959,-32.5627,-33.1187,-38.8428,-38.6975,-33.1338,-39.492,-32.6517,-31.182,-51.3925,-36.3741,-43.518,-45.8726,-41.7389,-34.7866,-37.439,-34.7382,-33.655,-31.2984,-39.1279,-39.1307,-37.3826,-45.5387,-46.3449,-34.4107,-35.0153,-32.665,-35.7483,-40.0634,-45.5516,-44.473,-43.4875,-41.4433,-48.0509,-50.1611,-28.1464,-31.6715,-41.4239,-38.8707,-31.1088,-35.387,-41.4408,-34.0466,-30.8822,-37.6695,-36.2749,-45.6667,-30.9405,-34.3979,-41.1672,-41.1994,-32.8485,-37.3462,-39.5638,-42.6848,-27.5339,-43.7841,-52.654,-45.0199,-42.5762,-38.6201,-36.8994,-40.3461,-44.6546,-43.6974,-38.3994,-42.0165,-38.0271,-34.472,-34.4499,-39.8519,-33.3869,-37.5438,-31.5812,-30.783,-33.3092,-30.4793,-41.8203,-38.5603,-33.1874,-42.4267,-44.084
-4213.33,0.871031,0.285945,4,15,0,4231.18,59.4331,30.824,197.563,69.8665,65.5769,55.3819,21.7361,52.8937,18.2566,145.094,141.327,30.799,198.034,0.110373,-1.05514,-1.28372,-1.28938,-0.742655,-1.83509,-1.56655,-1.51141,-1.62609,-1.05857,-0.696277,-1.01757,-1.44579,-1.01845,-1.26609,0.363705,0.348144,0.277004,0.275443,0.475849,0.1596,0.208765,0.220599,0.196698,0.34695,0.498437,0.361473,0.23556,0.361154,-34.8039,-40.1256,-33.309,-46.0419,-39.3023,-36.6387,-39.1494,-46.6987,-40.1146,-36.6,-49.4425,-38.8941,-39.3542,-38.2128,-38.8329,-51.8687,-44.3218,-35.8848,-41.8897,-44.0511,-34.3469,-44.2787,-42.9867,-38.8886,-39.4091,-33.3846,-35.1388,-38.4636,-43.017,-32.5469,-32.8163,-38.5887,-39.0257,-33.3444,-39.5423,-31.9455,-28.8907,-52.6138,-36.5955,-44.5989,-46.0788,-41.6458,-35.1713,-37.8414,-34.725,-33.788,-30.5255,-39.0364,-39.4692,-37.4027,-45.2393,-45.8861,-34.5724,-35.0171,-32.5648,-35.5077,-40.1509,-46.2352,-42.9686,-43.2677,-41.9802,-47.4567,-50.5706,-28.0365,-30.9754,-41.8403,-39.5399,-31.0768,-35.2208,-41.323,-33.6964,-30.8809,-37.6005,-36.0682,-46.1173,-30.8438,-33.4348,-41.2452,-40.8185,-32.3101,-38.1337,-39.7189,-41.8543,-27.5726,-44.4237,-52.1871,-43.1058,-41.7477,-38.8153,-36.1177,-40.1361,-44.9641,-43.6614,-38.6416,-41.957,-38.12,-34.3342,-34.578,-39.4759,-33.506,-38.1085,-31.703,-30.8395,-32.7802,-30.8119,-41.467,-38.4272,-32.7129,-42.4574,-43.8791
-4211.13,0.941799,0.285945,4,31,0,4225.96,65.7095,32.6874,190.167,77.0449,59.134,63.9966,20.6676,51.4191,17.083,136.233,138.254,29.4065,173.562,0.120779,-1.39121,-1.27722,-1.29252,-0.806642,-1.7803,-1.54038,-1.29153,-1.61183,-1.07792,-0.507535,-1.09051,-1.34711,-1.10115,-1.24074,0.362327,0.248775,0.278812,0.274577,0.446354,0.168588,0.214299,0.274849,0.199522,0.340302,0.601978,0.336045,0.259991,0.33249,-35.28,-39.4096,-33.1665,-46.4121,-39.2249,-36.287,-38.99,-47.5047,-39.6933,-36.3495,-49.4219,-38.3267,-39.3557,-38.3836,-39.1232,-51.5687,-43.9462,-35.4611,-42.3063,-43.9337,-34.4367,-44.3524,-43.0584,-39.7269,-40.3394,-33.6246,-34.7586,-38.161,-43.5603,-32.3537,-32.8525,-38.0676,-39.1249,-33.4027,-39.1314,-32.2984,-30.1536,-52.3845,-37.3609,-44.4474,-45.5505,-41.6633,-35.0422,-38.3333,-34.8084,-33.5506,-31.2729,-39.1179,-39.3838,-36.6729,-45.2797,-46.1416,-34.4761,-35.6288,-32.809,-35.3521,-39.3721,-46.7879,-44.6791,-42.4918,-41.5537,-46.6988,-51.0516,-27.7685,-31.4863,-41.8928,-38.9339,-31.369,-35.2861,-42.7227,-33.4606,-31.358,-36.9995,-35.7794,-46.4445,-31.0039,-35.0072,-40.4563,-41.4715,-32.3052,-37.6477,-39.398,-41.594,-26.7765,-43.6079,-51.789,-44.0563,-41.9203,-38.8011,-36.3818,-39.8605,-43.8671,-42.8503,-38.4877,-41.3102,-38.0163,-34.1004,-34.3689,-39.5451,-33.2583,-37.694,-31.8054,-30.7358,-33.1752,-30.2489,-41.4117,-38.0287,-32.8333,-42.4709,-43.6018
-4214.46,0.889946,0.285945,4,15,0,4225.09,64.9163,26.7497,193.333,69.3092,65.1707,62.1439,19.1871,55.0086,16.369,142.555,143.17,30.5727,119.152,0.107445,-0.887174,-1.14129,-1.41379,-0.874955,-1.83353,-1.12303,-1.15079,-1.50928,-1.24692,-0.802474,-1.02359,-1.3154,-1.3682,-1.15876,0.276504,0.411818,0.319408,0.243219,0.416881,0.159848,0.325292,0.316385,0.221069,0.287388,0.448219,0.359303,0.268368,0.254565,-35.3481,-38.6967,-33.0977,-46.9699,-40.1957,-36.837,-40.2597,-46.1741,-40.757,-36.2869,-50.3682,-38.1413,-40.3155,-37.1999,-38.9785,-50.5779,-44.6769,-35.8499,-41.7306,-44.3586,-34.118,-44.0767,-43.0243,-39.0918,-39.3489,-34.0523,-34.1719,-38.6494,-43.5403,-32.9899,-32.9055,-39.6731,-38.6457,-33.4033,-40.167,-31.9948,-29.4103,-51.9727,-37.7822,-43.6433,-46.966,-42.0558,-35.6557,-37.0969,-34.5969,-33.7373,-29.4485,-39.8716,-38.9519,-37.8044,-47.1113,-45.7685,-34.6906,-35.0631,-32.3753,-35.5486,-40.2707,-45.61,-44.2258,-42.7767,-40.6205,-47.8054,-51.343,-27.9476,-31.7192,-41.1943,-39.1645,-31.1461,-35.1734,-41.4506,-33.6837,-30.137,-37.4217,-36.36,-45.5001,-31.0633,-33.422,-41.5998,-40.7897,-32.3052,-37.7282,-39.1902,-42.6401,-27.2771,-43.7379,-54.4739,-43.5412,-40.0587,-38.7894,-36.7,-39.7511,-45.0095,-43.5979,-38.383,-41.644,-37.8684,-34.4508,-34.3236,-39.2698,-33.2533,-38.4049,-31.694,-30.799,-32.89,-30.7291,-41.0338,-38.4216,-32.7917,-42.0344,-44.4897
-4213.89,1,0.285945,4,15,0,4225.55,71.9096,24.625,201.292,49.6009,64.4619,43.1431,24.0166,49.5478,19.4417,119.957,107.815,28.4342,186.567,0.129304,-1.37252,-1.09772,-1.16008,-1.41319,-1.5524,-1.6963,-0.771996,-1.7037,-1.05526,-0.824396,-1.30721,-1.27059,-1.47604,-1.28145,0.352829,0.253467,0.333632,0.31346,0.243366,0.21174,0.18336,0.46209,0.182009,0.348102,0.4385,0.270574,0.280667,0.228541,-34.2037,-40.7052,-33.3004,-50.3826,-39.8981,-37.5002,-40.1239,-45.6351,-39.927,-35.0732,-49.5353,-38.172,-39.8224,-39.0318,-39.2264,-49.2228,-44.7723,-36.0179,-39.7754,-43.7784,-34.6809,-43.6079,-42.6145,-39.9433,-39.3876,-32.4929,-33.0674,-39.1889,-42.5236,-32.2478,-32.7085,-39.8923,-38.9272,-33.2289,-39.383,-32.4391,-29.0871,-50.2189,-37.2253,-41.944,-46.3144,-42.3039,-35.3136,-37.4026,-35.2115,-33.0532,-30.2514,-39.4841,-39.3598,-37.6754,-46.2079,-46.2002,-34.1202,-35.2764,-32.1211,-35.8946,-39.9048,-46.2229,-43.4468,-43.1121,-42.1631,-48.2024,-51.1686,-27.6303,-32.3829,-41.0136,-39.2883,-31.7604,-35.6224,-39.1597,-33.1803,-29.8279,-38.2342,-36.5141,-45.7043,-31.1861,-33.4335,-41.8866,-41.3085,-32.4591,-38.739,-39.2798,-42.3745,-27.6224,-43.6033,-54.0325,-45.0579,-42.2441,-38.9086,-37.8202,-40.3015,-44.3508,-43.6179,-38.3477,-41.7737,-37.6199,-33.9197,-34.7649,-38.8811,-33.859,-37.7628,-31.5958,-30.6089,-33.425,-30.9454,-40.831,-38.5722,-32.8572,-41.7558,-44.6132
-4215.53,0.988367,0.285945,4,15,0,4230.53,75.3228,28.3283,183.195,61.0062,60.6619,66.7114,16.2051,52.4038,15.4261,140.926,146.472,30.525,119.291,0.0982529,-1.1567,-1.06692,-1.49739,-1.07274,-1.81332,-1.28202,-1.45241,-1.42967,-0.992617,-0.610933,-0.858013,-1.28467,-1.49589,-1.22279,0.262191,0.314522,0.344065,0.223714,0.342069,0.163111,0.277476,0.234005,0.239388,0.370606,0.542844,0.424004,0.276741,0.224048,-35.0145,-38.7592,-33.4908,-47.3755,-40.4871,-36.1871,-40.9092,-45.8292,-40.5473,-36.1304,-50.2665,-37.9183,-40.359,-37.4861,-38.3411,-50.3107,-44.1821,-35.5831,-41.6976,-44.1955,-34.0411,-43.724,-42.8972,-39.9852,-39.5025,-34.0118,-34.3644,-38.6624,-43.3995,-32.5341,-33.1337,-39.5505,-38.4617,-33.3862,-39.7589,-32.4702,-29.8251,-49.2446,-38.0285,-43.6824,-46.0284,-41.1439,-34.9181,-37.2649,-34.4556,-33.5373,-31.028,-39.6933,-38.6028,-37.3677,-46.8425,-45.9081,-34.5426,-35.8724,-32.5485,-35.8607,-40.2113,-45.3112,-45.3503,-42.6681,-40.419,-46.4244,-51.2265,-28.4615,-32.4579,-41.4435,-39.069,-31.6451,-35.389,-41.9626,-34.0432,-30.6412,-37.3197,-36.2297,-45.3477,-31.223,-33.9444,-41.5172,-41.1317,-32.6809,-37.4632,-39.5414,-42.6646,-27.2933,-43.5207,-54.1891,-43.7378,-39.8264,-38.8983,-36.3949,-39.8259,-44.3667,-42.9538,-38.6574,-41.9287,-38.4682,-34.4401,-34.185,-39.6755,-33.5364,-38.0512,-31.8223,-31.2009,-33.2117,-30.3202,-41.3313,-38.2555,-33.5079,-42.0514,-44.2082
-4220.57,0.392023,0.285945,4,15,0,4245.68,68.9977,32.5981,192.054,57.5368,63.0749,65.7008,18.8732,53.6154,18.3732,111.069,135.093,27.6039,81.1969,0.127156,-1.06808,-1.41034,-1.3936,-1.01722,-1.91687,-1.22963,-1.0685,-1.69914,-0.961899,-0.853585,-1.08519,-1.30069,-1.17158,-1.19259,0.297627,0.343666,0.244061,0.248181,0.361598,0.147066,0.292401,0.343523,0.182841,0.382166,0.425885,0.337836,0.272343,0.309877,-34.022,-39.2735,-32.1144,-48.5487,-39.9094,-36.6238,-39.7837,-45.711,-40.2283,-36.9899,-50.4885,-37.9115,-40.8989,-37.216,-39.649,-52.2274,-43.9062,-36.0462,-42.241,-45.2877,-34.3402,-44.1026,-42.9818,-39.4149,-39.958,-34.0581,-34.448,-38.0084,-43.0311,-33.0864,-32.5521,-38.4911,-38.8867,-32.9358,-39.6708,-32.1824,-30.4078,-52.9659,-37.718,-46.4675,-45.2969,-41.9032,-35.0698,-38.3319,-34.8121,-33.8005,-29.8798,-39.1879,-38.9107,-36.4435,-45.3126,-46.3144,-34.3984,-35.5522,-33.0772,-35.2602,-39.9858,-47.1567,-45.9952,-43.5766,-41.8666,-48.1445,-51.5564,-27.2682,-30.4769,-42.3596,-39.5765,-31.5812,-35,-43.1769,-33.038,-31.3069,-37.0319,-35.7944,-46.0612,-29.6672,-33.9276,-41.1483,-40.3659,-32.4993,-37.9965,-39.5547,-42.037,-26.4662,-43.4834,-51.445,-43.4643,-40.7249,-38.766,-36.3682,-39.5233,-44.6144,-43.6135,-38.5051,-41.6472,-37.5174,-34.8192,-35.33,-39.5017,-33.036,-37.827,-31.9437,-31.1396,-33.3185,-30.3227,-41.5649,-38.2976,-32.8442,-42.2493,-44.2521
-4209.51,0.989822,0.285945,4,15,0,4228.91,62.5628,27.4212,182.16,54.6568,59.2169,46.669,20.1638,50.6418,18.7822,132.504,137.05,30.0556,216.781,0.105813,-1.19452,-1.1905,-1.28604,-1.25541,-1.60881,-1.66385,-0.892188,-1.64543,-1.26744,-0.525387,-0.951059,-1.37317,-1.72305,-1.41242,0.451594,0.302851,0.30407,0.276364,0.28496,0.200125,0.189409,0.409758,0.19293,0.281551,0.591326,0.386332,0.253302,0.178522,-35.3659,-40.0769,-33.3511,-47.6342,-39.0682,-36.9452,-40.125,-45.9085,-39.8386,-35.2226,-48.8657,-38.2693,-38.9072,-38.3433,-39.0992,-49.1184,-44.8834,-35.2692,-40.777,-42.3443,-34.4787,-44.0701,-42.6906,-39.576,-39.7524,-33.3694,-33.7034,-39.0458,-42.9947,-32.3999,-32.7318,-39.4585,-39.5454,-33.2566,-39.8554,-32.2774,-28.428,-50.6128,-37.3586,-43.4443,-46.4927,-42.6735,-35.6018,-37.9782,-35.2034,-33.3758,-30.3183,-40.0128,-39.9005,-37.9197,-45.9529,-45.8758,-34.3722,-35.0976,-32.4828,-35.7399,-40.0466,-44.7673,-43.1055,-42.7531,-41.6729,-47.6794,-51.5853,-27.7198,-32.3956,-41.2723,-39.3267,-31.3816,-35.3508,-39.09,-33.0052,-30.3855,-37.6913,-36.7079,-45.9327,-31.0672,-33.2437,-41.7595,-41.4451,-32.4541,-37.8286,-39.3665,-42.1022,-27.0724,-44.2511,-52.5168,-44.026,-40.8122,-38.9681,-37.3681,-40.2742,-44.4188,-43.4862,-38.4928,-42.0614,-38.0159,-34.0616,-34.223,-39.183,-33.4892,-37.9959,-31.728,-30.6658,-33.0631,-30.6863,-41.1214,-38.5694,-32.8428,-41.8899,-44.4403
-4207.82,0.929677,0.285945,4,15,0,4219.47,78.9561,26.544,185.614,60.7854,64.3713,53.6813,24.4996,47.332,16.5344,124.535,158.023,27.6952,191.989,0.106518,-1.01941,-1.31735,-1.19888,-1.13941,-1.67221,-1.62294,-1.09344,-1.6415,-1.2521,-0.877136,-0.786363,-1.40492,-1.53665,-1.36283,0.302858,0.360808,0.267845,0.301532,0.320008,0.187832,0.197317,0.335062,0.193689,0.285904,0.415973,0.455498,0.245388,0.2151,-36.0638,-40.4406,-33.0092,-46.6844,-39.2398,-36.6313,-39.0268,-46.6821,-39.8593,-36.2758,-48.8924,-38.2336,-38.5839,-38.6474,-39.159,-50.7686,-44.5237,-35.3569,-42.3938,-41.8968,-34.3051,-45.3888,-42.3184,-39.8288,-39.6084,-33.5083,-35.0621,-38.8218,-43.7841,-32.4328,-33.2225,-38.7946,-38.8047,-33.5825,-39.0843,-32.2934,-29.734,-51.7101,-37.4627,-43.0481,-46.083,-41.3364,-34.794,-37.3429,-34.6447,-33.2521,-30.8664,-39.1681,-39.2891,-37.1806,-45.4501,-45.9729,-34.4088,-35.8807,-32.1708,-35.865,-39.9656,-45.1394,-42.8508,-43.1657,-41.8079,-46.8212,-51.2117,-28.0779,-31.8603,-41.5342,-38.9215,-31.3325,-35.5989,-39.9316,-33.6035,-30.8293,-37.7015,-35.9951,-45.7558,-32.0665,-34.6909,-40.7695,-40.8829,-32.7076,-37.0496,-39.5908,-42.4642,-27.7253,-43.4755,-51.5305,-44.1682,-40.5985,-38.6959,-36.3685,-40.0783,-44.3485,-43.2715,-38.5192,-41.7983,-38.179,-33.9664,-34.1135,-39.9274,-33.6811,-38.0409,-31.6246,-31.0151,-33.0188,-30.718,-41.9735,-38.2973,-32.8896,-42.8285,-44.1334
-4207.49,0.788946,0.285945,4,31,0,4226.81,58.8135,29.0661,196.332,65.9039,67.6564,61.3046,22.7502,51.2862,16.2032,115.001,147.936,32.342,146.922,0.129718,-1.33471,-1.21177,-1.22083,-0.979034,-1.66753,-1.5133,-0.678532,-1.66318,-1.23699,-0.802236,-0.967317,-1.4125,-1.54758,-1.23808,0.312863,0.263234,0.297671,0.294985,0.375674,0.188712,0.220183,0.507361,0.189535,0.290256,0.448326,0.380101,0.243534,0.212763,-36.0184,-40.06,-32.8363,-46.6034,-39.3015,-36.495,-39.3543,-46.4752,-40.2056,-36.1327,-49.228,-39.3823,-39.2218,-37.6339,-40.1675,-49.465,-44.0161,-35.3639,-42.3344,-42.4828,-34.6193,-45.2703,-42.6088,-39.5092,-40.0555,-33.3001,-33.534,-38.369,-44.0221,-32.5378,-33.1149,-38.7323,-38.6201,-33.3235,-39.4435,-32.3988,-30.2942,-53.3327,-37.1008,-43.5449,-45.7322,-42.2027,-35.3906,-37.4543,-34.9074,-33.3657,-30.5083,-39.149,-38.961,-37.4964,-45.517,-46.2707,-34.4516,-34.7826,-32.4981,-35.4892,-39.6711,-45.3897,-44.0499,-43.1789,-41.5144,-48.5834,-51.4613,-27.6418,-31.1179,-41.8164,-38.6816,-30.9073,-35.0465,-41.7768,-33.2347,-30.8978,-37.7067,-35.8243,-45.7492,-31.1425,-34.8454,-41.0274,-40.4441,-32.4164,-36.977,-39.3125,-42.5331,-26.871,-43.4128,-52.2003,-43.9322,-40.3966,-38.6325,-36.6396,-39.7365,-44.6246,-43.7333,-38.2759,-41.5541,-37.6964,-34.0361,-34.2639,-39.8345,-33.072,-37.836,-31.6071,-30.3048,-33.131,-30.4402,-41.8733,-38.5714,-32.7561,-42.8847,-43.8852
-4210.4,0.650185,0.285945,4,15,0,4225.58,80.3775,27.6764,202.857,64.9216,67.7374,54.8141,24.5143,52.052,13.6276,120.668,131.835,26.1708,109.259,0.107739,-0.901929,-1.2183,-1.16803,-1.07907,-1.48941,-1.52885,-1.09312,-1.58463,-1.13614,-0.906375,-1.00796,-1.47208,-1.42739,-1.13585,0.284819,0.405786,0.295732,0.310979,0.339912,0.225505,0.216784,0.335171,0.205023,0.321056,0.403986,0.364961,0.229448,0.239933,-35.4961,-40.4088,-33.5064,-47.3432,-39.9181,-37.2399,-40.122,-46.4004,-40.514,-36.025,-49.8235,-38.22,-39.6784,-37.9398,-39.7144,-51.2214,-44.7018,-35.6378,-41.0475,-42.62,-34.3967,-44.154,-43.1632,-39.7045,-39.4652,-33.5979,-34.4084,-38.7263,-43.0765,-32.0914,-32.9696,-38.7881,-39.4633,-33.5488,-39.128,-32.479,-29.9634,-51.0207,-37.7662,-43.7985,-47.0506,-41.352,-34.8586,-37.9405,-34.9312,-33.029,-31.2698,-39.3707,-39.6501,-37.0847,-46.1627,-46.0886,-34.245,-35.8652,-32.0081,-35.9568,-39.7442,-46.1894,-44.6208,-42.7908,-41.5422,-46.6671,-52.2251,-28.2901,-31.6863,-41.7161,-39.3585,-31.772,-35.6507,-39.7161,-33.4166,-30.1862,-37.0252,-36.1261,-46.8079,-32.6688,-33.5272,-41.0144,-40.8752,-32.8088,-38.3308,-39.2125,-41.6415,-27.1786,-43.1891,-53.4416,-43.7313,-39.4887,-38.7714,-36.6018,-39.7099,-43.9757,-43.0352,-38.6628,-41.462,-37.8095,-33.1598,-34.5874,-39.1121,-34.1061,-37.745,-31.648,-30.9168,-32.8597,-30.4525,-40.7675,-37.8767,-32.8126,-41.7965,-44.413
-4208.43,0.931462,0.285945,4,15,0,4225.9,73.3658,30.229,194.406,71.3825,62.9943,48.8489,21.1522,52.6227,24.4416,127.166,139.837,29.9981,129.605,0.130794,-1.31757,-1.24204,-1.26615,-0.821122,-1.77029,-1.56209,-0.917465,-1.61559,-0.683515,-0.891375,-0.975158,-1.30967,-1.34458,-1.30922,0.403224,0.267784,0.288795,0.281916,0.439938,0.170283,0.209697,0.399531,0.198773,0.504839,0.410091,0.377133,0.269908,0.26065,-33.2891,-39.9867,-32.9664,-46.8777,-39.1793,-36.1463,-38.8885,-46.4992,-39.729,-36.0601,-49.7211,-38.3469,-39.5409,-37.7859,-38.6014,-50.391,-43.7786,-35.2849,-42.2914,-43.7826,-34.3265,-44.1489,-41.8554,-39.5256,-38.7514,-32.8733,-33.3704,-38.3766,-43.1409,-32.4883,-32.7918,-38.957,-38.9727,-33.2243,-39.005,-32.3662,-29.1294,-52.5195,-38.2326,-43.7385,-46.4884,-41.6747,-35.0889,-38.1224,-34.7106,-33.2116,-30.3981,-39.2754,-38.8608,-36.8822,-46.0602,-46.1121,-34.0509,-35.7166,-32.611,-35.5624,-39.5571,-47.2005,-45.0098,-42.8274,-41.5295,-47.7943,-51.4156,-27.6397,-31.6197,-41.5469,-39.0799,-31.6583,-35.5055,-40.8068,-32.7172,-30.7425,-37.3246,-36.3554,-46.8467,-30.4957,-34.7479,-41.3182,-41.3712,-32.2839,-37.8424,-39.6249,-42.2507,-26.6758,-43.4245,-52.7342,-44.4792,-41.6382,-38.8665,-36.9461,-39.8336,-44.4288,-43.3465,-38.2626,-41.5604,-37.765,-34.5143,-34.7922,-39.6152,-33.6046,-37.9158,-31.8279,-31.0759,-33.4075,-30.1476,-41.7408,-38.3972,-32.9736,-42.9288,-44.145
