Depth,Pinus undiff,Pinus diplox,Pinus haplox,Pinus rigida t.,Pinus Total,Tsuga,Larix,Picea total,Picea glauca,Picea mariana t.,Picea undiff,Abies,Cupressaceae,Quercus,Carya,Castanea,Juglans,Fagus,Betula,Ostrya/Carpinus,Ulmus,Fraxinus nigra,Fraxinus penn t.,Fraxinus sp,Liquidambar,Ilex,Clethra,Alnus rugosa t.,Alnus crispa t.,Acer rubrum,Acer saccharum,Acer sp.,Nyssa,Salix,Populus,Ericaceae,Vitis,Myrica,Corylus,Betuloid,Viburnum,Rhus,Tilia,Platanus,Cephalanthus,Sambucus,Celtis,Moraceae,Liriodendron,Magnolia,Rhamnus,Cornus,cf Taxus,Poaceae,Artemisia,Ambrosia,Rumex,Liguliflorae,Iva ciliata t.,Tubuliflorae,Plantago,Cyperaceae,ChenoAm,Salsola,Sarcobatus,Ephedra,Secale,Zea,Triticum,Trifolium t.,Fabaceae,Urticaceae,Rosaceae,Thalictrum,Ranunculaceae,Apiaceae,Polygonum persicaria t.,Xyris,Helianthaceae,Araliaceae,Itea,Pinguicula t.,Solanaceae,Impatiens,Menyanthes,Rutaceae,cf. Parthenocissus,Galium,Cannabis,Lamiaceae,Pteridium t.,Dryopteris t.,Osmunda,Lycopodium sp,L. lucidulum,L. inundatum,Gymnocarpium,Polypodium,Asplenium,Athyrium,Trilete unknown,Isoetes,Equisetum,Sphagnum,Myriophyllum,Nymphaea,Nuphar,Brasenia,Potamogeton,Typha,Sparganium,Pontederia,Eriocaulon,Saggitaria,preQuat,Degraded,Corroded,Broken,Crumpled,Obscured,Unknown,Exotic,upland sum,tree sum,tree&shrub
886,176,4,110,0,290,95,0,7,0,0,0,4,0,64,1,0,0,1,21,4,6,0,5,2,0,0,0,5,0,1,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,10,0,145,533,500,507
896,159,6,69,0,234,100,0,4,0,0,0,0,1,80,0,0,0,1,30,16,4,3,4,2,0,2,0,7,0,4,2,0,0,2,0,0,0,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,4,3,136,517,488,501
906,168,11,83,0,262,135,2,6,0,0,0,2,1,47,0,0,0,0,14,7,3,3,4,0,0,0,0,2,0,7,2,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,0,79,516,492,497
916,153,8,82,0,243,126,0,6,0,0,0,2,1,95,0,0,0,0,18,19,6,2,2,3,0,1,0,3,0,4,1,0,0,0,1,0,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,5,0,2,6,1,109,557,529,536
926,178,3,87,0,268,95,1,7,0,0,0,1,1,74,0,0,0,1,25,13,4,2,1,1,0,1,0,7,0,3,3,1,0,0,3,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,88,525,501,510
936,126,7,59,0,192,69,1,3,0,0,0,2,1,146,3,1,1,22,32,10,6,3,1,2,0,1,0,14,0,5,4,0,0,0,2,0,1,2,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,4,7,1,144,553,511,530
946,167,4,66,0,237,55,0,3,0,0,0,1,1,133,2,0,3,2,21,15,8,2,2,0,0,2,0,4,0,5,3,0,0,0,2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,19,2,113,522,496,504
956,228,4,155,0,387,47,1,3,0,0,0,5,0,138,0,0,0,2,33,34,9,9,3,0,0,4,0,7,0,8,7,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,7,0,92,723,688,701
966,235,5,32,0,272,9,0,5,0,0,0,6,0,133,0,0,3,0,43,19,2,2,0,0,0,2,0,3,0,2,0,0,0,0,0,1,0,2,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,7,2,2,29,2,95,521,499,508
976,105,9,133,0,247,3,1,6,0,0,0,3,1,166,1,0,1,0,32,15,2,5,0,1,0,0,0,5,0,3,7,1,0,0,8,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,4,11,0,90,531,501,510
996,119,8,83,0,210,2,0,8,0,0,0,1,1,165,0,1,1,0,50,10,2,12,0,2,0,1,0,4,0,6,9,0,0,0,12,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,3,4,13,1,88,512,486,496
1016,166,12,124,0,302,1,4,6,0,0,0,12,0,59,0,0,0,0,57,11,2,7,0,1,0,2,0,4,0,6,17,0,0,0,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,93,512,485,494
1036,114,11,90,0,215,16,0,4,0,0,0,4,3,142,0,1,0,3,62,5,4,6,1,1,0,0,0,9,0,6,11,0,0,0,5,1,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,4,2,82,518,489,502
1056,116,12,66,0,194,6,12,37,0,0,0,31,1,26,1,1,0,1,124,6,2,4,1,0,1,2,0,28,0,7,1,0,0,0,7,1,0,4,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,3,5,3,175,541,432,479
1076,109,41,37,0,187,8,15,58,0,0,0,20,3,17,0,0,0,1,125,3,2,6,3,0,0,1,0,42,0,0,2,0,0,3,6,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,7,4,3,9,1,181,570,407,461
1096,97,27,19,0,143,8,15,63,0,0,0,29,5,16,0,0,0,1,92,5,2,8,0,0,0,1,0,72,0,0,1,0,0,3,10,1,0,5,14,10,0,0,0,2,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,2,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,3,1,0,0,0,0,0,0,7,2,7,15,7,164,574,350,443
1116,67,11,10,0,88,2,4,134,0,0,0,42,3,14,0,0,0,1,115,2,1,4,0,5,0,0,0,74,0,1,2,1,0,0,10,2,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,7,0,0,0,0,0,0,1,9,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,6,1,139,544,302,383
1126,50,3,4,0,57,4,5,85,0,0,0,20,0,3,0,0,0,0,94,1,0,1,0,0,0,0,0,54,0,0,1,0,0,0,0,1,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,16,0,69,346,194,251
1130,110,0,22,0,132,11,0,169,0,0,0,50,0,29,1,0,0,3,100,1,5,0,0,0,0,0,0,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,9,0,110,534,337,352
1136,98,16,62,0,176,24,4,34,0,0,0,11,4,117,3,3,0,5,85,13,5,5,4,3,0,1,0,35,0,8,6,0,2,1,1,1,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,6,1,115,588,488,527
1146,69,5,8,0,82,6,4,118,0,0,0,32,3,12,0,1,0,0,72,2,2,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,2,25,0,110,383,227,254
1156,56,16,16,0,88,3,9,166,0,0,0,30,2,3,0,1,0,0,102,2,0,1,0,0,0,0,0,92,0,0,1,0,0,0,1,0,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,8,3,124,540,253,349
1176,60,21,20,0,101,2,8,192,0,0,0,16,1,8,0,0,0,0,18,2,0,0,0,0,0,0,0,131,0,0,0,0,0,2,4,1,0,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,1,104,514,165,308
1196,51,17,11,0,79,0,8,268,0,0,0,28,1,17,1,0,0,0,15,3,2,0,0,1,0,0,0,68,0,0,0,0,0,0,6,1,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,7,2,2,186,529,163,238
1216,88,33,10,0,131,1,11,255,0,0,0,21,5,11,0,0,0,0,18,7,0,2,0,0,0,0,0,38,0,0,1,0,0,0,6,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,7,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,3,0,129,529,218,261
1236,144,49,8,0,201,6,10,154,0,0,0,13,3,37,3,0,0,0,18,12,2,1,0,0,0,0,0,23,0,2,0,0,0,0,2,0,0,4,1,8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,28,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,11,4,124,511,320,348
1256,130,49,1,0,180,0,1,211,0,0,0,20,10,20,0,0,1,1,15,14,0,3,1,2,0,0,0,10,0,0,0,0,0,0,1,3,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,12,1,161,527,277,295
1276,107,41,0,0,148,0,1,231,0,0,0,25,6,22,0,0,1,1,17,8,3,2,4,4,0,0,0,3,0,0,0,0,1,0,1,2,0,7,1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2,0,1,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1,19,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,2,5,15,1,136,548,258,271
1296,60,35,0,0,95,1,4,269,0,0,0,26,4,27,0,0,0,1,25,18,0,3,0,0,0,0,0,3,0,0,1,0,0,2,4,1,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,2,3,9,0,185,537,216,234
1316,66,20,0,0,86,0,2,244,0,0,0,2,13,39,2,0,1,1,17,25,2,7,0,6,0,0,0,4,0,0,0,2,0,6,11,0,0,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,0,3,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,2,0,0,0,0,0,0,5,2,7,21,6,286,552,237,259
1356,47,6,1,0,54,0,0,68,0,0,0,2,5,17,0,0,0,0,47,11,0,1,0,0,0,0,0,6,0,2,1,0,0,13,12,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,3,0,0,8,0,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,9,5,23,22,7,446,384,175,183
