"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"976";0,872;29,32;4,662;1,406;2,47;8,378;12,906;0;38,954;1,033;0
"977";7,909;6,54;17,554;10,276;8,133;4,614;25,96;0;16,705;2,309;0
"978";7,738;28,143;13,507;1,018;2,721;15,789;6,362;0;23,602;1,121;0
"979";2,16;2,144;3,017;3,284;9,137;15,556;31,951;0;31,803;0,947;0
"980";5,519;8,667;8,301;1,609;9,663;12,855;19,59;0;31,813;1,984;0
"981";5,261;14,507;4,296;2,091;3,945;2,129;6,589;0;59,375;1,806;0
"982";4,784;7,338;11,084;14,886;12,131;0;24,732;0;21,481;3,564;0
"983";7,857;16,097;7,95;4,011;8,07;6,274;21,953;0;21,362;6,426;0
"984";2,243;46,194;4,907;4,706;10,896;3,151;3,999;0;22,672;1,231;0
"985";3,126;23,625;7,055;2,447;9,131;1,719;16,131;0;29,698;7,067;0
"986";4,469;8,577;31,147;3,931;10,593;11,308;13,453;0;15,437;1,085;0
"987";4,623;3,812;10,198;13,635;20,292;12,29;8,4;0;23,66;3,089;0
"988";0;23,545;24,839;5,026;10,882;6,307;13,913;0;12,217;3,271;0
"989";0;13,534;17,921;4,793;23,852;6,684;13,477;0;17,297;2,442;0
"990";5,186;26,282;12,434;1,923;6,67;9,654;7,703;0;25,754;4,393;0
"991";1,458;8;6,226;1,824;2,354;5,582;17,436;0;55,584;1,536;0
"992";5,883;7,168;10,597;5,495;7,557;7,324;21,903;0;32,61;1,463;0
"993";0,333;2,601;2,559;0,896;2,354;79,085;5,456;0;6,419;0,296;0
"994";1,446;5,819;5,055;7,479;8,391;7,574;18,734;0;40,789;4,711;0
"995";3,449;4,706;6,363;1,7;9,106;1,054;9,894;0;62,677;1,051;0
"996";2,352;4,828;12,419;6,935;6,064;5,899;13,781;0;37,488;10,233;0
"997";0,717;3,284;24,413;3,367;7,768;39,008;7,062;0;13,196;1,185;0
"998";64,505;2,163;20,018;1,993;0,666;0,863;1,473;0;1,576;6,743;0
"999";2,109;58,456;3,736;1,348;8,9;4,642;4,392;0;9,91;6,507;0
"1000";5,455;22,246;7,123;3,287;13,826;12,336;10,139;0;22,31;3,277;0
